section,agency,metric,year,race,value,agency_type,census_geo_type,census_match_name,needs_manual_review,census_match_uncertain
by_agency,Daviess County Sheriff's Dept,arrest_rate_pct,2023,Hispanic,0.0,county_sheriff,county,"Daviess County, Missouri",0.0,0.0
by_agency,Daviess County Sheriff's Dept,arrest_rate_pct,2024,White,2.17,county_sheriff,county,"Daviess County, Missouri",0.0,0.0
by_agency,Daviess County Sheriff's Dept,arrest_rate_pct,2024,Black,7.14,county_sheriff,county,"Daviess County, Missouri",0.0,0.0
by_agency,Daviess County Sheriff's Dept,arrest_rate_pct,2024,Hispanic,23.81,county_sheriff,county,"Daviess County, Missouri",0.0,0.0
by_agency,Daviess County Sheriff's Dept,search_rate_pct,2020,White,2.8,county_sheriff,county,"Daviess County, Missouri",0.0,0.0
by_agency,Daviess County Sheriff's Dept,search_rate_pct,2020,Black,0.0,county_sheriff,county,"Daviess County, Missouri",0.0,0.0
by_agency,Daviess County Sheriff's Dept,search_rate_pct,2020,Hispanic,0.0,county_sheriff,county,"Daviess County, Missouri",0.0,0.0
by_agency,Daviess County Sheriff's Dept,search_rate_pct,2021,White,2.8,county_sheriff,county,"Daviess County, Missouri",0.0,0.0
by_agency,Daviess County Sheriff's Dept,search_rate_pct,2021,Black,0.0,county_sheriff,county,"Daviess County, Missouri",0.0,0.0
by_agency,Daviess County Sheriff's Dept,search_rate_pct,2021,Hispanic,0.0,county_sheriff,county,"Daviess County, Missouri",0.0,0.0
by_agency,Daviess County Sheriff's Dept,search_rate_pct,2022,White,2.33,county_sheriff,county,"Daviess County, Missouri",0.0,0.0
by_agency,Daviess County Sheriff's Dept,search_rate_pct,2022,Black,7.5,county_sheriff,county,"Daviess County, Missouri",0.0,0.0
by_agency,Daviess County Sheriff's Dept,search_rate_pct,2022,Hispanic,5.88,county_sheriff,county,"Daviess County, Missouri",0.0,0.0
by_agency,Daviess County Sheriff's Dept,search_rate_pct,2023,White,2.05,county_sheriff,county,"Daviess County, Missouri",0.0,0.0
by_agency,Daviess County Sheriff's Dept,search_rate_pct,2023,Black,0.0,county_sheriff,county,"Daviess County, Missouri",0.0,0.0
by_agency,Daviess County Sheriff's Dept,search_rate_pct,2023,Hispanic,0.0,county_sheriff,county,"Daviess County, Missouri",0.0,0.0
by_agency,Daviess County Sheriff's Dept,search_rate_pct,2024,White,1.67,county_sheriff,county,"Daviess County, Missouri",0.0,0.0
by_agency,Daviess County Sheriff's Dept,search_rate_pct,2024,Black,3.57,county_sheriff,county,"Daviess County, Missouri",0.0,0.0
by_agency,Daviess County Sheriff's Dept,search_rate_pct,2024,Hispanic,14.29,county_sheriff,county,"Daviess County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,total_stops,2020,Total,535.0,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,total_stops,2020,White,503.0,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,total_stops,2020,Black,13.0,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,total_stops,2020,Hispanic,12.0,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,total_stops,2021,Total,799.0,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,total_stops,2021,White,752.0,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,total_stops,2021,Black,19.0,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,total_stops,2021,Hispanic,18.0,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,total_stops,2022,Total,519.0,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,total_stops,2022,White,491.0,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,total_stops,2022,Black,15.0,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,total_stops,2022,Hispanic,10.0,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,total_stops,2023,Total,881.0,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,total_stops,2023,White,824.0,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,total_stops,2023,Black,24.0,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,total_stops,2023,Hispanic,25.0,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,total_stops,2024,Total,1104.0,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,total_stops,2024,White,999.0,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,total_stops,2024,Black,38.0,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,total_stops,2024,Hispanic,54.0,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,pct_change_2020_to_2024,2024,White,98.6,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,pct_change_2020_to_2024,2024,Black,192.3,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,pct_change_2020_to_2024,2024,Hispanic,350.0,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,arrest_rate_pct,2020,White,0.6,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,arrest_rate_pct,2020,Black,0.0,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,arrest_rate_pct,2020,Hispanic,0.0,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,arrest_rate_pct,2021,White,0.53,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,arrest_rate_pct,2021,Black,0.0,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,arrest_rate_pct,2021,Hispanic,0.0,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,arrest_rate_pct,2022,White,1.83,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,arrest_rate_pct,2022,Black,0.0,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,arrest_rate_pct,2022,Hispanic,0.0,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,arrest_rate_pct,2023,White,1.7,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,arrest_rate_pct,2023,Black,4.17,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,arrest_rate_pct,2023,Hispanic,0.0,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,arrest_rate_pct,2024,White,1.4,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,arrest_rate_pct,2024,Black,0.0,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,arrest_rate_pct,2024,Hispanic,1.85,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,search_rate_pct,2020,White,6.96,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,search_rate_pct,2020,Black,15.38,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,search_rate_pct,2020,Hispanic,8.33,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,search_rate_pct,2021,White,6.91,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,search_rate_pct,2021,Black,15.79,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,search_rate_pct,2021,Hispanic,5.56,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,search_rate_pct,2022,White,6.72,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,search_rate_pct,2022,Black,13.33,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,search_rate_pct,2022,Hispanic,0.0,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,search_rate_pct,2023,White,2.67,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,search_rate_pct,2023,Black,8.33,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,search_rate_pct,2023,Hispanic,0.0,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,search_rate_pct,2024,White,3.2,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,search_rate_pct,2024,Black,0.0,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,DeKalb County Sheriff's Dept,search_rate_pct,2024,Hispanic,3.7,county_sheriff,county,"DeKalb County, Missouri",0.0,0.0
by_agency,Dexter Police Dept,total_stops,2020,Total,2401.0,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,total_stops,2020,White,2238.0,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,total_stops,2020,Black,120.0,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,total_stops,2020,Hispanic,35.0,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,total_stops,2021,Total,2410.0,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,total_stops,2021,White,2208.0,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,total_stops,2021,Black,159.0,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,total_stops,2021,Hispanic,34.0,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,total_stops,2022,Total,3156.0,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,total_stops,2022,White,2914.0,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,total_stops,2022,Black,198.0,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,total_stops,2022,Hispanic,35.0,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,total_stops,2023,Total,4273.0,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,total_stops,2023,White,3865.0,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,total_stops,2023,Black,317.0,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,total_stops,2023,Hispanic,66.0,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,total_stops,2024,Total,3160.0,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,total_stops,2024,White,2884.0,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,total_stops,2024,Black,196.0,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,total_stops,2024,Hispanic,61.0,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,pct_change_2020_to_2024,2024,White,28.9,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,pct_change_2020_to_2024,2024,Black,63.3,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,pct_change_2020_to_2024,2024,Hispanic,74.3,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,arrest_rate_pct,2020,White,3.71,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,arrest_rate_pct,2020,Black,4.17,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,arrest_rate_pct,2020,Hispanic,2.86,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,arrest_rate_pct,2021,White,1.86,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,arrest_rate_pct,2021,Black,3.14,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,arrest_rate_pct,2021,Hispanic,2.94,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,arrest_rate_pct,2022,White,3.33,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,arrest_rate_pct,2022,Black,4.55,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,arrest_rate_pct,2022,Hispanic,2.86,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,arrest_rate_pct,2023,White,76.69,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,arrest_rate_pct,2023,Black,69.72,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,arrest_rate_pct,2023,Hispanic,81.82,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,arrest_rate_pct,2024,White,1.66,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,arrest_rate_pct,2024,Black,4.59,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,arrest_rate_pct,2024,Hispanic,3.28,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,search_rate_pct,2020,White,6.17,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,search_rate_pct,2020,Black,6.67,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,search_rate_pct,2020,Hispanic,2.86,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,search_rate_pct,2021,White,16.17,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,search_rate_pct,2021,Black,18.24,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,search_rate_pct,2021,Hispanic,5.88,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,search_rate_pct,2022,White,10.67,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,search_rate_pct,2022,Black,12.63,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,search_rate_pct,2022,Hispanic,0.0,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,search_rate_pct,2023,White,3.08,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,search_rate_pct,2023,Black,3.15,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,search_rate_pct,2023,Hispanic,1.52,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,search_rate_pct,2024,White,4.13,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,search_rate_pct,2024,Black,6.63,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Dexter Police Dept,search_rate_pct,2024,Hispanic,1.64,municipal_police,place,"Dexter city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,total_stops,2020,Total,322.0,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,total_stops,2020,White,293.0,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,total_stops,2020,Black,8.0,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,total_stops,2020,Hispanic,16.0,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,total_stops,2021,Total,118.0,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,total_stops,2021,White,108.0,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,total_stops,2021,Black,3.0,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,total_stops,2021,Hispanic,6.0,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,total_stops,2022,Total,994.0,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,total_stops,2022,White,874.0,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,total_stops,2022,Black,17.0,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,total_stops,2022,Hispanic,71.0,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,total_stops,2023,Total,1327.0,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,total_stops,2023,White,1150.0,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,total_stops,2023,Black,31.0,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,total_stops,2023,Hispanic,109.0,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,total_stops,2024,Total,1419.0,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,total_stops,2024,White,1235.0,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,total_stops,2024,Black,41.0,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,total_stops,2024,Hispanic,110.0,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,pct_change_2020_to_2024,2024,White,321.5,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,pct_change_2020_to_2024,2024,Black,412.5,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,pct_change_2020_to_2024,2024,Hispanic,587.5,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,arrest_rate_pct,2020,White,3.75,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,arrest_rate_pct,2020,Black,0.0,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,arrest_rate_pct,2020,Hispanic,0.0,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,arrest_rate_pct,2021,White,3.7,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,arrest_rate_pct,2021,Black,0.0,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,arrest_rate_pct,2021,Hispanic,0.0,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,arrest_rate_pct,2022,White,0.92,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,arrest_rate_pct,2022,Black,0.0,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,arrest_rate_pct,2022,Hispanic,2.82,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,arrest_rate_pct,2023,White,0.96,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,arrest_rate_pct,2023,Black,0.0,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,arrest_rate_pct,2023,Hispanic,5.5,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,arrest_rate_pct,2024,White,0.65,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,arrest_rate_pct,2024,Black,0.0,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,arrest_rate_pct,2024,Hispanic,0.91,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,search_rate_pct,2020,White,12.97,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,search_rate_pct,2020,Black,0.0,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,search_rate_pct,2020,Hispanic,25.0,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,search_rate_pct,2021,White,12.96,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,search_rate_pct,2021,Black,0.0,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,search_rate_pct,2021,Hispanic,16.67,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,search_rate_pct,2022,White,1.03,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,search_rate_pct,2022,Black,5.88,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,search_rate_pct,2022,Hispanic,2.82,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,search_rate_pct,2023,White,1.3,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,search_rate_pct,2023,Black,0.0,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,search_rate_pct,2023,Hispanic,5.5,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,search_rate_pct,2024,White,0.24,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,search_rate_pct,2024,Black,0.0,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Diamond Police Dept,search_rate_pct,2024,Hispanic,0.91,municipal_police,place,"Diamond city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,total_stops,2020,Total,608.0,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,total_stops,2020,White,495.0,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,total_stops,2020,Black,67.0,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,total_stops,2020,Hispanic,21.0,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,total_stops,2022,Total,898.0,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,total_stops,2022,White,754.0,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,total_stops,2022,Black,67.0,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,total_stops,2022,Hispanic,56.0,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,total_stops,2023,Total,567.0,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,total_stops,2023,White,476.0,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,total_stops,2023,Black,44.0,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,total_stops,2023,Hispanic,35.0,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,total_stops,2024,Total,519.0,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,total_stops,2024,White,443.0,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,total_stops,2024,Black,29.0,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,total_stops,2024,Hispanic,25.0,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,pct_change_2020_to_2024,2024,White,-10.5,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,pct_change_2020_to_2024,2024,Black,-56.7,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,pct_change_2020_to_2024,2024,Hispanic,19.0,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,arrest_rate_pct,2020,White,4.24,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,arrest_rate_pct,2020,Black,4.48,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,arrest_rate_pct,2020,Hispanic,0.0,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,arrest_rate_pct,2022,White,0.53,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,arrest_rate_pct,2022,Black,1.49,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,arrest_rate_pct,2022,Hispanic,0.0,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,arrest_rate_pct,2023,White,1.89,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,arrest_rate_pct,2023,Black,2.27,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,arrest_rate_pct,2023,Hispanic,0.0,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,arrest_rate_pct,2024,White,1.35,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,arrest_rate_pct,2024,Black,6.9,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,arrest_rate_pct,2024,Hispanic,0.0,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,search_rate_pct,2020,White,5.25,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,search_rate_pct,2020,Black,11.94,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,search_rate_pct,2020,Hispanic,4.76,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,search_rate_pct,2022,White,1.33,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,search_rate_pct,2022,Black,0.0,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,search_rate_pct,2022,Hispanic,0.0,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
by_agency,Doolittle Police Dept,search_rate_pct,2023,White,1.89,municipal_police,place,"Doolittle city, Missouri",0.0,0.0
