year,source,geo_type,name,Total,White,Black,Hispanic,state_fips,county_fips,place_fips
2023,acs5,place,"Murphy CDP, Missouri",8566,7250,11,358,29,,50834
2023,acs5,place,"Napoleon city, Missouri",214,199,0,1,29,,51140
2023,acs5,place,"Naylor city, Missouri",388,344,6,3,29,,51302
2023,acs5,place,"Neck City city, Missouri",232,209,0,1,29,,51356
2023,acs5,place,"Neelyville city, Missouri",333,261,42,19,29,,51446
2023,acs5,place,"Nelson city, Missouri",89,84,0,0,29,,51500
2023,acs5,place,"Neosho city, Missouri",12857,9262,185,1457,29,,51572
2023,acs5,place,"Nevada city, Missouri",7998,7147,149,337,29,,51644
2023,acs5,place,"New Bloomfield city, Missouri",945,861,0,17,29,,51680
2023,acs5,place,"New Cambria city, Missouri",134,112,17,1,29,,51734
2023,acs5,place,"New Florence city, Missouri",784,737,2,31,29,,51770
2023,acs5,place,"New Franklin city, Missouri",1015,918,43,4,29,,51824
2023,acs5,place,"New Hamburg CDP, Missouri",169,169,0,0,29,,51842
2023,acs5,place,"New Hampton city, Missouri",302,265,0,32,29,,51860
2023,acs5,place,"New Haven city, Missouri",3389,2741,34,309,29,,51914
2023,acs5,place,"New London city, Missouri",1118,1031,34,0,29,,52058
2023,acs5,place,"New Madrid city, Missouri",2720,2125,394,23,29,,52076
2023,acs5,place,"New Market CDP, Missouri",65,65,0,0,29,,52130
2023,acs5,place,"New Melle city, Missouri",510,457,0,0,29,,52148
2023,acs5,place,"New Wells CDP, Missouri",0,0,0,0,29,,52364
2023,acs5,place,"Newark village, Missouri",44,41,0,2,29,,51662
2023,acs5,place,"Newburg city, Missouri",319,285,0,15,29,,51716
2023,acs5,place,"Newtonia town, Missouri",273,245,0,10,29,,52292
2023,acs5,place,"Newtown town, Missouri",112,103,0,3,29,,52328
2023,acs5,place,"Niangua city, Missouri",495,467,0,18,29,,52418
2023,acs5,place,"Nixa city, Missouri",24131,21133,370,1263,29,,52616
2023,acs5,place,"Noel city, Missouri",1679,519,331,677,29,,52742
2023,acs5,place,"Norborne city, Missouri",682,630,34,10,29,,52760
2023,acs5,place,"Normandy city, Missouri",4263,973,2770,136,29,,52796
2023,acs5,place,"North Kansas City city, Missouri",4758,3052,643,287,29,,53102
2023,acs5,place,"North Lilbourn village, Missouri",86,0,86,0,29,,53138
2023,acs5,place,"Northmoor city, Missouri",380,255,7,43,29,,53174
2023,acs5,place,"Northwoods city, Missouri",3654,229,3337,0,29,,53408
2023,acs5,place,"Norwood Court town, Missouri",759,195,540,0,29,,53462
2023,acs5,place,"Norwood city, Missouri",832,748,0,19,29,,53454
2023,acs5,place,"Novelty village, Missouri",103,103,0,0,29,,53516
2023,acs5,place,"Novinger city, Missouri",454,381,0,59,29,,53534
2023,acs5,place,"O'Fallon city, Missouri",92697,75454,4665,4682,29,,54074
2023,acs5,place,"Oak Grove Village village, Missouri",358,250,3,26,29,,53650
2023,acs5,place,"Oak Grove city, Missouri",8477,7771,272,164,29,,53624
2023,acs5,place,"Oak Ridge town, Missouri",258,257,0,0,29,,53786
2023,acs5,place,"Oakland city, Missouri",1619,1481,30,53,29,,53750
2023,acs5,place,"Oaks village, Missouri",178,109,0,64,29,,53804
2023,acs5,place,"Oakview village, Missouri",384,295,4,50,29,,53858
2023,acs5,place,"Oakville CDP, Missouri",35166,30991,932,1092,29,,53876
2023,acs5,place,"Oakwood Park village, Missouri",224,183,6,22,29,,53948
2023,acs5,place,"Oakwood village, Missouri",163,153,1,6,29,,53894
2023,acs5,place,"Odessa city, Missouri",5589,5347,41,75,29,,54038
2023,acs5,place,"Old Appleton town, Missouri",80,73,0,0,29,,54200
2023,acs5,place,"Old Jamestown CDP, Missouri",21121,4332,13990,927,29,,54352
2023,acs5,place,"Old Monroe city, Missouri",183,178,0,2,29,,54416
2023,acs5,place,"Olean town, Missouri",265,263,0,0,29,,54560
2023,acs5,place,"Olivette city, Missouri",8539,4492,1705,85,29,,54650
2023,acs5,place,"Olympian Village city, Missouri",812,619,0,40,29,,54686
2023,acs5,place,"Oran city, Missouri",1137,1019,0,28,29,,54758
2023,acs5,place,"Oregon city, Missouri",865,799,24,0,29,,54848
2023,acs5,place,"Oronogo city, Missouri",2685,2293,24,216,29,,54920
2023,acs5,place,"Orrick city, Missouri",787,724,11,11,29,,54938
2023,acs5,place,"Osage Beach city, Missouri",4715,4068,116,392,29,,55244
2023,acs5,place,"Osborn city, Missouri",369,340,0,9,29,,55352
2023,acs5,place,"Osceola city, Missouri",955,809,37,51,29,,55388
2023,acs5,place,"Osgood village, Missouri",44,22,0,22,29,,55424
2023,acs5,place,"Otterville city, Missouri",454,424,1,4,29,,55478
2023,acs5,place,"Overland city, Missouri",15762,8300,3312,2855,29,,55550
2023,acs5,place,"Owensville city, Missouri",2798,2645,0,43,29,,55640
2023,acs5,place,"Oxly CDP, Missouri",25,25,0,0,29,,55694
2023,acs5,place,"Ozark city, Missouri",21953,19215,271,1243,29,,55766
2023,acs5,place,"Ozora CDP, Missouri",316,313,0,1,29,,55892
2023,acs5,place,"Pacific city, Missouri",7299,5785,507,162,29,,55910
2023,acs5,place,"Pagedale city, Missouri",2547,96,2341,33,29,,55964
2023,acs5,place,"Palmyra city, Missouri",3620,3173,149,20,29,,56036
2023,acs5,place,"Paradise CDP, Missouri",0,0,0,0,29,,56126
2023,acs5,place,"Paris city, Missouri",1326,1247,53,19,29,,56144
2023,acs5,place,"Park Hills city, Missouri",8667,7753,34,422,29,,56272
2023,acs5,place,"Parkdale village, Missouri",223,206,0,0,29,,56226
2023,acs5,place,"Parkville city, Missouri",8022,6544,197,698,29,,56288
2023,acs5,place,"Parkway village, Missouri",673,620,0,20,29,,56306
2023,acs5,place,"Parma city, Missouri",552,248,154,82,29,,56342
2023,acs5,place,"Parnell city, Missouri",213,174,0,14,29,,56360
2023,acs5,place,"Pasadena Hills city, Missouri",1104,332,657,15,29,,56396
2023,acs5,place,"Pasadena Park village, Missouri",670,99,533,0,29,,56414
2023,acs5,place,"Pascola village, Missouri",78,42,4,3,29,,56432
2023,acs5,place,"Passaic town, Missouri",42,37,0,0,29,,56468
2023,acs5,place,"Pattonsburg city, Missouri",244,224,13,3,29,,56558
2023,acs5,place,"Paynesville village, Missouri",49,37,5,3,29,,56612
2023,acs5,place,"Peaceful Village village, Missouri",95,90,0,5,29,,56620
2023,acs5,place,"Peculiar city, Missouri",5815,4565,240,541,29,,56756
2023,acs5,place,"Pendleton village, Missouri",33,33,0,0,29,,56882
2023,acs5,place,"Penermon village, Missouri",83,0,83,0,29,,56900
2023,acs5,place,"Perkins CDP, Missouri",149,149,0,0,29,,57044
2023,acs5,place,"Perry city, Missouri",710,544,0,33,29,,57080
2023,acs5,place,"Perryville city, Missouri",8530,7554,134,373,29,,57116
2023,acs5,place,"Pevely city, Missouri",6037,5477,0,70,29,,57278
2023,acs5,place,"Phelps City CDP, Missouri",0,0,0,0,29,,57332
2023,acs5,place,"Philadelphia CDP, Missouri",250,250,0,0,29,,57350
2023,acs5,place,"Phillipsburg village, Missouri",159,146,0,8,29,,57368
2023,acs5,place,"Pickering city, Missouri",171,165,0,0,29,,57404
2023,acs5,place,"Piedmont city, Missouri",2857,2738,15,0,29,,57422
2023,acs5,place,"Pierce City city, Missouri",1472,1030,3,110,29,,57494
2023,acs5,place,"Pierpont village, Missouri",68,61,4,3,29,,57512
2023,acs5,place,"Pilot Grove city, Missouri",646,639,0,0,29,,57602
2023,acs5,place,"Pilot Knob city, Missouri",757,663,1,13,29,,57656
2023,acs5,place,"Pine Lawn city, Missouri",2738,17,2551,103,29,,57800
2023,acs5,place,"Pineville city, Missouri",923,814,7,42,29,,57818
2023,acs5,place,"Pinhook village, Missouri",0,0,0,0,29,,57926
2023,acs5,place,"Plato village, Missouri",195,163,0,0,29,,58088
2023,acs5,place,"Platte City city, Missouri",4793,4139,160,239,29,,58178
2023,acs5,place,"Platte Woods city, Missouri",528,439,11,14,29,,58196
2023,acs5,place,"Plattsburg city, Missouri",2437,2062,133,19,29,,58250
2023,acs5,place,"Pleasant Hill city, Missouri",8853,8003,28,472,29,,58394
2023,acs5,place,"Pleasant Hope city, Missouri",679,628,0,0,29,,58448
2023,acs5,place,"Pleasant Valley city, Missouri",2744,2283,171,155,29,,58520
2023,acs5,place,"Plevna CDP, Missouri",0,0,0,0,29,,58574
2023,acs5,place,"Pocahontas town, Missouri",47,40,0,5,29,,58628
2023,acs5,place,"Pollock village, Missouri",19,16,0,0,29,,58898
2023,acs5,place,"Polo city, Missouri",428,380,4,6,29,,58916
2023,acs5,place,"Pomona CDP, Missouri",243,221,0,0,29,,58934
2023,acs5,place,"Pontiac CDP, Missouri",69,56,0,0,29,,59060
2023,acs5,place,"Poplar Bluff city, Missouri",16243,12608,1443,386,29,,59096
2023,acs5,place,"Portage Des Sioux city, Missouri",352,298,6,38,29,,59150
2023,acs5,place,"Portageville city, Missouri",2869,2028,328,14,29,,59186
2023,acs5,place,"Potosi city, Missouri",2542,2212,17,33,29,,59330
2023,acs5,place,"Powersville village, Missouri",66,66,0,0,29,,59420
2023,acs5,place,"Prairie Hill CDP, Missouri",153,153,0,0,29,,59708
2023,acs5,place,"Prairie Home city, Missouri",214,199,0,0,29,,59726
2023,acs5,place,"Prathersville village, Missouri",96,94,0,2,29,,59816
2023,acs5,place,"Preston village, Missouri",348,306,0,19,29,,59870
2023,acs5,place,"Princeton city, Missouri",1434,1211,8,135,29,,59942
2023,acs5,place,"Purcell city, Missouri",354,264,0,58,29,,60140
2023,acs5,place,"Purdin city, Missouri",75,75,0,0,29,,60158
2023,acs5,place,"Purdy city, Missouri",1308,936,0,315,29,,60176
2023,acs5,place,"Puxico city, Missouri",918,894,1,8,29,,60284
2023,acs5,place,"Queen City city, Missouri",656,595,1,0,29,,60356
2023,acs5,place,"Quitman CDP, Missouri",30,30,0,0,29,,60410
2023,acs5,place,"Qulin city, Missouri",673,625,31,0,29,,60428
2023,acs5,place,"Raintree Plantation CDP, Missouri",2006,1844,0,0,29,,60528
2023,acs5,place,"Randolph village, Missouri",39,37,1,0,29,,60590
2023,acs5,place,"Ravanna CDP, Missouri",62,62,0,0,29,,60644
2023,acs5,place,"Ravenwood town, Missouri",571,562,0,3,29,,60716
2023,acs5,place,"Raymondville town, Missouri",591,576,2,0,29,,60734
2023,acs5,place,"Raymore city, Missouri",23849,18421,1996,1615,29,,60752
2023,acs5,place,"Raytown city, Missouri",29593,14433,10787,2523,29,,60788
2023,acs5,place,"Rayville CDP, Missouri",232,232,0,0,29,,60824
2023,acs5,place,"Rea city, Missouri",44,43,0,0,29,,60842
2023,acs5,place,"Redings Mill village, Missouri",107,102,0,0,29,,60986
2023,acs5,place,"Reeds Spring city, Missouri",992,924,0,47,29,,61112
2023,acs5,place,"Reeds town, Missouri",191,136,0,44,29,,61094
2023,acs5,place,"Renick village, Missouri",115,87,1,25,29,,61166
2023,acs5,place,"Rensselaer village, Missouri",262,239,8,11,29,,61184
2023,acs5,place,"Republic city, Missouri",19233,16902,220,1000,29,,61238
2023,acs5,place,"Revere town, Missouri",49,49,0,0,29,,61292
2023,acs5,place,"Rhineland town, Missouri",180,180,0,0,29,,61328
2023,acs5,place,"Rich Hill city, Missouri",1412,1359,0,21,29,,61418
2023,acs5,place,"Richards town, Missouri",44,34,0,0,29,,61364
2023,acs5,place,"Richland city, Missouri",2256,1872,7,231,29,,61562
2023,acs5,place,"Richmond Heights city, Missouri",9179,7526,699,259,29,,61706
2023,acs5,place,"Richmond city, Missouri",5979,5528,112,187,29,,61670
2023,acs5,place,"Ridgely village, Missouri",129,111,0,0,29,,61886
2023,acs5,place,"Ridgeway city, Missouri",525,510,0,4,29,,61904
2023,acs5,place,"Risco city, Missouri",243,213,0,3,29,,61994
2023,acs5,place,"Ritchey town, Missouri",50,47,0,2,29,,62030
2023,acs5,place,"River Bend village, Missouri",5,5,0,0,29,,62056
2023,acs5,place,"Riverside city, Missouri",4153,2932,687,356,29,,62156
2023,acs5,place,"Riverview Estates village, Missouri",80,63,0,9,29,,62210
2023,acs5,place,"Riverview village, Missouri",2688,569,1954,7,29,,62192
2023,acs5,place,"Rives town, Missouri",86,79,0,0,29,,62228
2023,acs5,place,"Rocheport city, Missouri",215,211,1,0,29,,62498
2023,acs5,place,"Rock Hill city, Missouri",4708,3119,1070,203,29,,62660
2023,acs5,place,"Rock Port city, Missouri",1207,1112,5,5,29,,62696
2023,acs5,place,"Rockaway Beach city, Missouri",682,608,38,0,29,,62570
2023,acs5,place,"Rockville city, Missouri",203,192,0,10,29,,62786
2023,acs5,place,"Rocky Comfort CDP, Missouri",200,80,77,11,29,,62822
2023,acs5,place,"Rogersville city, Missouri",4496,4201,0,0,29,,62894
2023,acs5,place,"Rolla city, Missouri",20144,16474,709,738,29,,62912
2023,acs5,place,"Roscoe village, Missouri",109,103,0,0,29,,63074
2023,acs5,place,"Rosebud city, Missouri",411,351,0,30,29,,63110
2023,acs5,place,"Rosendale city, Missouri",110,110,0,0,29,,63200
2023,acs5,place,"Rothville village, Missouri",68,61,0,0,29,,63236
2023,acs5,place,"Rush Hill village, Missouri",106,95,0,0,29,,63560
2023,acs5,place,"Rushville village, Missouri",254,226,1,2,29,,63596
2023,acs5,place,"Russellville city, Missouri",875,815,11,6,29,,63704
2023,acs5,place,"Rutledge town, Missouri",80,78,0,0,29,,63776
2023,acs5,place,"Saddlebrooke village, Missouri",333,294,0,33,29,,63857
2023,acs5,place,"Saginaw village, Missouri",347,315,0,1,29,,63902
2023,acs5,place,"Salem city, Missouri",4673,4293,30,65,29,,65234
2023,acs5,place,"Salisbury city, Missouri",1629,1478,94,0,29,,65450
2023,acs5,place,"Sappington CDP, Missouri",6882,6336,52,208,29,,65954
2023,acs5,place,"Sarcoxie city, Missouri",1344,1258,0,61,29,,65990
2023,acs5,place,"Savannah city, Missouri",5062,4901,26,14,29,,66044
2023,acs5,place,"Saverton CDP, Missouri",49,49,0,0,29,,66062
2023,acs5,place,"Schell City city, Missouri",164,158,0,0,29,,66134
2023,acs5,place,"Scotsdale town, Missouri",186,168,0,9,29,,66337
2023,acs5,place,"Scott City city, Missouri",4354,4050,12,130,29,,66368
2023,acs5,place,"Sedalia city, Missouri",21869,16229,798,3350,29,,66440
2023,acs5,place,"Sedgewickville village, Missouri",134,129,0,0,29,,66476
2023,acs5,place,"Seligman city, Missouri",974,783,5,101,29,,66530
2023,acs5,place,"Senath city, Missouri",1578,820,25,651,29,,66638
2023,acs5,place,"Seneca city, Missouri",1938,1430,0,121,29,,66674
2023,acs5,place,"Seymour city, Missouri",2081,1895,57,42,29,,66800
2023,acs5,place,"Shakertowne CDP, Missouri",416,416,0,0,29,,66935
2023,acs5,place,"Shawneetown CDP, Missouri",165,165,0,0,29,,67124
2023,acs5,place,"Shelbina city, Missouri",2108,2034,0,39,29,,67178
2023,acs5,place,"Shelbyville city, Missouri",583,564,9,10,29,,67196
2023,acs5,place,"Sheldon city, Missouri",362,335,0,14,29,,67214
2023,acs5,place,"Shell Knob CDP, Missouri",1445,1077,0,208,29,,67232
2023,acs5,place,"Sheridan town, Missouri",188,147,0,21,29,,67358
2023,acs5,place,"Shoal Creek Drive village, Missouri",543,329,3,45,29,,67628
2023,acs5,place,"Shoal Creek Estates village, Missouri",213,122,6,1,29,,67632
2023,acs5,place,"Shrewsbury city, Missouri",6328,4837,619,96,29,,67700
2023,acs5,place,"Sibley village, Missouri",397,375,0,9,29,,67718
2023,acs5,place,"Sikeston city, Missouri",16231,10733,4032,453,29,,67790
2023,acs5,place,"Silex city, Missouri",383,366,4,0,29,,67808
2023,acs5,place,"Skidmore city, Missouri",179,145,0,4,29,,68132
2023,acs5,place,"Slater city, Missouri",2144,1592,285,195,29,,68204
2023,acs5,place,"Smithton city, Missouri",509,470,1,24,29,,68384
2023,acs5,place,"Smithville city, Missouri",10552,9930,39,258,29,,68420
2023,acs5,place,"South Fork CDP, Missouri",67,67,0,0,29,,68762
2023,acs5,place,"South Gifford village, Missouri",14,11,0,2,29,,68852
2023,acs5,place,"South Gorin town, Missouri",36,35,0,0,29,,68870
2023,acs5,place,"South Greenfield village, Missouri",125,100,0,0,29,,68888
2023,acs5,place,"South Lineville town, Missouri",14,14,0,0,29,,68942
2023,acs5,place,"Southwest City town, Missouri",845,224,0,541,29,,69230
2023,acs5,place,"Spanish Lake CDP, Missouri",18183,2445,14778,203,29,,69266
2023,acs5,place,"Sparta city, Missouri",2378,2303,0,40,29,,69302
2023,acs5,place,"Spickard city, Missouri",268,265,2,0,29,,69464
2023,acs5,place,"Spokane CDP, Missouri",250,231,0,19,29,,69518
2023,acs5,place,"Springfield city, Missouri",169432,140349,7104,9492,29,,70000
2023,acs5,place,"St. Ann city, Missouri",12865,7506,3402,1235,29,,63956
2023,acs5,place,"St. Catharine CDP, Missouri",1,1,0,0,29,,64046
2023,acs5,place,"St. Charles city, Missouri",71048,55044,5448,4686,29,,64082
2023,acs5,place,"St. Clair city, Missouri",4767,4416,37,36,29,,64136
2023,acs5,place,"St. Clement CDP, Missouri",29,29,0,0,29,,64154
2023,acs5,place,"St. Cloud village, Missouri",31,31,0,0,29,,64172
2023,acs5,place,"St. Elizabeth village, Missouri",592,570,11,2,29,,64190
2023,acs5,place,"St. Francisville CDP, Missouri",177,152,0,0,29,,64244
2023,acs5,place,"St. George CDP, Missouri",1568,1384,41,0,29,,64370
2023,acs5,place,"St. James city, Missouri",3922,3568,17,128,29,,64424
2023,acs5,place,"St. John city, Missouri",6562,2680,2474,971,29,,64478
2023,acs5,place,"St. Joseph city, Missouri",71542,56265,4689,5494,29,,64550
2023,acs5,place,"St. Louis city, Missouri",293109,130110,125617,15005,29,,65000
2023,acs5,place,"St. Martins city, Missouri",1195,1094,2,28,29,,65018
2023,acs5,place,"St. Mary city, Missouri",255,207,22,2,29,,65034
2023,acs5,place,"St. Paul city, Missouri",3292,3111,7,40,29,,65108
2023,acs5,place,"St. Peters city, Missouri",58200,49385,3069,1612,29,,65126
2023,acs5,place,"St. Robert city, Missouri",5327,3414,528,608,29,,65144
2023,acs5,place,"St. Thomas town, Missouri",271,271,0,0,29,,65162
2023,acs5,place,"Stanberry city, Missouri",1190,1150,13,15,29,,70270
2023,acs5,place,"Stanton CDP, Missouri",307,307,0,0,29,,70342
2023,acs5,place,"Stark City town, Missouri",125,106,0,2,29,,70414
2023,acs5,place,"Ste. Genevieve city, Missouri",4996,4319,218,138,29,,64180
2023,acs5,place,"Steele city, Missouri",1449,1102,224,0,29,,70558
2023,acs5,place,"Steelville city, Missouri",1410,1254,36,7,29,,70576
2023,acs5,place,"Stella town, Missouri",252,242,0,3,29,,70648
2023,acs5,place,"Stewartsville city, Missouri",781,707,39,20,29,,70738
2023,acs5,place,"Stockton city, Missouri",2018,1898,1,27,29,,70828
2023,acs5,place,"Stotesbury town, Missouri",2,2,0,0,29,,70954
2023,acs5,place,"Stotts City city, Missouri",249,231,0,1,29,,70990
2023,acs5,place,"Stoutland city, Missouri",297,261,3,9,29,,71008
2023,acs5,place,"Stoutsville village, Missouri",37,37,0,0,29,,71026
2023,acs5,place,"Stover city, Missouri",901,838,7,34,29,,71044
2023,acs5,place,"Strafford city, Missouri",2609,2354,0,167,29,,71062
2023,acs5,place,"Strasburg city, Missouri",137,137,0,0,29,,71098
2023,acs5,place,"Sturgeon city, Missouri",1143,1011,2,38,29,,71224
2023,acs5,place,"Sugar Creek city, Missouri",3261,2722,37,201,29,,71368
2023,acs5,place,"Sullivan city, Missouri",6355,5499,120,101,29,,71440
2023,acs5,place,"Summer Set CDP, Missouri",1222,1219,0,0,29,,71508
2023,acs5,place,"Summersville city, Missouri",427,414,0,0,29,,71512
2023,acs5,place,"Sumner town, Missouri",69,64,0,0,29,,71620
2023,acs5,place,"Sundown CDP, Missouri",190,186,0,0,29,,71628
2023,acs5,place,"Sunrise Beach village, Missouri",398,360,0,27,29,,71728
2023,acs5,place,"Sunset Hills city, Missouri",9113,8408,97,154,29,,71746
2023,acs5,place,"Sweet Springs city, Missouri",1299,1181,13,24,29,,71890
2023,acs5,place,"Sycamore Hills village, Missouri",612,392,156,4,29,,72034
2023,acs5,place,"Syracuse city, Missouri",145,128,0,16,29,,72106
2023,acs5,place,"Tallapoosa city, Missouri",69,64,0,5,29,,72196
2023,acs5,place,"Taneyville village, Missouri",188,185,0,0,29,,72232
2023,acs5,place,"Taos city, Missouri",1334,1255,0,28,29,,72304
2023,acs5,place,"Tarkio city, Missouri",1478,1363,9,37,29,,72340
2023,acs5,place,"Tarrants village, Missouri",19,9,0,0,29,,72376
2023,acs5,place,"Tarsney Lakes CDP, Missouri",275,222,0,0,29,,72412
2023,acs5,place,"Tebbetts CDP, Missouri",419,419,0,0,29,,72574
2023,acs5,place,"Terre du Lac CDP, Missouri",2460,2384,0,0,29,,72772
2023,acs5,place,"Thayer city, Missouri",2288,2093,0,14,29,,72826
2023,acs5,place,"Theodosia village, Missouri",138,121,0,0,29,,72898
2023,acs5,place,"Thomasville CDP, Missouri",35,35,0,0,29,,73006
2023,acs5,place,"Three Creeks village, Missouri",0,0,0,0,29,,73127
2023,acs5,place,"Tightwad village, Missouri",79,79,0,0,29,,73240
2023,acs5,place,"Tina village, Missouri",143,143,0,0,29,,73330
2023,acs5,place,"Tindall town, Missouri",69,69,0,0,29,,73348
2023,acs5,place,"Tipton city, Missouri",2680,2267,316,79,29,,73420
2023,acs5,place,"Town and Country city, Missouri",11605,9320,294,284,29,,73618
2023,acs5,place,"Tracy city, Missouri",219,178,5,2,29,,73690
2023,acs5,place,"Trenton city, Missouri",5542,4927,42,217,29,,73816
2023,acs5,place,"Trimble city, Missouri",661,580,0,39,29,,73852
2023,acs5,place,"Triplett city, Missouri",27,27,0,0,29,,73870
2023,acs5,place,"Troy city, Missouri",13467,12361,165,384,29,,73942
2023,acs5,place,"Truesdale city, Missouri",978,811,51,16,29,,73978
2023,acs5,place,"Truxton village, Missouri",35,24,0,0,29,,74014
2023,acs5,place,"Turney village, Missouri",181,180,0,0,29,,74176
2023,acs5,place,"Tuscumbia town, Missouri",157,118,24,8,29,,74194
2023,acs5,place,"Twin Oaks village, Missouri",685,606,24,9,29,,74284
2023,acs5,place,"Umber View Heights village, Missouri",40,40,0,0,29,,74473
2023,acs5,place,"Union Star town, Missouri",510,502,0,8,29,,75130
2023,acs5,place,"Union city, Missouri",12560,10907,248,352,29,,74626
2023,acs5,place,"Unionville city, Missouri",1725,1625,7,21,29,,75166
2023,acs5,place,"Unity Village village, Missouri",107,60,14,32,29,,75202
2023,acs5,place,"University City city, Missouri",34655,18973,10522,1185,29,,75220
2023,acs5,place,"Uplands Park village, Missouri",358,0,352,0,29,,75238
2023,acs5,place,"Urbana city, Missouri",474,424,11,4,29,,75310
2023,acs5,place,"Urich city, Missouri",362,308,0,11,29,,75346
2023,acs5,place,"Utica village, Missouri",199,175,0,16,29,,75364
2023,acs5,place,"Valley Park city, Missouri",6817,5625,497,320,29,,75472
2023,acs5,place,"Van Buren town, Missouri",1146,1108,6,3,29,,75580
2023,acs5,place,"Vandalia city, Missouri",3260,2641,354,61,29,,75688
2023,acs5,place,"Vandiver village, Missouri",114,111,0,0,29,,75706
2023,acs5,place,"Vanduser village, Missouri",182,145,0,9,29,,75724
2023,acs5,place,"Velda City city, Missouri",1231,15,1187,17,29,,75796
2023,acs5,place,"Velda Village Hills city, Missouri",771,11,750,0,29,,75814
2023,acs5,place,"Verona town, Missouri",443,253,0,158,29,,75886
2023,acs5,place,"Versailles city, Missouri",2580,2230,26,186,29,,75922
2023,acs5,place,"Vibbard CDP, Missouri",243,234,0,0,29,,75994
2023,acs5,place,"Viburnum city, Missouri",809,701,0,61,29,,76012
2023,acs5,place,"Vienna city, Missouri",752,653,5,9,29,,76102
2023,acs5,place,"Villa Ridge CDP, Missouri",2994,2681,25,129,29,,76192
2023,acs5,place,"Village of Four Seasons village, Missouri",2077,1985,8,62,29,,76157
2023,acs5,place,"Vinita Park city, Missouri",1978,479,1236,138,29,,76246
2023,acs5,place,"Vista village, Missouri",46,46,0,0,29,,76390
2023,acs5,place,"Waco city, Missouri",190,190,0,0,29,,76444
2023,acs5,place,"Walker city, Missouri",371,345,0,22,29,,76660
2023,acs5,place,"Walnut Grove city, Missouri",566,531,0,25,29,,76840
2023,acs5,place,"Wardell town, Missouri",455,417,3,1,29,,76966
2023,acs5,place,"Wardsville village, Missouri",1505,1487,0,2,29,,77002
2023,acs5,place,"Warrensburg city, Missouri",19437,15701,1045,1008,29,,77092
2023,acs5,place,"Warrenton city, Missouri",8870,7783,97,566,29,,77128
2023,acs5,place,"Warsaw city, Missouri",2064,1832,12,115,29,,77146
2023,acs5,place,"Warson Woods city, Missouri",2312,2035,3,44,29,,77182
2023,acs5,place,"Washburn city, Missouri",561,338,0,130,29,,77200
2023,acs5,place,"Washington city, Missouri",14948,13693,34,283,29,,77416
2023,acs5,place,"Wasola CDP, Missouri",30,30,0,0,29,,77794
2023,acs5,place,"Watson village, Missouri",62,55,0,0,29,,77848
2023,acs5,place,"Waverly city, Missouri",854,664,38,91,29,,77866
2023,acs5,place,"Wayland city, Missouri",489,489,0,0,29,,77920
2023,acs5,place,"Waynesville city, Missouri",5422,4155,311,236,29,,77992
2023,acs5,place,"Weatherby Lake city, Missouri",2465,2149,15,63,29,,78046
2023,acs5,place,"Weatherby town, Missouri",68,55,0,0,29,,78028
2023,acs5,place,"Weaubleau city, Missouri",603,530,0,11,29,,78064
2023,acs5,place,"Webb City city, Missouri",13139,11340,259,495,29,,78118
2023,acs5,place,"Webster Groves city, Missouri",23771,19167,1334,740,29,,78154
2023,acs5,place,"Weingarten CDP, Missouri",160,160,0,0,29,,78226
2023,acs5,place,"Weldon Spring Heights town, Missouri",198,190,0,0,29,,78334
2023,acs5,place,"Weldon Spring city, Missouri",5291,4872,63,16,29,,78314
2023,acs5,place,"Wellington city, Missouri",553,527,0,0,29,,78352
2023,acs5,place,"Wellston city, Missouri",1690,67,1543,0,29,,78370
2023,acs5,place,"Wellsville city, Missouri",1197,1125,17,17,29,,78406
2023,acs5,place,"Wentworth village, Missouri",103,74,0,27,29,,78424
2023,acs5,place,"Wentzville city, Missouri",45734,39389,2554,1336,29,,78442
2023,acs5,place,"West Alton city, Missouri",511,501,8,0,29,,78514
2023,acs5,place,"West Line village, Missouri",78,75,0,0,29,,78838
2023,acs5,place,"West Plains city, Missouri",12341,11721,86,62,29,,78928
2023,acs5,place,"West Sullivan town, Missouri",252,213,0,32,29,,79000
2023,acs5,place,"Westboro city, Missouri",116,99,0,16,29,,78622
2023,acs5,place,"Weston city, Missouri",1852,1681,2,43,29,,78856
2023,acs5,place,"Westphalia city, Missouri",493,465,0,16,29,,78910
2023,acs5,place,"Westwood village, Missouri",293,253,7,10,29,,79054
2023,acs5,place,"Wheatland city, Missouri",289,265,0,0,29,,79090
2023,acs5,place,"Wheaton city, Missouri",364,316,0,0,29,,79126
2023,acs5,place,"Wheeling city, Missouri",135,119,0,5,29,,79180
2023,acs5,place,"White Branch CDP, Missouri",210,210,0,0,29,,79288
2023,acs5,place,"White Oak CDP, Missouri",90,22,68,0,29,,79468
2023,acs5,place,"Whiteman AFB CDP, Missouri",3713,2531,213,614,29,,79432
2023,acs5,place,"Whiteside village, Missouri",96,95,0,0,29,,79558
2023,acs5,place,"Whitewater town, Missouri",75,75,0,0,29,,79612
2023,acs5,place,"Whiting CDP, Missouri",76,64,0,0,29,,79684
2023,acs5,place,"Wilbur Park village, Missouri",392,342,0,9,29,,79756
2023,acs5,place,"Wildwood city, Missouri",35168,29127,330,1360,29,,79820
2023,acs5,place,"Willard city, Missouri",6418,5899,3,295,29,,79882
2023,acs5,place,"Williamstown CDP, Missouri",14,14,0,0,29,,80008
