year,agency,comment,has_comment,source_pdf,source_url
2022,Ellsinore Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Elsberry Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Eureka Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Excelsior Springs Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Fair Grove Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Fair Play Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Farmington Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Fayette Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Ferguson Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Ferrelview Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Festus Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Fleming Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Flordell Hills Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Florissant Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Foley Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Fordland Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Foristell Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Forsyth Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Franklin County Sheriff's Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Fredericktown Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Frontenac Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Fulton Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Galena Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Gasconade County Sheriff's Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Gasconade Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Gentry County Sheriff's Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Gerald Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Gideon Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Gladstone Dept of Public Safety,"Gladstone is considered an “inner tier” suburb in the Kansas City Metropolitan Statistical Area. It is completely surrounded by Kansas City, MO, a densely populated urban center with significantly different demographics than Gladstone. Kansas City's white population is approximately 60% as opposed to Gladstone's ¿84% white population. While Gladstone is primarily residential, it does have vibrant and active retail areas. These retail districts include big box stores such as Walmart and Home Depot in addition to grocery stores and other retail businesses. Because of these districts and the overall location of Gladstone, there are multiple thoroughfares and arterial roads running through the city. These roads are used by many residents of surrounding municipalities to connect to the multiple state and interstate highways that run just outside of Gladstone's city limits in addition to patronizing our businesses. When viewed from that context, it appears that at any one time, the majority of people operating vehicles inside the corporate city limits of Gladstone are not its residents. As demonstrated by submitted statistics, approximately 73% of the stops conducted by our officers are on vehicles operated by non-residents of the driving age population using your 2021 population statistic. Since the numbers clearly show the vast majority of individuals contacted

by Gladstone officers during vehicle stops are not residents, comparing the demographics of these drivers to the demographics of Gladstone's residents will result in flawed conclusions. Finally, as a CALEA nationally accredited organization, the Gladstone Police Department is continuously providing training to its members on such topics as bias-based policing and legal updates to ensure a well-trained, professional police force utilizing best practices in our profession.",True,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Glen Echo Park Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Glendale Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Gower Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Grain Valley Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Granby Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Grandview Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Greene County Sheriff's Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Greenfield Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Grundy County Sheriff's Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Hallsville Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Hamilton Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Hannibal Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Hardin Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Harrison County Sheriff's Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Harrisonville Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Hartville Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Hawk Point Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Hayti Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Hazelwood Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Henry County Sheriff's Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Herculaneum Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Hermann Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Hickory County Sheriff's Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Higginsville Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,High Hill Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Hillsboro Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Holcomb Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Holden Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Hollister Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Holt County Sheriff's Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Hornersville Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Houston Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Howard County Sheriff's Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Howardville Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Howell County Sheriff's Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Humansville Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Huntsville Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Iberia Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Independence Police Dept,"Independence is the fifth-largest city in Missouri, county seat and immediate suburb of Kansas City, with a popu- lation of 117,217. Ten major Interstates, highways and roadways allow direct access to the multiple racially diverse Kansas City metropolitan attractions located in the community; Harry S. Truman Presidential Library and historic home, Silverstein Eye Centers Arena , Super-Regional Independence Center Shopping Mall (2nd largest in KC Metro area with approximately 12 million annual visitors), 39th Street retail area, AMC 20 movie theater complex, Crysler Baseball Stadium, Community of Christ International Headquarters, colleges, community festivals, and multi-cultural dining venues. For 2022, Resident stops were 6,582. . . Non-Resident stops were 7,268 for a total stops of13,850. So, this was over 50% that were nonresidents. Significant traffic safety efforts are conducted along the major roadways and additional funding is provided for enforcement through state funded Hazardous Moving Violation grants, DWI Enforcement grants and Occupant Protection grants.

Due to the reduced manpower, modified COVID schedules, and modified COVID work/activity procedures sig- nificantly impacted 2020 and 2021' s data the 2022 data is compared to 2019 as this is a more accurate representation rather than the previous two years. City of Independence, 2022 disparity index for black, Hispanic and Asian drivers dropped after remaining fairly consistent over the previous five years. Black driver disproportions dropped from 3.63 in 2019 to 2.5 in 2022. The metropolitan attractions and thirty-one low income housing apartment complexes have influenced the racial composition of the motoring public to the community. The Independence Police Department is a professional law enforcement organization that is committed to impartial, competent, and courteous service to the public without regard to race, creed or gender. Officers receive annual training on cultural challenges and issues by ensuring and maintaining accountability in part through the integrity of the racial profiling documentation process in compliance with Missouri State Statute.",True,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Iron County Sheriff's Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Iron Mountain Lake Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Ironton Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Jackson County Sheriff's Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Jackson Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Jamestown Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Jasper County Sheriff's Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Jasper Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Jefferson City Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Jefferson College Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Jefferson County Sheriff's Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Johnson County Sheriff's Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Jonesburg Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Joplin Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Kahoka Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Kansas City Int'l Airport Police,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Kansas City Police Dept,"Disparity indexes have not fluctuated significantly since the data collection began in 2000. However, these numbers should be interpreted cautiously. Specifically, relying on a census population for ages 16 and over as a benchmark does not provide a realistic picture of the driving population in Kansas City, Missouri at any given time. There are several major thoroughfares that run through the City, including I-29, I-35, and I-70 that contain a large percentage of drivers not reflected in the static estimated census population used for comparison purposes. Additionally, Kansas City is contained within a metropolitan population of approximately 2.1 million, which adds to the commuter population on these roadways. When examining search rates, the probable cause/authority to search reasons should be considered. When examining arrest rates, the arrest charges should be considered. Lastly, KCPD views vehicle stop data collection as one of many tools to address the issue of racial profiling. Other tools in use by the Department include training, community programs, and policies.",True,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Kearney Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Kennett Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Kimberling City Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Kimmswick Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Kirksville Police Dept,Kirksville is home to two major universities whose enrollment data is not totally reflected in the census figure. Truman State University has 455 (11.5%) students listed other than white. They also have an additional 293 (7.4%) International students according to the 2022-2023 enrollment statistics. ATSU enrollment for the fall of 2022 has,True,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Kirkwood Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Knob Noster Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Knox County Sheriff's Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,La Grange Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,LaPlata Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Laclede County Sheriff's Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Ladue Police Dept,"The population “estimates” traditionally used in the Vehicle Stop Report (VSR) are not a true reflection of the racial diversity represented in Ladue on any given day and do not take into consideration the population of the surrounding area. As stated in the Attorney General's report, ”the Disparity Index is highly problematic because: i) it is sensitive to the choice of the benchmark population; ii) as a ratio, it is affected by changes in both the numerator and denominator; and iii) it is not meaningful to compare the Disparity Index across communities with different percentages of minority populations.”

Ladue is home to several major thoroughfares, which are used to connect Ladue to people from all over St. Louis City, St. Louis County, and throughout Missouri. I-170 and US 64/40 both travel through Ladue, along with

several city streets which all carry tens of thousands of vehicles through Ladue daily. The transitory population is far contrasting to the residential population and is more reflective of the demographics of this State and St. Louis County.

Our concern is that the residential data used in the VSR varies greatly and does not provide an accurate account of the diverse transitory population that truly represents the diversity within the City of Ladue at any given time. Simply using St. Louis County, the State of Missouri, or any surrounding jurisdiction's population percentages would drastically change the outlook of the Disparity Index and would more accurately reflect our department's continued commitment to fair and impartial policing.",True,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Lafayette County Sheriff's Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Lake Lafayette Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Lake Lotawana Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Lake Ozark Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Lake St. Louis Police Dept,"The city of Lake Saint Louis is bordered by I-70 to the north and I-64 bisects the south end with a recent addition of Hwy 364 as a new connector highway throughout St. Charles County. A large shopping center is just north of I-64 and a retail district lies directly to the south. Workers routinely travel both interstate corridors west to the Wentzville GM Plant and to major employers in O'Fallon and other points east. Additionally, the population of our city is greater than indicated from the 2020 census results. As of 2020, the population of the city shows 16,864. Due to these factors, calculating a disparity index based on comparison of ethnicity of drivers stopped with the ethnicity of the city's population may be misleading due to the transient traffic.",True,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Lake Tapawingo Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Lake Winnebago Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Lakeshire Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Lamar Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Lanagan Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Lancaster Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Lathrop Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Laurie Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Lawrence County Sheriff's Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Lawson Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Lebanon Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Lee's Summit Police Dept,"The rapid growth of Lee's Summit is outpacing the ability of census data to track the City's population of all demographics. As a local example, the data underrepresents the diversity of the population, reporting 7.85% African American residents while the school district reports 12.6% of students are African American, almost a 5% difference. Lee's Summit is also a retail, education and employment destination, attracting residents from adjacent urban centers with higher minority population percentages (25 – 40%) not reflected in the population data. The driving population statistics reflect traffic on major arterial roadways, such as I-470, M-291, US-50, and M-150. This through traffic is illustrated by the fact that over half of all individuals stopped are non-residents. The highest statistically significant search rate indicates African Americans are searched at a factor of 3.56, but this includes 148 “searches” mandated incident to or inventory due to arrest or the seizure of contraband in plain view. Only ten searches were based upon consent, along with 32 for reasonable suspicion (smell of alcohol or drugs or suspicion of a weapon) out of 3,849 traffic stops, or 1%. The police department continues to select, hire and train a diverse workforce to reduce the potential

for bias in policing.",True,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Leeton Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Lewis County Sheriff's Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Lexington Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Liberty Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Licking Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Lincoln County Sheriff's Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Lincoln Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Lincoln University Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Linn County Sheriff's Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Linn Creek Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Linn Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Livingston County Sheriff's Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Logan-Rogersville School Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Lone Jack Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Louisiana Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Macon County Sheriff's Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Macon Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Madison County Sheriff's Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Malden Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Manchester Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Mansfield Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Maplewood Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Marble Hill Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Marceline Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Maries County Sheriff's Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Marion County Sheriff's Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Marionville Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Marquand Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Marshall Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Marshfield Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Martinsburg Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Maryland Heights Police Dept,"Maryland Heights has 1900 businesses, which employ 41,776 people. Maryland Heights is the host city to Hollywood Casino, which had 3,784,546 visitors in 2022. The 20,000 seat Verizon Wireless Amphitheater had 398,178 visitors in 2022. The city has 22 hotels with 3,706 rooms. Maryland Heights has 60 liquor establishments selling alcohol by the drink. Finally, the section of I-270 in Maryland Heights has an average daily traffic count reported by MoDOT of 134,436 vehicles. The annual demographics of the 49,069,140 vehicles on I-270; the 3,784,546 visitors to the casino; the 398,178 visitors to the amphitheater and the 41,776 people employed in Maryland Heights are not known and impact the validity of this report.",True,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Maryville Dept of Public Safety,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Matthews Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Maysville Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,McDonald County Sheriff's Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Memphis Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Mercer County Sheriff's Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
2022,Merriam Woods Police Dept,,False,VSR_agency_comments_2022.pdf,https://ago.mo.gov/wp-content/uploads/2022-agency-comments-ago.pdf
