Agency,Region,Year,Stops,Indexed
Pilot Grove Police Dept,Other,2014,18,100.0
Pilot Grove Police Dept,Other,2015,30,166.7
Pilot Grove Police Dept,Other,2016,17,94.4
Pilot Grove Police Dept,Other,2017,21,116.7
Pilot Grove Police Dept,Other,2018,19,105.6
Pilot Grove Police Dept,Other,2019,14,77.8
Pilot Grove Police Dept,Other,2020,15,83.3
Pilot Grove Police Dept,Other,2021,16,88.9
Pilot Grove Police Dept,Other,2022,18,100.0
Pilot Grove Police Dept,Other,2023,5,27.8
Pilot Grove Police Dept,Other,2024,7,38.9
Pilot Knob Police Dept,Other,2014,565,100.0
Pilot Knob Police Dept,Other,2015,609,107.8
Pilot Knob Police Dept,Other,2016,226,40.0
Pilot Knob Police Dept,Other,2017,102,18.1
Pilot Knob Police Dept,Other,2018,192,34.0
Pilot Knob Police Dept,Other,2019,276,48.8
Pilot Knob Police Dept,Other,2020,144,25.5
Pilot Knob Police Dept,Other,2021,225,39.8
Pilot Knob Police Dept,Other,2022,138,24.4
Pilot Knob Police Dept,Other,2023,152,26.9
Pilot Knob Police Dept,Other,2024,18,3.2
Platte Woods Police Dept,Other,2014,710,100.0
Platte Woods Police Dept,Other,2015,443,62.4
Platte Woods Police Dept,Other,2016,442,62.3
Platte Woods Police Dept,Other,2017,437,61.5
Platte Woods Police Dept,Other,2018,647,91.1
Platte Woods Police Dept,Other,2019,641,90.3
Platte Woods Police Dept,Other,2020,209,29.4
Platte Woods Police Dept,Other,2021,480,67.6
Platte Woods Police Dept,Other,2022,640,90.1
Platte Woods Police Dept,Other,2024,25,3.5
Plattsburg Police Dept,Other,2014,636,100.0
Plattsburg Police Dept,Other,2015,581,91.4
Plattsburg Police Dept,Other,2016,593,93.2
Plattsburg Police Dept,Other,2017,1088,171.1
Plattsburg Police Dept,Other,2018,977,153.6
Plattsburg Police Dept,Other,2019,841,132.2
Plattsburg Police Dept,Other,2020,763,120.0
Plattsburg Police Dept,Other,2021,507,79.7
Plattsburg Police Dept,Other,2022,539,84.7
Plattsburg Police Dept,Other,2023,617,97.0
Pleasant Hope Police Dept,Other,2014,398,100.0
Pleasant Hope Police Dept,Other,2015,336,84.4
Pleasant Hope Police Dept,Other,2016,520,130.7
Pleasant Hope Police Dept,Other,2017,260,65.3
Pleasant Hope Police Dept,Other,2018,220,55.3
Pleasant Hope Police Dept,Other,2019,329,82.7
Pleasant Hope Police Dept,Other,2020,99,24.9
Pleasant Hope Police Dept,Other,2021,987,248.0
Pleasant Hope Police Dept,Other,2022,366,92.0
Pleasant Hope Police Dept,Other,2023,436,109.5
Polo Police Dept,Other,2014,40,100.0
Polo Police Dept,Other,2015,29,72.5
Polo Police Dept,Other,2016,88,220.0
Polo Police Dept,Other,2017,167,417.5
Polo Police Dept,Other,2020,137,342.5
Polo Police Dept,Other,2021,59,147.5
Portageville Police Dept,Other,2014,290,100.0
Portageville Police Dept,Other,2015,325,112.1
Portageville Police Dept,Other,2016,421,145.2
Portageville Police Dept,Other,2017,301,103.8
Portageville Police Dept,Other,2018,250,86.2
Portageville Police Dept,Other,2019,116,40.0
Portageville Police Dept,Other,2020,88,30.3
Portageville Police Dept,Other,2022,284,97.9
Portageville Police Dept,Other,2023,237,81.7
Portageville Police Dept,Other,2024,360,124.1
Prairie Home Police Dept,Other,2014,25,100.0
Prairie Home Police Dept,Other,2015,43,172.0
Prairie Home Police Dept,Other,2016,34,136.0
Prairie Home Police Dept,Other,2017,25,100.0
Prairie Home Police Dept,Other,2018,41,164.0
Prairie Home Police Dept,Other,2019,49,196.0
Prairie Home Police Dept,Other,2020,24,96.0
Prairie Home Police Dept,Other,2021,31,124.0
Prairie Home Police Dept,Other,2022,14,56.0
Prairie Home Police Dept,Other,2023,5,20.0
Prairie Home Police Dept,Other,2024,34,136.0
Purdy Police Dept,Other,2014,129,100.0
Purdy Police Dept,Other,2015,128,99.2
Purdy Police Dept,Other,2016,169,131.0
Purdy Police Dept,Other,2017,161,124.8
Purdy Police Dept,Other,2018,75,58.1
Purdy Police Dept,Other,2019,86,66.7
Purdy Police Dept,Other,2020,45,34.9
Purdy Police Dept,Other,2021,48,37.2
Purdy Police Dept,Other,2022,29,22.5
Purdy Police Dept,Other,2023,38,29.5
Purdy Police Dept,Other,2024,34,26.4
Puxico Police Dept,Other,2014,112,100.0
Puxico Police Dept,Other,2015,60,53.6
Puxico Police Dept,Other,2016,22,19.6
Puxico Police Dept,Other,2017,162,144.6
Puxico Police Dept,Other,2018,91,81.2
Puxico Police Dept,Other,2019,63,56.2
Puxico Police Dept,Other,2020,19,17.0
Puxico Police Dept,Other,2021,21,18.8
Puxico Police Dept,Other,2022,5,4.5
Puxico Police Dept,Other,2023,17,15.2
Queen City Police Dept,Other,2014,503,100.0
Queen City Police Dept,Other,2015,310,61.6
Queen City Police Dept,Other,2016,368,73.2
Queen City Police Dept,Other,2017,253,50.3
Queen City Police Dept,Other,2018,130,25.8
Queen City Police Dept,Other,2019,117,23.3
Queen City Police Dept,Other,2020,80,15.9
Queen City Police Dept,Other,2021,61,12.1
Queen City Police Dept,Other,2022,34,6.8
Queen City Police Dept,Other,2023,50,9.9
Queen City Police Dept,Other,2024,65,12.9
Qulin Police Dept,Other,2014,36,100.0
Qulin Police Dept,Other,2016,152,422.2
Qulin Police Dept,Other,2017,217,602.8
Qulin Police Dept,Other,2018,230,638.9
Qulin Police Dept,Other,2019,340,944.4
Qulin Police Dept,Other,2020,89,247.2
Qulin Police Dept,Other,2021,211,586.1
Qulin Police Dept,Other,2022,290,805.6
Qulin Police Dept,Other,2023,69,191.7
Qulin Police Dept,Other,2024,125,347.2
Reeds Spring Police Dept,Other,2014,795,100.0
Reeds Spring Police Dept,Other,2015,976,122.8
Reeds Spring Police Dept,Other,2016,805,101.3
Reeds Spring Police Dept,Other,2017,619,77.9
Reeds Spring Police Dept,Other,2018,794,99.9
Reeds Spring Police Dept,Other,2019,551,69.3
Reeds Spring Police Dept,Other,2020,676,85.0
Reeds Spring Police Dept,Other,2021,495,62.3
Reeds Spring Police Dept,Other,2022,348,43.8
Reeds Spring Police Dept,Other,2023,394,49.6
Richland Police Dept,Other,2014,521,100.0
Richland Police Dept,Other,2015,607,116.5
Richland Police Dept,Other,2016,441,84.6
Richland Police Dept,Other,2017,378,72.6
Richland Police Dept,Other,2018,363,69.7
Richland Police Dept,Other,2019,281,53.9
Richland Police Dept,Other,2020,309,59.3
Richland Police Dept,Other,2021,601,115.4
Richland Police Dept,Other,2022,360,69.1
Richland Police Dept,Other,2023,132,25.3
Richland Police Dept,Other,2024,528,101.3
Risco Police Dept,Other,2014,23,100.0
Risco Police Dept,Other,2015,8,34.8
Risco Police Dept,Other,2016,8,34.8
Risco Police Dept,Other,2017,20,87.0
Risco Police Dept,Other,2018,49,213.0
Riverview Police Dept,Other,2014,54,100.0
Riverview Police Dept,Other,2015,43,79.6
Riverview Police Dept,Other,2016,18,33.3
Riverview Police Dept,Other,2017,20,37.0
Riverview Police Dept,Other,2018,34,63.0
Riverview Police Dept,Other,2019,30,55.6
Riverview Police Dept,Other,2020,15,27.8
Riverview Police Dept,Other,2021,20,37.0
Riverview Police Dept,Other,2022,8,14.8
Riverview Police Dept,Other,2023,10,18.5
Riverview Police Dept,Other,2024,6,11.1
Rock Port Police Dept,Other,2014,406,100.0
Rock Port Police Dept,Other,2015,415,102.2
Rock Port Police Dept,Other,2016,350,86.2
Rock Port Police Dept,Other,2017,252,62.1
Rock Port Police Dept,Other,2018,294,72.4
Rock Port Police Dept,Other,2019,288,70.9
Rock Port Police Dept,Other,2020,219,53.9
Rock Port Police Dept,Other,2021,147,36.2
Rock Port Police Dept,Other,2022,71,17.5
Rock Port Police Dept,Other,2023,33,8.1
Rock Port Police Dept,Other,2024,16,3.9
Rockaway Beach Police Dept,Other,2014,147,100.0
Rockaway Beach Police Dept,Other,2015,125,85.0
Rockaway Beach Police Dept,Other,2016,123,83.7
Rockaway Beach Police Dept,Other,2017,174,118.4
Rockaway Beach Police Dept,Other,2018,235,159.9
Rockaway Beach Police Dept,Other,2019,146,99.3
Rockaway Beach Police Dept,Other,2020,231,157.1
Rockaway Beach Police Dept,Other,2021,231,157.1
Rockaway Beach Police Dept,Other,2022,221,150.3
Rockaway Beach Police Dept,Other,2023,328,223.1
Rogersville Police Dept,Other,2014,840,100.0
Rogersville Police Dept,Other,2015,817,97.3
Rogersville Police Dept,Other,2016,1546,184.0
Rogersville Police Dept,Other,2017,1749,208.2
Rogersville Police Dept,Other,2018,2081,247.7
Rogersville Police Dept,Other,2019,1804,214.8
Rogersville Police Dept,Other,2020,1608,191.4
Rogersville Police Dept,Other,2021,1973,234.9
Rogersville Police Dept,Other,2022,2085,248.2
Rogersville Police Dept,Other,2023,1895,225.6
Rogersville Police Dept,Other,2024,1594,189.8
Rosebud Police Dept,Other,2014,64,100.0
Rosebud Police Dept,Other,2015,66,103.1
Rosebud Police Dept,Other,2016,109,170.3
Rosebud Police Dept,Other,2017,63,98.4
Rosebud Police Dept,Other,2018,133,207.8
Rosebud Police Dept,Other,2019,185,289.1
Rosebud Police Dept,Other,2020,198,309.4
Rosebud Police Dept,Other,2021,281,439.1
Rosebud Police Dept,Other,2022,219,342.2
Rosebud Police Dept,Other,2023,282,440.6
Rosebud Police Dept,Other,2024,188,293.8
SE MO St Univ - DPS,Other,2014,136,100.0
Salisbury Police Dept,Other,2014,95,100.0
Salisbury Police Dept,Other,2015,123,129.5
Salisbury Police Dept,Other,2016,132,138.9
Salisbury Police Dept,Other,2017,90,94.7
Salisbury Police Dept,Other,2018,90,94.7
Salisbury Police Dept,Other,2019,56,58.9
Salisbury Police Dept,Other,2020,28,29.5
Salisbury Police Dept,Other,2021,21,22.1
Salisbury Police Dept,Other,2022,114,120.0
Salisbury Police Dept,Other,2023,74,77.9
Salisbury Police Dept,Other,2024,19,20.0
Seligman Police Dept,Other,2014,596,100.0
Seligman Police Dept,Other,2015,556,93.3
Seligman Police Dept,Other,2016,712,119.5
Seligman Police Dept,Other,2017,239,40.1
Seligman Police Dept,Other,2018,250,41.9
Seligman Police Dept,Other,2019,432,72.5
Seligman Police Dept,Other,2020,472,79.2
Seligman Police Dept,Other,2021,505,84.7
Seligman Police Dept,Other,2022,345,57.9
Seligman Police Dept,Other,2023,518,86.9
Seligman Police Dept,Other,2024,537,90.1
Senath Police Dept,Other,2014,27,100.0
Senath Police Dept,Other,2015,75,277.8
Senath Police Dept,Other,2016,143,529.6
Senath Police Dept,Other,2018,112,414.8
Senath Police Dept,Other,2020,51,188.9
Senath Police Dept,Other,2021,101,374.1
Senath Police Dept,Other,2022,44,163.0
Senath Police Dept,Other,2023,66,244.4
Senath Police Dept,Other,2024,56,207.4
Shelbina Police Dept,Other,2014,967,100.0
Shelbina Police Dept,Other,2015,1047,108.3
Shelbina Police Dept,Other,2016,662,68.5
Shelbina Police Dept,Other,2017,994,102.8
Shelbina Police Dept,Other,2018,1192,123.3
Shelbina Police Dept,Other,2019,1420,146.8
Shelbina Police Dept,Other,2020,604,62.5
Shelbina Police Dept,Other,2021,794,82.1
Shelbina Police Dept,Other,2022,739,76.4
Shelbina Police Dept,Other,2023,452,46.7
Silex Police Dept,Other,2014,461,100.0
Silex Police Dept,Other,2015,210,45.6
Silex Police Dept,Other,2016,536,116.3
Silex Police Dept,Other,2017,912,197.8
Silex Police Dept,Other,2018,453,98.3
Slater Police Dept,Other,2014,92,100.0
Slater Police Dept,Other,2015,136,147.8
Slater Police Dept,Other,2016,71,77.2
Slater Police Dept,Other,2017,304,330.4
Slater Police Dept,Other,2018,244,265.2
Slater Police Dept,Other,2019,146,158.7
Slater Police Dept,Other,2020,36,39.1
Slater Police Dept,Other,2021,4,4.3
Smithton Police Dept,Other,2014,53,100.0
Smithton Police Dept,Other,2015,34,64.2
Smithton Police Dept,Other,2016,26,49.1
Smithton Police Dept,Other,2017,10,18.9
Smithton Police Dept,Other,2018,12,22.6
Smithton Police Dept,Other,2019,16,30.2
Smithton Police Dept,Other,2020,8,15.1
Smithton Police Dept,Other,2021,4,7.5
Smithton Police Dept,Other,2022,12,22.6
Southwest City Police Dept,Other,2014,141,100.0
Southwest City Police Dept,Other,2015,131,92.9
Southwest City Police Dept,Other,2016,22,15.6
Southwest City Police Dept,Other,2017,42,29.8
Southwest City Police Dept,Other,2018,9,6.4
Southwest City Police Dept,Other,2019,36,25.5
Southwest City Police Dept,Other,2020,5,3.5
Southwest City Police Dept,Other,2021,80,56.7
Southwest City Police Dept,Other,2022,227,161.0
Southwest City Police Dept,Other,2023,936,663.8
Southwest City Police Dept,Other,2024,420,297.9
Sparta Police Dept,Other,2014,1085,100.0
Sparta Police Dept,Other,2016,514,47.4
Sparta Police Dept,Other,2017,1014,93.5
Sparta Police Dept,Other,2018,921,84.9
Sparta Police Dept,Other,2019,714,65.8
Sparta Police Dept,Other,2020,575,53.0
Sparta Police Dept,Other,2021,834,76.9
Sparta Police Dept,Other,2022,1219,112.4
Sparta Police Dept,Other,2023,1341,123.6
Sparta Police Dept,Other,2024,1240,114.3
Springfield-Branson Ntl Airport PD,Other,2014,13,100.0
Springfield-Branson Ntl Airport PD,Other,2015,27,207.7
Springfield-Branson Ntl Airport PD,Other,2016,27,207.7
Springfield-Branson Ntl Airport PD,Other,2018,10,76.9
St Charles City Parks & Rec Dept,Other,2014,193,100.0
St Charles City Parks & Rec Dept,Other,2015,231,119.7
St Charles City Parks & Rec Dept,Other,2016,18,9.3
St Charles City Parks & Rec Dept,Other,2017,34,17.6
St Charles City Parks & Rec Dept,Other,2018,35,18.1
St Charles City Parks & Rec Dept,Other,2019,37,19.2
St Charles Comm College PD,Other,2014,37,100.0
St Charles Comm College PD,Other,2015,12,32.4
St Charles Comm College PD,Other,2016,5,13.5
St Charles Comm College PD,Other,2017,18,48.6
St Charles County Parks & Rec,Other,2014,32,100.0
St Charles County Parks & Rec,Other,2017,105,328.1
St Charles County Parks & Rec,Other,2018,66,206.2
St Clair Police Dept,Other,2014,2244,100.0
St Clair Police Dept,Other,2015,1893,84.4
St Clair Police Dept,Other,2016,1285,57.3
St Clair Police Dept,Other,2017,1607,71.6
St Clair Police Dept,Other,2018,2321,103.4
St Clair Police Dept,Other,2019,1638,73.0
St Clair Police Dept,Other,2020,1193,53.2
St Clair Police Dept,Other,2021,1311,58.4
St Clair Police Dept,Other,2022,1127,50.2
St Clair Police Dept,Other,2023,1640,73.1
St Clair Police Dept,Other,2024,1515,67.5
St Mary Police Dept,Other,2014,42,100.0
St Mary Police Dept,Other,2015,29,69.0
St Mary Police Dept,Other,2016,71,169.0
St Mary Police Dept,Other,2017,99,235.7
St Mary Police Dept,Other,2018,280,666.7
St Peters Ranger Enforcement Div,Other,2014,239,100.0
Ste Genevieve Co Sheriff's Dept,Other,2014,3176,100.0
Ste Genevieve Co Sheriff's Dept,Other,2015,3148,99.1
Ste Genevieve Co Sheriff's Dept,Other,2016,3309,104.2
Ste Genevieve Co Sheriff's Dept,Other,2017,3193,100.5
Ste Genevieve Co Sheriff's Dept,Other,2018,2892,91.1
Ste Genevieve Co Sheriff's Dept,Other,2019,3005,94.6
Ste Genevieve Co Sheriff's Dept,Other,2020,1366,43.0
Ste Genevieve Co Sheriff's Dept,Other,2021,1597,50.3
Ste Genevieve Co Sheriff's Dept,Other,2022,2098,66.1
Ste Genevieve Co Sheriff's Dept,Other,2023,3293,103.7
Ste Genevieve Co Sheriff's Dept,Other,2024,2659,83.7
Ste Genevieve Police Dept,Other,2014,92,100.0
Ste Genevieve Police Dept,Other,2015,174,189.1
Ste Genevieve Police Dept,Other,2016,916,995.7
Ste Genevieve Police Dept,Other,2017,623,677.2
Ste Genevieve Police Dept,Other,2018,744,808.7
Ste Genevieve Police Dept,Other,2019,977,1062.0
Ste Genevieve Police Dept,Other,2020,706,767.4
Ste Genevieve Police Dept,Other,2021,544,591.3
Ste Genevieve Police Dept,Other,2022,583,633.7
Ste Genevieve Police Dept,Other,2023,849,922.8
Ste Genevieve Police Dept,Other,2024,651,707.6
Steele Police Dept,Other,2014,164,100.0
Steele Police Dept,Other,2015,97,59.1
Steele Police Dept,Other,2016,133,81.1
Steele Police Dept,Other,2017,44,26.8
Steele Police Dept,Other,2018,55,33.5
Steele Police Dept,Other,2019,21,12.8
Steele Police Dept,Other,2020,32,19.5
Steele Police Dept,Other,2021,44,26.8
Steele Police Dept,Other,2022,40,24.4
Steele Police Dept,Other,2023,91,55.5
Steele Police Dept,Other,2024,21,12.8
Steelville Police Dept,Other,2014,861,100.0
Steelville Police Dept,Other,2015,618,71.8
Steelville Police Dept,Other,2016,560,65.0
Steelville Police Dept,Other,2017,206,23.9
Steelville Police Dept,Other,2018,354,41.1
Steelville Police Dept,Other,2019,352,40.9
Steelville Police Dept,Other,2020,189,22.0
Steelville Police Dept,Other,2021,499,58.0
Steelville Police Dept,Other,2022,610,70.8
Steelville Police Dept,Other,2023,508,59.0
Steelville Police Dept,Other,2024,195,22.6
Stover Police Dept,Other,2014,180,100.0
Stover Police Dept,Other,2015,222,123.3
Stover Police Dept,Other,2016,296,164.4
Stover Police Dept,Other,2017,193,107.2
Stover Police Dept,Other,2018,138,76.7
Stover Police Dept,Other,2019,49,27.2
Stover Police Dept,Other,2020,109,60.6
Stover Police Dept,Other,2021,39,21.7
Stover Police Dept,Other,2022,39,21.7
Stover Police Dept,Other,2023,69,38.3
Strasburg Police Dept,Other,2014,143,100.0
Strasburg Police Dept,Other,2015,257,179.7
Strasburg Police Dept,Other,2016,69,48.3
Strasburg Police Dept,Other,2017,48,33.6
Strasburg Police Dept,Other,2018,157,109.8
Strasburg Police Dept,Other,2019,187,130.8
Strasburg Police Dept,Other,2020,57,39.9
Summersville Police Dept,Other,2014,82,100.0
Summersville Police Dept,Other,2015,259,315.9
Summersville Police Dept,Other,2016,107,130.5
Summersville Police Dept,Other,2017,188,229.3
Summersville Police Dept,Other,2018,109,132.9
Summersville Police Dept,Other,2019,69,84.1
Summersville Police Dept,Other,2022,5,6.1
Summersville Police Dept,Other,2023,10,12.2
Tarkio Police Dept,Other,2014,567,100.0
Tarkio Police Dept,Other,2015,620,109.3
Tarkio Police Dept,Other,2016,428,75.5
Tarkio Police Dept,Other,2017,316,55.7
Tarkio Police Dept,Other,2018,445,78.5
Tarkio Police Dept,Other,2019,304,53.6
Tarkio Police Dept,Other,2020,292,51.5
Tarkio Police Dept,Other,2021,333,58.7
Tarkio Police Dept,Other,2022,286,50.4
Tarkio Police Dept,Other,2023,168,29.6
Tarkio Police Dept,Other,2024,289,51.0
Terre Du Lac Police Dept,Other,2014,1251,100.0
Terre Du Lac Police Dept,Other,2015,1000,79.9
Terre Du Lac Police Dept,Other,2016,1079,86.3
Terre Du Lac Police Dept,Other,2017,843,67.4
Terre Du Lac Police Dept,Other,2018,675,54.0
Terre Du Lac Police Dept,Other,2019,481,38.4
Terre Du Lac Police Dept,Other,2020,102,8.2
Three Rivers Comm College PD,Other,2014,31,100.0
Tipton Police Dept,Other,2014,222,100.0
Tipton Police Dept,Other,2015,191,86.0
Tipton Police Dept,Other,2016,110,49.5
Tipton Police Dept,Other,2017,201,90.5
Tipton Police Dept,Other,2018,194,87.4
Tipton Police Dept,Other,2019,218,98.2
Tipton Police Dept,Other,2020,129,58.1
Tipton Police Dept,Other,2021,182,82.0
Tipton Police Dept,Other,2022,122,55.0
Tipton Police Dept,Other,2023,389,175.2
Tipton Police Dept,Other,2024,1064,479.3
Tracy Police Dept,Other,2014,218,100.0
Tracy Police Dept,Other,2015,113,51.8
Tracy Police Dept,Other,2016,158,72.5
Tracy Police Dept,Other,2017,229,105.0
Tracy Police Dept,Other,2018,104,47.7
Tracy Police Dept,Other,2019,196,89.9
Tracy Police Dept,Other,2020,41,18.8
Tracy Police Dept,Other,2021,96,44.0
Tracy Police Dept,Other,2022,82,37.6
Tracy Police Dept,Other,2023,96,44.0
Tracy Police Dept,Other,2024,62,28.4
Trimble Police Dept,Other,2014,217,100.0
Trimble Police Dept,Other,2015,9,4.1
Trimble Police Dept,Other,2017,147,67.7
Trimble Police Dept,Other,2018,44,20.3
Truesdale Police Dept,Other,2014,253,100.0
Truesdale Police Dept,Other,2015,289,114.2
Truesdale Police Dept,Other,2016,521,205.9
Truesdale Police Dept,Other,2017,476,188.1
Truesdale Police Dept,Other,2018,350,138.3
Truesdale Police Dept,Other,2019,637,251.8
Truesdale Police Dept,Other,2020,479,189.3
Truesdale Police Dept,Other,2021,429,169.6
Truesdale Police Dept,Other,2022,540,213.4
Truesdale Police Dept,Other,2023,403,159.3
Truesdale Police Dept,Other,2024,299,118.2
Truman State Univ - Dept of PS,Other,2014,195,100.0
Truman State Univ - Dept of PS,Other,2015,140,71.8
Truman State Univ - Dept of PS,Other,2016,208,106.7
Truman State Univ - Dept of PS,Other,2017,363,186.2
Truman State Univ - Dept of PS,Other,2018,559,286.7
UCM - Dept of Public Safety,Other,2014,607,100.0
UCM - Dept of Public Safety,Other,2015,512,84.3
UCM - Dept of Public Safety,Other,2016,506,83.4
UCM - Dept of Public Safety,Other,2017,337,55.5
UCM - Dept of Public Safety,Other,2018,403,66.4
UCM - Dept of Public Safety,Other,2019,506,83.4
Union Pacific Railroad Police - KC,Other,2014,47,100.0
Unionville Police Dept,Other,2014,62,100.0
Unionville Police Dept,Other,2015,40,64.5
Unionville Police Dept,Other,2016,22,35.5
Unionville Police Dept,Other,2017,28,45.2
Unionville Police Dept,Other,2018,30,48.4
Unionville Police Dept,Other,2019,45,72.6
Unionville Police Dept,Other,2020,24,38.7
Unionville Police Dept,Other,2021,24,38.7
Unionville Police Dept,Other,2024,5,8.1
Univ of Missouri-Columbia PD,Other,2014,2321,100.0
Univ of Missouri-Columbia PD,Other,2015,2208,95.1
Univ of Missouri-Columbia PD,Other,2016,3458,149.0
Univ of Missouri-Columbia PD,Other,2017,4805,207.0
Univ of Missouri-Columbia PD,Other,2018,4468,192.5
Univ of Missouri-Kansas City PD,Other,2014,344,100.0
Univ of Missouri-Kansas City PD,Other,2017,341,99.1
Univ of Missouri-Kansas City PD,Other,2018,216,62.8
Univ of Missouri-St Louis PD,Other,2014,48,100.0
Univ of Missouri-St Louis PD,Other,2015,30,62.5
Univ of Missouri-St Louis PD,Other,2016,14,29.2
Univ of Missouri-St Louis PD,Other,2017,18,37.5
Univ of Missouri-St Louis PD,Other,2018,35,72.9
Urbana Police Dept,Other,2014,431,100.0
Urbana Police Dept,Other,2015,241,55.9
Urbana Police Dept,Other,2016,375,87.0
Urbana Police Dept,Other,2017,399,92.6
Urbana Police Dept,Other,2018,217,50.3
Van Buren Police Dept,Other,2014,206,100.0
Van Buren Police Dept,Other,2015,1102,535.0
Van Buren Police Dept,Other,2016,1045,507.3
Van Buren Police Dept,Other,2017,927,450.0
Van Buren Police Dept,Other,2018,668,324.3
Van Buren Police Dept,Other,2019,1513,734.5
Van Buren Police Dept,Other,2020,1279,620.9
Van Buren Police Dept,Other,2021,1145,555.8
Van Buren Police Dept,Other,2022,1007,488.8
Van Buren Police Dept,Other,2023,1363,661.7
Verona Police Dept,Other,2014,166,100.0
Verona Police Dept,Other,2015,179,107.8
Verona Police Dept,Other,2016,172,103.6
Verona Police Dept,Other,2017,70,42.2
Verona Police Dept,Other,2018,434,261.4
Verona Police Dept,Other,2019,571,344.0
Verona Police Dept,Other,2020,371,223.5
Verona Police Dept,Other,2021,258,155.4
Verona Police Dept,Other,2022,114,68.7
Verona Police Dept,Other,2023,23,13.9
Viburnum Police Dept,Other,2014,24,100.0
Viburnum Police Dept,Other,2015,32,133.3
Viburnum Police Dept,Other,2016,160,666.7
Viburnum Police Dept,Other,2017,87,362.5
Viburnum Police Dept,Other,2018,86,358.3
Viburnum Police Dept,Other,2019,32,133.3
Viburnum Police Dept,Other,2020,5,20.8
Viburnum Police Dept,Other,2021,82,341.7
Viburnum Police Dept,Other,2023,15,62.5
Vienna Police Dept,Other,2014,381,100.0
Vienna Police Dept,Other,2015,607,159.3
Vienna Police Dept,Other,2016,783,205.5
Vienna Police Dept,Other,2017,763,200.3
Vienna Police Dept,Other,2018,647,169.8
Vienna Police Dept,Other,2019,814,213.6
Vienna Police Dept,Other,2020,689,180.8
Vienna Police Dept,Other,2021,597,156.7
Vienna Police Dept,Other,2022,754,197.9
Vienna Police Dept,Other,2023,710,186.4
Vienna Police Dept,Other,2024,402,105.5
Walnut Grove Police Dept,Other,2014,199,100.0
Walnut Grove Police Dept,Other,2015,430,216.1
Walnut Grove Police Dept,Other,2016,350,175.9
Walnut Grove Police Dept,Other,2017,830,417.1
Walnut Grove Police Dept,Other,2018,152,76.4
Walnut Grove Police Dept,Other,2019,372,186.9
Walnut Grove Police Dept,Other,2020,213,107.0
Walnut Grove Police Dept,Other,2021,122,61.3
Walnut Grove Police Dept,Other,2022,160,80.4
Walnut Grove Police Dept,Other,2023,127,63.8
Walnut Grove Police Dept,Other,2024,106,53.3
Wardell Police Dept,Other,2014,158,100.0
Wardell Police Dept,Other,2015,121,76.6
Wardell Police Dept,Other,2016,121,76.6
Wardell Police Dept,Other,2018,33,20.9
Warsaw Police Dept,Other,2014,231,100.0
Warsaw Police Dept,Other,2015,391,169.3
Warsaw Police Dept,Other,2016,189,81.8
Warsaw Police Dept,Other,2017,276,119.5
Warsaw Police Dept,Other,2018,642,277.9
Warsaw Police Dept,Other,2019,543,235.1
Warsaw Police Dept,Other,2020,236,102.2
Warsaw Police Dept,Other,2021,237,102.6
Warsaw Police Dept,Other,2022,440,190.5
Warsaw Police Dept,Other,2023,459,198.7
Warsaw Police Dept,Other,2024,309,133.8
Washburn Police Dept,Other,2014,96,100.0
Washburn Police Dept,Other,2015,30,31.2
Washburn Police Dept,Other,2016,48,50.0
Washburn Police Dept,Other,2017,48,50.0
Washburn Police Dept,Other,2018,23,24.0
Washburn Police Dept,Other,2019,15,15.6
Washburn Police Dept,Other,2020,5,5.2
Washburn Police Dept,Other,2021,7,7.3
Washburn Police Dept,Other,2022,46,47.9
Washburn Police Dept,Other,2023,7,7.3
Washburn Police Dept,Other,2024,10,10.4
Washington University Police Dept,Other,2014,41,100.0
Washington University Police Dept,Other,2015,24,58.5
Washington University Police Dept,Other,2016,23,56.1
Washington University Police Dept,Other,2017,15,36.6
Washington University Police Dept,Other,2018,36,87.8
Washington University Police Dept,Other,2019,9,22.0
Washington University Police Dept,Other,2020,7,17.1
Washington University Police Dept,Other,2021,7,17.1
Washington University Police Dept,Other,2022,8,19.5
Washington University Police Dept,Other,2023,4,9.8
Waverly Police Dept,Other,2014,150,100.0
Waverly Police Dept,Other,2016,480,320.0
Waverly Police Dept,Other,2017,512,341.3
Waverly Police Dept,Other,2018,423,282.0
Waverly Police Dept,Other,2019,43,28.7
Waverly Police Dept,Other,2020,13,8.7
Waverly Police Dept,Other,2021,338,225.3
Waverly Police Dept,Other,2022,48,32.0
Waverly Police Dept,Other,2024,20,13.3
Wellington Police Dept,Other,2014,36,100.0
Wellington Police Dept,Other,2015,15,41.7
Wellington Police Dept,Other,2016,75,208.3
Wellington Police Dept,Other,2017,249,691.7
Wellington Police Dept,Other,2018,18,50.0
Wellington Police Dept,Other,2019,30,83.3
Wellington Police Dept,Other,2020,11,30.6
Wellington Police Dept,Other,2021,6,16.7
Wellington Police Dept,Other,2022,16,44.4
Wellington Police Dept,Other,2023,25,69.4
Wellsville Police Dept,Other,2014,418,100.0
Wellsville Police Dept,Other,2015,408,97.6
Wellsville Police Dept,Other,2016,434,103.8
Wellsville Police Dept,Other,2017,634,151.7
Wellsville Police Dept,Other,2018,622,148.8
Wellsville Police Dept,Other,2019,426,101.9
Wellsville Police Dept,Other,2020,180,43.1
Wellsville Police Dept,Other,2021,275,65.8
Wellsville Police Dept,Other,2022,377,90.2
