Agency,Region,Year,Stops,Indexed
Bellefontaine Neighbors Police Dept,Other,2016,303,25.3
Bellefontaine Neighbors Police Dept,Other,2017,91,7.6
Bellefontaine Neighbors Police Dept,Other,2019,126,10.5
Bellefontaine Neighbors Police Dept,Other,2020,71,5.9
Bellefontaine Neighbors Police Dept,Other,2021,126,10.5
Bellefontaine Neighbors Police Dept,Other,2022,19,1.6
Bellefontaine Neighbors Police Dept,Other,2023,52,4.3
Bellefontaine Neighbors Police Dept,Other,2024,20,1.7
Benton County Sheriff's Dept,Other,2014,930,100.0
Benton County Sheriff's Dept,Other,2015,1137,122.3
Benton County Sheriff's Dept,Other,2016,904,97.2
Benton County Sheriff's Dept,Other,2017,943,101.4
Benton County Sheriff's Dept,Other,2018,874,94.0
Benton County Sheriff's Dept,Other,2019,811,87.2
Benton County Sheriff's Dept,Other,2020,634,68.2
Benton County Sheriff's Dept,Other,2021,534,57.4
Benton County Sheriff's Dept,Other,2022,600,64.5
Benton County Sheriff's Dept,Other,2023,488,52.5
Benton County Sheriff's Dept,Other,2024,892,95.9
Benton Police Dept,Other,2014,155,100.0
Benton Police Dept,Other,2015,188,121.3
Benton Police Dept,Other,2016,360,232.3
Benton Police Dept,Other,2017,451,291.0
Benton Police Dept,Other,2018,46,29.7
Benton Police Dept,Other,2019,99,63.9
Benton Police Dept,Other,2020,49,31.6
Benton Police Dept,Other,2021,52,33.5
Benton Police Dept,Other,2022,27,17.4
Benton Police Dept,Other,2023,7,4.5
Benton Police Dept,Other,2024,79,51.0
Bernie Police Dept,Other,2014,375,100.0
Bernie Police Dept,Other,2015,435,116.0
Bernie Police Dept,Other,2016,363,96.8
Bernie Police Dept,Other,2017,268,71.5
Bernie Police Dept,Other,2018,91,24.3
Bernie Police Dept,Other,2019,168,44.8
Bernie Police Dept,Other,2020,93,24.8
Bernie Police Dept,Other,2021,97,25.9
Bernie Police Dept,Other,2022,145,38.7
Bernie Police Dept,Other,2023,483,128.8
Bernie Police Dept,Other,2024,554,147.7
Bertrand Police Dept,Other,2014,164,100.0
Bertrand Police Dept,Other,2015,210,128.0
Bertrand Police Dept,Other,2016,230,140.2
Bertrand Police Dept,Other,2017,230,140.2
Bertrand Police Dept,Other,2018,164,100.0
Bertrand Police Dept,Other,2019,184,112.2
Bertrand Police Dept,Other,2020,148,90.2
Bertrand Police Dept,Other,2021,105,64.0
Bertrand Police Dept,Other,2022,45,27.4
Bertrand Police Dept,Other,2023,32,19.5
Bertrand Police Dept,Other,2024,80,48.8
Bethany Police Dept,Other,2014,202,100.0
Bethany Police Dept,Other,2015,202,100.0
Bethany Police Dept,Other,2016,544,269.3
Bethany Police Dept,Other,2017,828,409.9
Bethany Police Dept,Other,2018,694,343.6
Bethany Police Dept,Other,2019,364,180.2
Bethany Police Dept,Other,2020,364,180.2
Bethany Police Dept,Other,2021,385,190.6
Bethany Police Dept,Other,2022,233,115.3
Bethany Police Dept,Other,2023,201,99.5
Bethany Police Dept,Other,2024,158,78.2
Beverly Hills Police Dept,Other,2014,85,100.0
Beverly Hills Police Dept,Other,2015,69,81.2
Beverly Hills Police Dept,Other,2022,46,54.1
Birch Tree Police Dept,Other,2014,72,100.0
Birch Tree Police Dept,Other,2015,23,31.9
Birch Tree Police Dept,Other,2016,27,37.5
Birch Tree Police Dept,Other,2017,13,18.1
Birch Tree Police Dept,Other,2018,72,100.0
Birch Tree Police Dept,Other,2020,3,4.2
Bismarck Police Dept,Other,2014,558,100.0
Bismarck Police Dept,Other,2015,749,134.2
Bismarck Police Dept,Other,2016,719,128.9
Bismarck Police Dept,Other,2017,1000,179.2
Bismarck Police Dept,Other,2018,250,44.8
Bismarck Police Dept,Other,2019,354,63.4
Bismarck Police Dept,Other,2020,398,71.3
Bismarck Police Dept,Other,2021,153,27.4
Bismarck Police Dept,Other,2022,352,63.1
Bismarck Police Dept,Other,2023,311,55.7
Bismarck Police Dept,Other,2024,986,176.7
Blackburn Police Dept,Other,2014,32,100.0
Blackburn Police Dept,Other,2015,25,78.1
Blackburn Police Dept,Other,2016,69,215.6
Blackburn Police Dept,Other,2017,24,75.0
Blackburn Police Dept,Other,2018,7,21.9
Blackburn Police Dept,Other,2019,10,31.2
Bloomfield Police Dept,Other,2014,455,100.0
Bloomfield Police Dept,Other,2015,1013,222.6
Bloomfield Police Dept,Other,2016,423,93.0
Bloomfield Police Dept,Other,2017,209,45.9
Bloomfield Police Dept,Other,2018,126,27.7
Bloomfield Police Dept,Other,2019,171,37.6
Bloomfield Police Dept,Other,2020,88,19.3
Bloomfield Police Dept,Other,2021,612,134.5
Bloomfield Police Dept,Other,2022,224,49.2
Bloomfield Police Dept,Other,2023,68,14.9
Bloomfield Police Dept,Other,2024,249,54.7
Bonne Terre Police Dept,Other,2014,1095,100.0
Bonne Terre Police Dept,Other,2015,813,74.2
Bonne Terre Police Dept,Other,2016,1298,118.5
Bonne Terre Police Dept,Other,2017,1133,103.5
Bonne Terre Police Dept,Other,2018,984,89.9
Bonne Terre Police Dept,Other,2019,1087,99.3
Bonne Terre Police Dept,Other,2020,545,49.8
Bonne Terre Police Dept,Other,2021,764,69.8
Bonne Terre Police Dept,Other,2022,650,59.4
Bonne Terre Police Dept,Other,2023,749,68.4
Bonne Terre Police Dept,Other,2024,299,27.3
Bourbon - Dept of Public Safety,Other,2014,676,100.0
Bourbon - Dept of Public Safety,Other,2015,335,49.6
Bourbon - Dept of Public Safety,Other,2016,303,44.8
Bourbon - Dept of Public Safety,Other,2017,603,89.2
Bourbon - Dept of Public Safety,Other,2018,679,100.4
Bourbon - Dept of Public Safety,Other,2019,305,45.1
Braymer Police Dept,Other,2014,165,100.0
Braymer Police Dept,Other,2015,41,24.8
Braymer Police Dept,Other,2016,21,12.7
Braymer Police Dept,Other,2017,32,19.4
Braymer Police Dept,Other,2018,235,142.4
Braymer Police Dept,Other,2019,39,23.6
Braymer Police Dept,Other,2020,15,9.1
Brentwood Police Dept,Other,2014,1797,100.0
Brentwood Police Dept,Other,2015,2507,139.5
Brentwood Police Dept,Other,2016,1387,77.2
Brentwood Police Dept,Other,2017,992,55.2
Brentwood Police Dept,Other,2018,829,46.1
Brentwood Police Dept,Other,2019,406,22.6
Brentwood Police Dept,Other,2020,467,26.0
Brentwood Police Dept,Other,2021,977,54.4
Brentwood Police Dept,Other,2022,549,30.6
Brentwood Police Dept,Other,2023,305,17.0
Brentwood Police Dept,Other,2024,567,31.6
Browning Police Dept,Other,2014,15,100.0
Browning Police Dept,Other,2015,42,280.0
Browning Police Dept,Other,2016,10,66.7
Browning Police Dept,Other,2017,3,20.0
Browning Police Dept,Other,2018,5,33.3
Brunswick Police Dept,Other,2014,221,100.0
Brunswick Police Dept,Other,2015,189,85.5
Brunswick Police Dept,Other,2016,138,62.4
Brunswick Police Dept,Other,2017,281,127.1
Brunswick Police Dept,Other,2018,27,12.2
Brunswick Police Dept,Other,2019,135,61.1
Brunswick Police Dept,Other,2020,113,51.1
Brunswick Police Dept,Other,2023,13,5.9
Bucklin Police Dept,Other,2014,84,100.0
Bucklin Police Dept,Other,2015,42,50.0
Bucklin Police Dept,Other,2016,71,84.5
Bucklin Police Dept,Other,2018,3,3.6
Bucklin Police Dept,Other,2019,11,13.1
Buffalo Police Dept,Other,2014,1035,100.0
Buffalo Police Dept,Other,2015,612,59.1
Buffalo Police Dept,Other,2016,657,63.5
Buffalo Police Dept,Other,2017,648,62.6
Buffalo Police Dept,Other,2018,454,43.9
Buffalo Police Dept,Other,2019,272,26.3
Buffalo Police Dept,Other,2020,344,33.2
Buffalo Police Dept,Other,2021,364,35.2
Buffalo Police Dept,Other,2022,473,45.7
Buffalo Police Dept,Other,2023,921,89.0
Buffalo Police Dept,Other,2024,586,56.6
Bunceton Police Dept,Other,2014,39,100.0
Bunceton Police Dept,Other,2015,4,10.3
Butterfield Police Dept,Other,2014,19,100.0
Butterfield Police Dept,Other,2015,21,110.5
Butterfield Police Dept,Other,2016,9,47.4
Butterfield Police Dept,Other,2017,10,52.6
Butterfield Police Dept,Other,2018,28,147.4
Butterfield Police Dept,Other,2019,1,5.3
Butterfield Police Dept,Other,2022,46,242.1
Butterfield Police Dept,Other,2023,17,89.5
Byrnes Mill Police Dept,Other,2014,1410,100.0
Byrnes Mill Police Dept,Other,2015,1522,107.9
Byrnes Mill Police Dept,Other,2016,1640,116.3
Byrnes Mill Police Dept,Other,2017,1752,124.3
Byrnes Mill Police Dept,Other,2018,941,66.7
Byrnes Mill Police Dept,Other,2019,530,37.6
Byrnes Mill Police Dept,Other,2020,699,49.6
Byrnes Mill Police Dept,Other,2021,1266,89.8
Byrnes Mill Police Dept,Other,2022,1673,118.7
Byrnes Mill Police Dept,Other,2023,1781,126.3
Byrnes Mill Police Dept,Other,2024,1672,118.6
Callao Police Dept,Other,2014,10,100.0
Callao Police Dept,Other,2015,10,100.0
Camden County Sheriff's Office,Other,2014,1721,100.0
Camden County Sheriff's Office,Other,2015,1878,109.1
Camden County Sheriff's Office,Other,2016,2181,126.7
Camden County Sheriff's Office,Other,2017,2791,162.2
Camden County Sheriff's Office,Other,2018,2993,173.9
Camden County Sheriff's Office,Other,2019,2246,130.5
Camden Point Police Dept,Other,2014,369,100.0
Campbell Police Dept,Other,2014,373,100.0
Campbell Police Dept,Other,2015,133,35.7
Campbell Police Dept,Other,2016,146,39.1
Campbell Police Dept,Other,2017,504,135.1
Campbell Police Dept,Other,2018,576,154.4
Campbell Police Dept,Other,2019,189,50.7
Campbell Police Dept,Other,2020,136,36.5
Campbell Police Dept,Other,2021,365,97.9
Campbell Police Dept,Other,2022,218,58.4
Canton Police Dept,Other,2014,148,100.0
Canton Police Dept,Other,2015,292,197.3
Canton Police Dept,Other,2016,96,64.9
Canton Police Dept,Other,2017,76,51.4
Canton Police Dept,Other,2018,417,281.8
Canton Police Dept,Other,2019,705,476.4
Canton Police Dept,Other,2020,1914,1293.2
Canton Police Dept,Other,2021,93,62.8
Canton Police Dept,Other,2022,170,114.9
Canton Police Dept,Other,2023,335,226.4
Canton Police Dept,Other,2024,374,252.7
Cape Girardeau Co Sheriff's Dept,Other,2014,1453,100.0
Cape Girardeau Co Sheriff's Dept,Other,2015,855,58.8
Cape Girardeau Co Sheriff's Dept,Other,2016,1526,105.0
Cape Girardeau Co Sheriff's Dept,Other,2017,1978,136.1
Cape Girardeau Co Sheriff's Dept,Other,2018,1715,118.0
Cape Girardeau Co Sheriff's Dept,Other,2019,1229,84.6
Cape Girardeau Co Sheriff's Dept,Other,2020,269,18.5
Cape Girardeau Co Sheriff's Dept,Other,2021,2013,138.5
Cape Girardeau Co Sheriff's Dept,Other,2022,2134,146.9
Cape Girardeau Co Sheriff's Dept,Other,2023,2585,177.9
Cape Girardeau Co Sheriff's Dept,Other,2024,4871,335.2
Cardwell Police Dept,Other,2014,105,100.0
Cardwell Police Dept,Other,2015,69,65.7
Cardwell Police Dept,Other,2016,284,270.5
Cardwell Police Dept,Other,2017,15,14.3
Cardwell Police Dept,Other,2020,102,97.1
Cardwell Police Dept,Other,2021,115,109.5
Cardwell Police Dept,Other,2022,32,30.5
Cardwell Police Dept,Other,2023,95,90.5
Carrollton Police Dept,Other,2014,727,100.0
Carrollton Police Dept,Other,2015,669,92.0
Carrollton Police Dept,Other,2016,888,122.1
Carrollton Police Dept,Other,2017,480,66.0
Carrollton Police Dept,Other,2018,1041,143.2
Carrollton Police Dept,Other,2020,298,41.0
Carrollton Police Dept,Other,2021,359,49.4
Carrollton Police Dept,Other,2022,627,86.2
Carrollton Police Dept,Other,2023,374,51.4
Carrollton Police Dept,Other,2024,595,81.8
Cass County Sheriff's Office,Other,2014,2960,100.0
Cass County Sheriff's Office,Other,2015,2575,87.0
Cass County Sheriff's Office,Other,2016,3379,114.2
Cass County Sheriff's Office,Other,2017,2655,89.7
Cass County Sheriff's Office,Other,2018,2677,90.4
Cass County Sheriff's Office,Other,2019,2698,91.1
Center Police Dept,Other,2014,44,100.0
Center Police Dept,Other,2015,54,122.7
Center Police Dept,Other,2016,71,161.4
Center Police Dept,Other,2017,141,320.5
Center Police Dept,Other,2018,271,615.9
Center Police Dept,Other,2020,12,27.3
Center Police Dept,Other,2021,13,29.5
Center Police Dept,Other,2022,20,45.5
Center Police Dept,Other,2023,26,59.1
Center Police Dept,Other,2024,25,56.8
Chaffee Police Dept,Other,2014,608,100.0
Chaffee Police Dept,Other,2016,415,68.3
Chaffee Police Dept,Other,2017,644,105.9
Chaffee Police Dept,Other,2018,1092,179.6
Chaffee Police Dept,Other,2019,653,107.4
Chaffee Police Dept,Other,2020,133,21.9
Chaffee Police Dept,Other,2021,49,8.1
Chaffee Police Dept,Other,2022,119,19.6
Chaffee Police Dept,Other,2023,453,74.5
Chaffee Police Dept,Other,2024,257,42.3
Clarence Police Dept,Other,2014,38,100.0
Clarence Police Dept,Other,2015,11,28.9
Clarence Police Dept,Other,2016,50,131.6
Clarence Police Dept,Other,2017,86,226.3
Clarence Police Dept,Other,2018,30,78.9
Clarence Police Dept,Other,2019,39,102.6
Clarence Police Dept,Other,2020,35,92.1
Clarence Police Dept,Other,2021,11,28.9
Clarence Police Dept,Other,2022,5,13.2
Clarence Police Dept,Other,2023,9,23.7
Clarence Police Dept,Other,2024,6,15.8
Clark Police Dept,Other,2014,107,100.0
Clark Police Dept,Other,2015,150,140.2
Clark Police Dept,Other,2016,128,119.6
Clark Police Dept,Other,2017,273,255.1
Clark Police Dept,Other,2018,156,145.8
Clark Police Dept,Other,2019,47,43.9
Clark Police Dept,Other,2020,25,23.4
Clark Police Dept,Other,2021,23,21.5
Clark Police Dept,Other,2022,1,0.9
Clark Police Dept,Other,2024,3,2.8
Clarkton Police Dept,Other,2014,144,100.0
Clarkton Police Dept,Other,2015,96,66.7
Clarkton Police Dept,Other,2016,123,85.4
Clarkton Police Dept,Other,2017,248,172.2
Clarkton Police Dept,Other,2018,235,163.2
Clarkton Police Dept,Other,2019,157,109.0
Clarkton Police Dept,Other,2020,1194,829.2
Clarkton Police Dept,Other,2021,226,156.9
Clarkton Police Dept,Other,2022,117,81.2
Clarkton Police Dept,Other,2023,38,26.4
Clarkton Police Dept,Other,2024,87,60.4
Clay County Parks Dept,Other,2014,65,100.0
Clay County Parks Dept,Other,2015,140,215.4
Clay County Parks Dept,Other,2016,224,344.6
Clay County Parks Dept,Other,2017,331,509.2
Clay County Parks Dept,Other,2018,255,392.3
Clay County Parks Dept,Other,2019,129,198.5
Clay County Parks Dept,Other,2020,171,263.1
Cleveland Police Dept,Other,2014,426,100.0
Cleveland Police Dept,Other,2015,215,50.5
Cleveland Police Dept,Other,2017,672,157.7
Cleveland Police Dept,Other,2018,500,117.4
Cleveland Police Dept,Other,2019,573,134.5
Cleveland Police Dept,Other,2020,241,56.6
Cleveland Police Dept,Other,2021,79,18.5
Cleveland Police Dept,Other,2022,123,28.9
Cleveland Police Dept,Other,2023,138,32.4
Cleveland Police Dept,Other,2024,420,98.6
Clever Police Dept,Other,2014,737,100.0
Clever Police Dept,Other,2015,627,85.1
Clever Police Dept,Other,2016,737,100.0
Clever Police Dept,Other,2017,481,65.3
Clever Police Dept,Other,2018,454,61.6
Clever Police Dept,Other,2019,817,110.9
Clever Police Dept,Other,2020,882,119.7
Clever Police Dept,Other,2021,1254,170.1
Clever Police Dept,Other,2022,1262,171.2
Clever Police Dept,Other,2023,454,61.6
Clever Police Dept,Other,2024,440,59.7
Cole Camp Police Dept,Other,2014,164,100.0
Cole Camp Police Dept,Other,2015,134,81.7
Cole Camp Police Dept,Other,2016,250,152.4
Cole Camp Police Dept,Other,2017,212,129.3
Cole Camp Police Dept,Other,2018,193,117.7
Cole Camp Police Dept,Other,2019,131,79.9
Cole Camp Police Dept,Other,2020,119,72.6
Cole Camp Police Dept,Other,2021,102,62.2
Cole Camp Police Dept,Other,2022,185,112.8
Cole Camp Police Dept,Other,2023,229,139.6
Cole Camp Police Dept,Other,2024,277,168.9
Conway Police Dept,Other,2014,107,100.0
Conway Police Dept,Other,2015,340,317.8
Conway Police Dept,Other,2016,468,437.4
Conway Police Dept,Other,2017,194,181.3
Conway Police Dept,Other,2018,338,315.9
Corder Police Dept,Other,2014,50,100.0
Corder Police Dept,Other,2015,41,82.0
Corder Police Dept,Other,2016,48,96.0
Corder Police Dept,Other,2017,21,42.0
Corder Police Dept,Other,2018,32,64.0
Corder Police Dept,Other,2019,26,52.0
Corder Police Dept,Other,2020,12,24.0
Corder Police Dept,Other,2021,16,32.0
Corder Police Dept,Other,2022,5,10.0
Cottleville Police Dept,Other,2014,2134,100.0
Cottleville Police Dept,Other,2015,1496,70.1
Cottleville Police Dept,Other,2016,1832,85.8
Cottleville Police Dept,Other,2017,1239,58.1
Cottleville Police Dept,Other,2018,1402,65.7
Cottleville Police Dept,Other,2019,1086,50.9
Cottleville Police Dept,Other,2020,1626,76.2
Cottleville Police Dept,Other,2021,1699,79.6
Cottleville Police Dept,Other,2022,2234,104.7
Cottleville Police Dept,Other,2023,2138,100.2
Cottleville Police Dept,Other,2024,2505,117.4
Country Club Village Police Dept,Other,2014,188,100.0
Country Club Village Police Dept,Other,2015,175,93.1
Country Club Village Police Dept,Other,2016,253,134.6
Country Club Village Police Dept,Other,2017,250,133.0
Country Club Village Police Dept,Other,2018,110,58.5
Country Club Village Police Dept,Other,2019,79,42.0
Country Club Village Police Dept,Other,2020,73,38.8
Country Club Village Police Dept,Other,2021,208,110.6
Country Club Village Police Dept,Other,2022,345,183.5
Country Club Village Police Dept,Other,2024,72,38.3
Crane Police Dept,Other,2014,428,100.0
Crane Police Dept,Other,2015,551,128.7
Crane Police Dept,Other,2016,344,80.4
Crane Police Dept,Other,2017,373,87.1
Crane Police Dept,Other,2018,272,63.6
Crane Police Dept,Other,2019,192,44.9
Crane Police Dept,Other,2020,165,38.6
Crane Police Dept,Other,2021,663,154.9
Crane Police Dept,Other,2023,441,103.0
Crane Police Dept,Other,2024,497,116.1
Crawford County Sheriff's Dept,Other,2014,307,100.0
Crawford County Sheriff's Dept,Other,2015,320,104.2
Crawford County Sheriff's Dept,Other,2016,459,149.5
Crawford County Sheriff's Dept,Other,2017,262,85.3
Crawford County Sheriff's Dept,Other,2018,575,187.3
Crawford County Sheriff's Dept,Other,2019,722,235.2
Crawford County Sheriff's Dept,Other,2020,782,254.7
Crawford County Sheriff's Dept,Other,2021,1112,362.2
Crawford County Sheriff's Dept,Other,2022,1798,585.7
Crawford County Sheriff's Dept,Other,2023,2292,746.6
Crawford County Sheriff's Dept,Other,2024,2589,843.3
Creighton Police Dept,Other,2014,14,100.0
Creighton Police Dept,Other,2015,12,85.7
Crocker Police Dept,Other,2014,611,100.0
Crocker Police Dept,Other,2015,509,83.3
Crocker Police Dept,Other,2016,558,91.3
Crocker Police Dept,Other,2017,266,43.5
Crocker Police Dept,Other,2018,821,134.4
Crocker Police Dept,Other,2019,803,131.4
Crocker Police Dept,Other,2020,484,79.2
Crocker Police Dept,Other,2022,166,27.2
Crocker Police Dept,Other,2023,177,29.0
Crocker Police Dept,Other,2024,665,108.8
Crystal Lakes Police Dept,Other,2014,96,100.0
Crystal Lakes Police Dept,Other,2015,51,53.1
Crystal Lakes Police Dept,Other,2017,36,37.5
Crystal Lakes Police Dept,Other,2018,49,51.0
Crystal Lakes Police Dept,Other,2019,75,78.1
Crystal Lakes Police Dept,Other,2022,1,1.0
Cuba Police Dept,Other,2014,296,100.0
Cuba Police Dept,Other,2015,703,237.5
Cuba Police Dept,Other,2016,1287,434.8
Cuba Police Dept,Other,2017,976,329.7
Cuba Police Dept,Other,2018,1282,433.1
Cuba Police Dept,Other,2019,1219,411.8
Cuba Police Dept,Other,2020,1254,423.6
Cuba Police Dept,Other,2021,1254,423.6
Cuba Police Dept,Other,2022,1104,373.0
Cuba Police Dept,Other,2024,828,279.7
Curryville Police Dept,Other,2014,135,100.0
Curryville Police Dept,Other,2015,144,106.7
Dardenne Prairie Police Dept,Other,2014,1555,100.0
Dardenne Prairie Police Dept,Other,2015,1351,86.9
Dardenne Prairie Police Dept,Other,2016,1243,79.9
Dardenne Prairie Police Dept,Other,2017,1280,82.3
Dardenne Prairie Police Dept,Other,2018,1733,111.4
Dardenne Prairie Police Dept,Other,2019,1373,88.3
Dardenne Prairie Police Dept,Other,2020,868,55.8
Dardenne Prairie Police Dept,Other,2021,925,59.5
Dardenne Prairie Police Dept,Other,2023,1412,90.8
DeSoto Police Dept,Other,2014,519,100.0
DeSoto Police Dept,Other,2015,946,182.3
DeSoto Police Dept,Other,2016,1152,222.0
DeSoto Police Dept,Other,2017,1513,291.5
DeSoto Police Dept,Other,2018,1019,196.3
DeSoto Police Dept,Other,2019,2172,418.5
DeSoto Police Dept,Other,2020,1313,253.0
DeSoto Police Dept,Other,2022,1611,310.4
DeSoto Police Dept,Other,2023,1521,293.1
DeSoto Police Dept,Other,2024,1075,207.1
Delta Police Dept,Other,2014,93,100.0
Delta Police Dept,Other,2015,94,101.1
Delta Police Dept,Other,2016,85,91.4
Delta Police Dept,Other,2017,64,68.8
Delta Police Dept,Other,2018,49,52.7
Delta Police Dept,Other,2019,129,138.7
Delta Police Dept,Other,2020,41,44.1
Delta Police Dept,Other,2021,85,91.4
Diamond Police Dept,Other,2014,985,100.0
Diamond Police Dept,Other,2015,796,80.8
Diamond Police Dept,Other,2016,548,55.6
Diamond Police Dept,Other,2017,335,34.0
Diamond Police Dept,Other,2018,346,35.1
Diamond Police Dept,Other,2019,400,40.6
Diamond Police Dept,Other,2020,293,29.7
Diamond Police Dept,Other,2021,108,11.0
Diamond Police Dept,Other,2022,874,88.7
Diamond Police Dept,Other,2023,1150,116.8
Diamond Police Dept,Other,2024,1235,125.4
Dixon Police Dept,Other,2014,295,100.0
Dixon Police Dept,Other,2015,315,106.8
Dixon Police Dept,Other,2016,1037,351.5
Dixon Police Dept,Other,2017,649,220.0
Dixon Police Dept,Other,2018,788,267.1
Dixon Police Dept,Other,2019,259,87.8
Dixon Police Dept,Other,2020,253,85.8
Dixon Police Dept,Other,2022,386,130.8
Dixon Police Dept,Other,2023,92,31.2
Doolittle Police Dept,Other,2014,404,100.0
Doolittle Police Dept,Other,2015,390,96.5
Doolittle Police Dept,Other,2016,326,80.7
Doolittle Police Dept,Other,2017,782,193.6
Doolittle Police Dept,Other,2018,626,155.0
Doolittle Police Dept,Other,2019,784,194.1
Doolittle Police Dept,Other,2020,495,122.5
Doolittle Police Dept,Other,2022,754,186.6
Doolittle Police Dept,Other,2023,476,117.8
Doolittle Police Dept,Other,2024,443,109.7
Drexel Police Dept,Other,2014,129,100.0
Drexel Police Dept,Other,2015,136,105.4
Drexel Police Dept,Other,2016,92,71.3
Drexel Police Dept,Other,2017,137,106.2
Drexel Police Dept,Other,2018,63,48.8
Drexel Police Dept,Other,2019,128,99.2
Drexel Police Dept,Other,2020,88,68.2
Drexel Police Dept,Other,2021,34,26.4
Drexel Police Dept,Other,2022,15,11.6
Drexel Police Dept,Other,2023,35,27.1
Drexel Police Dept,Other,2024,93,72.1
Duenweg Police Dept,Other,2014,400,100.0
Duenweg Police Dept,Other,2015,212,53.0
Duenweg Police Dept,Other,2016,571,142.8
Duenweg Police Dept,Other,2017,628,157.0
Duenweg Police Dept,Other,2018,371,92.8
Duenweg Police Dept,Other,2019,356,89.0
Duenweg Police Dept,Other,2020,238,59.5
Duenweg Police Dept,Other,2021,375,93.8
Duenweg Police Dept,Other,2022,185,46.2
Duenweg Police Dept,Other,2024,482,120.5
Duquesne Police Dept,Other,2014,2400,100.0
Duquesne Police Dept,Other,2015,1916,79.8
Duquesne Police Dept,Other,2016,1382,57.6
Duquesne Police Dept,Other,2017,1735,72.3
Duquesne Police Dept,Other,2018,1468,61.2
Duquesne Police Dept,Other,2019,1367,57.0
Duquesne Police Dept,Other,2020,962,40.1
Duquesne Police Dept,Other,2021,610,25.4
Duquesne Police Dept,Other,2022,820,34.2
Duquesne Police Dept,Other,2023,1240,51.7
Duquesne Police Dept,Other,2024,1122,46.8
East Lynne Police Dept,Other,2014,93,100.0
East Lynne Police Dept,Other,2016,18,19.4
East Lynne Police Dept,Other,2017,24,25.8
East Lynne Police Dept,Other,2018,51,54.8
East Lynne Police Dept,Other,2019,4,4.3
East Lynne Police Dept,Other,2020,2,2.2
East Lynne Police Dept,Other,2021,9,9.7
East Prairie Police Dept,Other,2014,584,100.0
East Prairie Police Dept,Other,2015,401,68.7
East Prairie Police Dept,Other,2016,249,42.6
East Prairie Police Dept,Other,2017,385,65.9
East Prairie Police Dept,Other,2018,844,144.5
East Prairie Police Dept,Other,2019,758,129.8
East Prairie Police Dept,Other,2022,146,25.0
East Prairie Police Dept,Other,2024,82,14.0
Easton Police Dept,Other,2014,31,100.0
Easton Police Dept,Other,2015,29,93.5
Easton Police Dept,Other,2016,107,345.2
Easton Police Dept,Other,2017,80,258.1
Easton Police Dept,Other,2024,27,87.1
Edgar Springs Police Dept,Other,2014,258,100.0
Edgar Springs Police Dept,Other,2015,120,46.5
Edgar Springs Police Dept,Other,2016,237,91.9
Edgar Springs Police Dept,Other,2017,255,98.8
Edgar Springs Police Dept,Other,2018,267,103.5
Edgar Springs Police Dept,Other,2019,131,50.8
Edgar Springs Police Dept,Other,2020,131,50.8
Edgar Springs Police Dept,Other,2021,287,111.2
Edgar Springs Police Dept,Other,2022,349,135.3
Edgar Springs Police Dept,Other,2023,266,103.1
Edgar Springs Police Dept,Other,2024,182,70.5
Edina Police Dept,Other,2014,85,100.0
Edina Police Dept,Other,2015,58,68.2
Edina Police Dept,Other,2017,104,122.4
Edina Police Dept,Other,2018,83,97.6
Edina Police Dept,Other,2020,18,21.2
Edina Police Dept,Other,2021,24,28.2
Edina Police Dept,Other,2022,43,50.6
Edina Police Dept,Other,2023,8,9.4
Edina Police Dept,Other,2024,13,15.3
Ellington Police Dept,Other,2014,81,100.0
Ellington Police Dept,Other,2015,32,39.5
Ellington Police Dept,Other,2016,30,37.0
Ellington Police Dept,Other,2017,26,32.1
Ellington Police Dept,Other,2018,18,22.2
Ellington Police Dept,Other,2019,83,102.5
Ellisville Police Dept,Other,2014,1017,100.0
Ellisville Police Dept,Other,2015,1188,116.8
Ellisville Police Dept,Other,2016,918,90.3
Ellisville Police Dept,Other,2017,972,95.6
Ellisville Police Dept,Other,2018,1784,175.4
Ellisville Police Dept,Other,2019,3717,365.5
Ellisville Police Dept,Other,2020,3520,346.1
Ellisville Police Dept,Other,2021,4290,421.8
Ellisville Police Dept,Other,2022,4265,419.4
Ellisville Police Dept,Other,2023,4026,395.9
Ellisville Police Dept,Other,2024,4198,412.8
Ellsinore Police Dept,Other,2014,535,100.0
Ellsinore Police Dept,Other,2015,353,66.0
Ellsinore Police Dept,Other,2016,388,72.5
Ellsinore Police Dept,Other,2017,401,75.0
Ellsinore Police Dept,Other,2018,199,37.2
Ellsinore Police Dept,Other,2019,511,95.5
Ellsinore Police Dept,Other,2020,730,136.4
Ellsinore Police Dept,Other,2021,562,105.0
Ellsinore Police Dept,Other,2022,369,69.0
Ellsinore Police Dept,Other,2023,320,59.8
Essex Police Dept,Other,2014,76,100.0
Essex Police Dept,Other,2015,52,68.4
Essex Police Dept,Other,2016,54,71.1
Exeter Police Dept,Other,2014,104,100.0
Exeter Police Dept,Other,2015,48,46.2
Exeter Police Dept,Other,2016,30,28.8
Exeter Police Dept,Other,2017,73,70.2
Exeter Police Dept,Other,2018,91,87.5
Exeter Police Dept,Other,2019,211,202.9
Exeter Police Dept,Other,2020,99,95.2
Exeter Police Dept,Other,2021,69,66.3
Exeter Police Dept,Other,2023,122,117.3
Exeter Police Dept,Other,2024,85,81.7
Fair Grove Police Dept,Other,2014,840,100.0
Fair Grove Police Dept,Other,2015,884,105.2
