Agency,Region,Year,Stops,Indexed
Lee's Summit Police Dept,KC Metro,2020,1656,55.4
Lee's Summit Police Dept,KC Metro,2021,2057,68.8
Lee's Summit Police Dept,KC Metro,2022,3849,128.7
Lee's Summit Police Dept,KC Metro,2023,5358,179.1
Lee's Summit Police Dept,KC Metro,2024,5589,186.9
Lexington Police Dept,KC Metro,2014,31,100.0
Lexington Police Dept,KC Metro,2015,28,90.3
Lexington Police Dept,KC Metro,2016,28,90.3
Lexington Police Dept,KC Metro,2017,19,61.3
Lexington Police Dept,KC Metro,2018,27,87.1
Lexington Police Dept,KC Metro,2019,13,41.9
Lexington Police Dept,KC Metro,2020,53,171.0
Lexington Police Dept,KC Metro,2022,10,32.3
Lexington Police Dept,KC Metro,2024,39,125.8
Liberty Police Dept,KC Metro,2014,207,100.0
Liberty Police Dept,KC Metro,2015,216,104.3
Liberty Police Dept,KC Metro,2016,206,99.5
Liberty Police Dept,KC Metro,2017,198,95.7
Liberty Police Dept,KC Metro,2018,328,158.5
Liberty Police Dept,KC Metro,2019,320,154.6
Liberty Police Dept,KC Metro,2020,246,118.8
Liberty Police Dept,KC Metro,2021,261,126.1
Liberty Police Dept,KC Metro,2022,272,131.4
Liberty Police Dept,KC Metro,2023,505,244.0
Liberty Police Dept,KC Metro,2024,592,286.0
Lone Jack Police Dept,KC Metro,2014,293,100.0
Lone Jack Police Dept,KC Metro,2015,383,130.7
Lone Jack Police Dept,KC Metro,2016,344,117.4
Lone Jack Police Dept,KC Metro,2017,288,98.3
Lone Jack Police Dept,KC Metro,2018,318,108.5
Lone Jack Police Dept,KC Metro,2019,316,107.8
Lone Jack Police Dept,KC Metro,2020,250,85.3
Lone Jack Police Dept,KC Metro,2021,362,123.5
Lone Jack Police Dept,KC Metro,2022,269,91.8
Lone Jack Police Dept,KC Metro,2023,217,74.1
Lone Jack Police Dept,KC Metro,2024,144,49.1
Marshall Police Dept,KC Metro,2014,327,100.0
Marshall Police Dept,KC Metro,2015,335,102.4
Marshall Police Dept,KC Metro,2016,450,137.6
Marshall Police Dept,KC Metro,2017,338,103.4
Marshall Police Dept,KC Metro,2018,358,109.5
Marshall Police Dept,KC Metro,2019,422,129.1
Marshall Police Dept,KC Metro,2020,297,90.8
Marshall Police Dept,KC Metro,2021,318,97.2
Marshall Police Dept,KC Metro,2022,266,81.3
Marshall Police Dept,KC Metro,2023,202,61.8
Marshall Police Dept,KC Metro,2024,218,66.7
North Kansas City Police Dept,KC Metro,2014,1410,100.0
North Kansas City Police Dept,KC Metro,2015,1295,91.8
North Kansas City Police Dept,KC Metro,2016,1381,97.9
North Kansas City Police Dept,KC Metro,2017,1617,114.7
North Kansas City Police Dept,KC Metro,2018,1539,109.1
North Kansas City Police Dept,KC Metro,2019,1676,118.9
North Kansas City Police Dept,KC Metro,2020,1194,84.7
North Kansas City Police Dept,KC Metro,2021,1377,97.7
North Kansas City Police Dept,KC Metro,2022,1761,124.9
North Kansas City Police Dept,KC Metro,2023,1779,126.2
North Kansas City Police Dept,KC Metro,2024,1428,101.3
Oak Grove Police Dept,KC Metro,2014,84,100.0
Oak Grove Police Dept,KC Metro,2015,68,81.0
Oak Grove Police Dept,KC Metro,2016,49,58.3
Oak Grove Police Dept,KC Metro,2017,77,91.7
Oak Grove Police Dept,KC Metro,2018,82,97.6
Oak Grove Police Dept,KC Metro,2019,30,35.7
Oak Grove Police Dept,KC Metro,2020,33,39.3
Oak Grove Police Dept,KC Metro,2021,53,63.1
Oak Grove Police Dept,KC Metro,2022,30,35.7
Oak Grove Police Dept,KC Metro,2023,80,95.2
Oak Grove Police Dept,KC Metro,2024,82,97.6
Odessa Police Dept,KC Metro,2014,13,100.0
Odessa Police Dept,KC Metro,2015,29,223.1
Odessa Police Dept,KC Metro,2018,83,638.5
Odessa Police Dept,KC Metro,2019,61,469.2
Odessa Police Dept,KC Metro,2020,59,453.8
Odessa Police Dept,KC Metro,2021,80,615.4
Odessa Police Dept,KC Metro,2022,96,738.5
Odessa Police Dept,KC Metro,2023,102,784.6
Odessa Police Dept,KC Metro,2024,77,592.3
Peculiar Police Dept,KC Metro,2014,45,100.0
Peculiar Police Dept,KC Metro,2015,56,124.4
Peculiar Police Dept,KC Metro,2016,70,155.6
Peculiar Police Dept,KC Metro,2017,75,166.7
Peculiar Police Dept,KC Metro,2018,40,88.9
Peculiar Police Dept,KC Metro,2019,91,202.2
Peculiar Police Dept,KC Metro,2020,102,226.7
Peculiar Police Dept,KC Metro,2021,123,273.3
Peculiar Police Dept,KC Metro,2022,149,331.1
Peculiar Police Dept,KC Metro,2023,153,340.0
Peculiar Police Dept,KC Metro,2024,198,440.0
Pettis County Sheriff's Dept,KC Metro,2014,40,100.0
Pettis County Sheriff's Dept,KC Metro,2015,68,170.0
Pettis County Sheriff's Dept,KC Metro,2016,60,150.0
Pettis County Sheriff's Dept,KC Metro,2017,94,235.0
Pettis County Sheriff's Dept,KC Metro,2018,78,195.0
Pettis County Sheriff's Dept,KC Metro,2019,95,237.5
Pettis County Sheriff's Dept,KC Metro,2020,128,320.0
Pettis County Sheriff's Dept,KC Metro,2021,126,315.0
Pettis County Sheriff's Dept,KC Metro,2022,155,387.5
Pettis County Sheriff's Dept,KC Metro,2023,125,312.5
Pettis County Sheriff's Dept,KC Metro,2024,148,370.0
Platte City Police Dept,KC Metro,2014,137,100.0
Platte City Police Dept,KC Metro,2015,99,72.3
Platte City Police Dept,KC Metro,2016,114,83.2
Platte City Police Dept,KC Metro,2017,100,73.0
Platte City Police Dept,KC Metro,2018,82,59.9
Platte City Police Dept,KC Metro,2019,76,55.5
Platte City Police Dept,KC Metro,2020,47,34.3
Platte City Police Dept,KC Metro,2021,51,37.2
Platte City Police Dept,KC Metro,2022,26,19.0
Platte City Police Dept,KC Metro,2023,87,63.5
Platte City Police Dept,KC Metro,2024,49,35.8
Platte County Sheriff's Dept,KC Metro,2014,1247,100.0
Platte County Sheriff's Dept,KC Metro,2015,1438,115.3
Platte County Sheriff's Dept,KC Metro,2016,1602,128.5
Platte County Sheriff's Dept,KC Metro,2017,1862,149.3
Platte County Sheriff's Dept,KC Metro,2018,2037,163.4
Platte County Sheriff's Dept,KC Metro,2019,2297,184.2
Platte County Sheriff's Dept,KC Metro,2020,1377,110.4
Platte County Sheriff's Dept,KC Metro,2021,1998,160.2
Platte County Sheriff's Dept,KC Metro,2022,1694,135.8
Platte County Sheriff's Dept,KC Metro,2023,1200,96.2
Platte County Sheriff's Dept,KC Metro,2024,1713,137.4
Pleasant Hill Police Dept,KC Metro,2014,20,100.0
Pleasant Hill Police Dept,KC Metro,2015,27,135.0
Pleasant Hill Police Dept,KC Metro,2016,19,95.0
Pleasant Hill Police Dept,KC Metro,2017,46,230.0
Pleasant Hill Police Dept,KC Metro,2018,49,245.0
Pleasant Hill Police Dept,KC Metro,2019,75,375.0
Pleasant Hill Police Dept,KC Metro,2020,34,170.0
Pleasant Hill Police Dept,KC Metro,2021,49,245.0
Pleasant Hill Police Dept,KC Metro,2022,72,360.0
Pleasant Hill Police Dept,KC Metro,2023,68,340.0
Pleasant Hill Police Dept,KC Metro,2024,82,410.0
Pleasant Valley Police Dept,KC Metro,2014,473,100.0
Pleasant Valley Police Dept,KC Metro,2015,417,88.2
Pleasant Valley Police Dept,KC Metro,2016,419,88.6
Pleasant Valley Police Dept,KC Metro,2017,466,98.5
Pleasant Valley Police Dept,KC Metro,2018,759,160.5
Pleasant Valley Police Dept,KC Metro,2019,647,136.8
Pleasant Valley Police Dept,KC Metro,2020,391,82.7
Pleasant Valley Police Dept,KC Metro,2021,391,82.7
Pleasant Valley Police Dept,KC Metro,2022,425,89.9
Pleasant Valley Police Dept,KC Metro,2023,431,91.1
Pleasant Valley Police Dept,KC Metro,2024,525,111.0
Randolph Police Dept,KC Metro,2014,312,100.0
Randolph Police Dept,KC Metro,2015,331,106.1
Ray County Sheriff's Dept,KC Metro,2014,16,100.0
Ray County Sheriff's Dept,KC Metro,2015,34,212.5
Ray County Sheriff's Dept,KC Metro,2016,11,68.8
Ray County Sheriff's Dept,KC Metro,2017,33,206.2
Ray County Sheriff's Dept,KC Metro,2018,17,106.2
Ray County Sheriff's Dept,KC Metro,2019,17,106.2
Ray County Sheriff's Dept,KC Metro,2020,18,112.5
Ray County Sheriff's Dept,KC Metro,2021,51,318.8
Ray County Sheriff's Dept,KC Metro,2022,104,650.0
Ray County Sheriff's Dept,KC Metro,2023,102,637.5
Ray County Sheriff's Dept,KC Metro,2024,55,343.8
Raymore Police Dept,KC Metro,2014,836,100.0
Raymore Police Dept,KC Metro,2015,535,64.0
Raymore Police Dept,KC Metro,2016,655,78.3
Raymore Police Dept,KC Metro,2017,664,79.4
Raymore Police Dept,KC Metro,2018,739,88.4
Raymore Police Dept,KC Metro,2019,1097,131.2
Raymore Police Dept,KC Metro,2020,703,84.1
Raymore Police Dept,KC Metro,2021,503,60.2
Raymore Police Dept,KC Metro,2022,678,81.1
Raymore Police Dept,KC Metro,2023,1197,143.2
Raymore Police Dept,KC Metro,2024,1276,152.6
Raytown Police Dept,KC Metro,2014,3592,100.0
Raytown Police Dept,KC Metro,2015,2064,57.5
Raytown Police Dept,KC Metro,2016,2361,65.7
Raytown Police Dept,KC Metro,2017,1635,45.5
Raytown Police Dept,KC Metro,2018,631,17.6
Raytown Police Dept,KC Metro,2019,1144,31.8
Raytown Police Dept,KC Metro,2020,654,18.2
Raytown Police Dept,KC Metro,2021,788,21.9
Raytown Police Dept,KC Metro,2022,479,13.3
Raytown Police Dept,KC Metro,2023,514,14.3
Raytown Police Dept,KC Metro,2024,276,7.7
Richmond Police Dept,KC Metro,2014,67,100.0
Richmond Police Dept,KC Metro,2015,68,101.5
Richmond Police Dept,KC Metro,2016,83,123.9
Richmond Police Dept,KC Metro,2017,65,97.0
Richmond Police Dept,KC Metro,2018,57,85.1
Richmond Police Dept,KC Metro,2019,60,89.6
Richmond Police Dept,KC Metro,2020,55,82.1
Richmond Police Dept,KC Metro,2021,69,103.0
Richmond Police Dept,KC Metro,2022,100,149.3
Richmond Police Dept,KC Metro,2023,97,144.8
Richmond Police Dept,KC Metro,2024,20,29.9
Riverside Dept of Public Safety,KC Metro,2014,1029,100.0
Riverside Dept of Public Safety,KC Metro,2015,759,73.8
Riverside Dept of Public Safety,KC Metro,2016,1180,114.7
Saline County Sheriff's Dept,KC Metro,2014,32,100.0
Saline County Sheriff's Dept,KC Metro,2015,19,59.4
Saline County Sheriff's Dept,KC Metro,2016,41,128.1
Saline County Sheriff's Dept,KC Metro,2017,66,206.2
Saline County Sheriff's Dept,KC Metro,2018,36,112.5
Saline County Sheriff's Dept,KC Metro,2019,62,193.8
Saline County Sheriff's Dept,KC Metro,2020,50,156.2
Saline County Sheriff's Dept,KC Metro,2021,77,240.6
Saline County Sheriff's Dept,KC Metro,2022,70,218.8
Saline County Sheriff's Dept,KC Metro,2024,110,343.8
Sedalia Police Dept,KC Metro,2014,455,100.0
Sedalia Police Dept,KC Metro,2015,379,83.3
Sedalia Police Dept,KC Metro,2016,466,102.4
Sedalia Police Dept,KC Metro,2017,541,118.9
Sedalia Police Dept,KC Metro,2018,561,123.3
Sedalia Police Dept,KC Metro,2019,562,123.5
Sedalia Police Dept,KC Metro,2020,480,105.5
Sedalia Police Dept,KC Metro,2021,739,162.4
Sedalia Police Dept,KC Metro,2022,637,140.0
Sedalia Police Dept,KC Metro,2023,517,113.6
Sedalia Police Dept,KC Metro,2024,580,127.5
Smithville Police Dept,KC Metro,2014,55,100.0
Smithville Police Dept,KC Metro,2015,61,110.9
Smithville Police Dept,KC Metro,2016,70,127.3
Smithville Police Dept,KC Metro,2017,77,140.0
Smithville Police Dept,KC Metro,2018,81,147.3
Smithville Police Dept,KC Metro,2019,130,236.4
Smithville Police Dept,KC Metro,2020,115,209.1
Smithville Police Dept,KC Metro,2021,120,218.2
Smithville Police Dept,KC Metro,2022,142,258.2
Smithville Police Dept,KC Metro,2023,170,309.1
Smithville Police Dept,KC Metro,2024,107,194.5
Sugar Creek Police Dept,KC Metro,2014,88,100.0
Sugar Creek Police Dept,KC Metro,2015,133,151.1
Sugar Creek Police Dept,KC Metro,2016,195,221.6
Sugar Creek Police Dept,KC Metro,2017,333,378.4
Sugar Creek Police Dept,KC Metro,2018,401,455.7
Sugar Creek Police Dept,KC Metro,2019,375,426.1
Sugar Creek Police Dept,KC Metro,2020,289,328.4
Sugar Creek Police Dept,KC Metro,2021,178,202.3
Sugar Creek Police Dept,KC Metro,2022,365,414.8
Sugar Creek Police Dept,KC Metro,2024,401,455.7
Sweet Springs Police Dept,KC Metro,2014,12,100.0
Sweet Springs Police Dept,KC Metro,2015,5,41.7
Sweet Springs Police Dept,KC Metro,2016,12,100.0
Sweet Springs Police Dept,KC Metro,2017,12,100.0
Sweet Springs Police Dept,KC Metro,2018,14,116.7
Sweet Springs Police Dept,KC Metro,2019,13,108.3
Sweet Springs Police Dept,KC Metro,2020,5,41.7
Sweet Springs Police Dept,KC Metro,2021,5,41.7
Sweet Springs Police Dept,KC Metro,2022,1,8.3
Sweet Springs Police Dept,KC Metro,2023,7,58.3
Sweet Springs Police Dept,KC Metro,2024,7,58.3
Warrensburg Police Dept,KC Metro,2014,142,100.0
Warrensburg Police Dept,KC Metro,2015,204,143.7
Warrensburg Police Dept,KC Metro,2016,480,338.0
Warrensburg Police Dept,KC Metro,2017,407,286.6
Warrensburg Police Dept,KC Metro,2018,306,215.5
Warrensburg Police Dept,KC Metro,2019,428,301.4
Warrensburg Police Dept,KC Metro,2020,182,128.2
Warrensburg Police Dept,KC Metro,2021,265,186.6
Warrensburg Police Dept,KC Metro,2022,317,223.2
Warrensburg Police Dept,KC Metro,2023,326,229.6
Warrensburg Police Dept,KC Metro,2024,269,189.4
Weatherby Lake Police Dept,KC Metro,2014,39,100.0
Weatherby Lake Police Dept,KC Metro,2015,34,87.2
Weatherby Lake Police Dept,KC Metro,2016,30,76.9
Weatherby Lake Police Dept,KC Metro,2017,29,74.4
Weatherby Lake Police Dept,KC Metro,2018,49,125.6
Weatherby Lake Police Dept,KC Metro,2019,50,128.2
Weatherby Lake Police Dept,KC Metro,2020,33,84.6
Weatherby Lake Police Dept,KC Metro,2021,28,71.8
Weatherby Lake Police Dept,KC Metro,2022,44,112.8
Weatherby Lake Police Dept,KC Metro,2023,106,271.8
Weatherby Lake Police Dept,KC Metro,2024,75,192.3
Weston Police Dept,KC Metro,2014,26,100.0
Weston Police Dept,KC Metro,2015,17,65.4
Weston Police Dept,KC Metro,2016,21,80.8
Weston Police Dept,KC Metro,2017,61,234.6
Weston Police Dept,KC Metro,2018,62,238.5
Weston Police Dept,KC Metro,2019,50,192.3
Weston Police Dept,KC Metro,2020,52,200.0
Weston Police Dept,KC Metro,2021,93,357.7
Weston Police Dept,KC Metro,2022,51,196.2
Weston Police Dept,KC Metro,2023,10,38.5
Weston Police Dept,KC Metro,2024,19,73.1
Adair County Sheriff's Dept,Northeast,2014,22,100.0
Adair County Sheriff's Dept,Northeast,2015,21,95.5
Adair County Sheriff's Dept,Northeast,2016,34,154.5
Adair County Sheriff's Dept,Northeast,2017,43,195.5
Adair County Sheriff's Dept,Northeast,2018,34,154.5
Adair County Sheriff's Dept,Northeast,2019,36,163.6
Adair County Sheriff's Dept,Northeast,2020,17,77.3
Adair County Sheriff's Dept,Northeast,2021,65,295.5
Adair County Sheriff's Dept,Northeast,2022,24,109.1
Adair County Sheriff's Dept,Northeast,2023,25,113.6
Adair County Sheriff's Dept,Northeast,2024,19,86.4
Audrain County Sheriff's Dept,Northeast,2014,45,100.0
Audrain County Sheriff's Dept,Northeast,2015,60,133.3
Audrain County Sheriff's Dept,Northeast,2016,93,206.7
Audrain County Sheriff's Dept,Northeast,2017,141,313.3
Audrain County Sheriff's Dept,Northeast,2018,128,284.4
Audrain County Sheriff's Dept,Northeast,2019,102,226.7
Audrain County Sheriff's Dept,Northeast,2020,87,193.3
Audrain County Sheriff's Dept,Northeast,2021,88,195.6
Audrain County Sheriff's Dept,Northeast,2022,94,208.9
Audrain County Sheriff's Dept,Northeast,2023,99,220.0
Audrain County Sheriff's Dept,Northeast,2024,91,202.2
Bowling Green Police Dept,Northeast,2014,55,100.0
Bowling Green Police Dept,Northeast,2015,72,130.9
Bowling Green Police Dept,Northeast,2016,66,120.0
Bowling Green Police Dept,Northeast,2017,52,94.5
Bowling Green Police Dept,Northeast,2018,65,118.2
Bowling Green Police Dept,Northeast,2019,36,65.5
Bowling Green Police Dept,Northeast,2020,73,132.7
Bowling Green Police Dept,Northeast,2021,63,114.5
Bowling Green Police Dept,Northeast,2022,63,114.5
Bowling Green Police Dept,Northeast,2023,107,194.5
Bowling Green Police Dept,Northeast,2024,130,236.4
Brookfield Police Dept,Northeast,2014,21,100.0
Brookfield Police Dept,Northeast,2015,49,233.3
Brookfield Police Dept,Northeast,2016,52,247.6
Brookfield Police Dept,Northeast,2017,58,276.2
Brookfield Police Dept,Northeast,2018,77,366.7
Brookfield Police Dept,Northeast,2019,62,295.2
Brookfield Police Dept,Northeast,2020,75,357.1
Brookfield Police Dept,Northeast,2021,88,419.0
Brookfield Police Dept,Northeast,2022,51,242.9
Brookfield Police Dept,Northeast,2023,99,471.4
Brookfield Police Dept,Northeast,2024,63,300.0
Clark County Sheriff's Dept,Northeast,2014,58,100.0
Clark County Sheriff's Dept,Northeast,2015,66,113.8
Clark County Sheriff's Dept,Northeast,2016,45,77.6
Clark County Sheriff's Dept,Northeast,2017,50,86.2
Clark County Sheriff's Dept,Northeast,2018,69,119.0
Clark County Sheriff's Dept,Northeast,2019,69,119.0
Clark County Sheriff's Dept,Northeast,2020,98,169.0
Clark County Sheriff's Dept,Northeast,2021,91,156.9
Clark County Sheriff's Dept,Northeast,2022,58,100.0
Clark County Sheriff's Dept,Northeast,2023,39,67.2
Hannibal Police Dept,Northeast,2014,370,100.0
Hannibal Police Dept,Northeast,2015,573,154.9
Hannibal Police Dept,Northeast,2016,528,142.7
Hannibal Police Dept,Northeast,2017,559,151.1
Hannibal Police Dept,Northeast,2018,408,110.3
Hannibal Police Dept,Northeast,2019,565,152.7
Hannibal Police Dept,Northeast,2020,332,89.7
Hannibal Police Dept,Northeast,2021,314,84.9
Hannibal Police Dept,Northeast,2022,352,95.1
Hannibal Police Dept,Northeast,2023,347,93.8
Hannibal Police Dept,Northeast,2024,506,136.8
Howard County Sheriff's Dept,Northeast,2014,162,100.0
Howard County Sheriff's Dept,Northeast,2015,43,26.5
Howard County Sheriff's Dept,Northeast,2016,90,55.6
Howard County Sheriff's Dept,Northeast,2017,32,19.8
Howard County Sheriff's Dept,Northeast,2018,67,41.4
Howard County Sheriff's Dept,Northeast,2019,54,33.3
Howard County Sheriff's Dept,Northeast,2020,28,17.3
Howard County Sheriff's Dept,Northeast,2021,32,19.8
Howard County Sheriff's Dept,Northeast,2022,105,64.8
Howard County Sheriff's Dept,Northeast,2023,80,49.4
Howard County Sheriff's Dept,Northeast,2024,48,29.6
Kirksville Police Dept,Northeast,2014,75,100.0
Kirksville Police Dept,Northeast,2015,63,84.0
Kirksville Police Dept,Northeast,2016,103,137.3
Kirksville Police Dept,Northeast,2017,79,105.3
Kirksville Police Dept,Northeast,2018,120,160.0
Kirksville Police Dept,Northeast,2019,164,218.7
Kirksville Police Dept,Northeast,2020,104,138.7
Kirksville Police Dept,Northeast,2021,182,242.7
Kirksville Police Dept,Northeast,2022,151,201.3
Kirksville Police Dept,Northeast,2023,198,264.0
Kirksville Police Dept,Northeast,2024,179,238.7
Lewis County Sheriff's Dept,Northeast,2014,26,100.0
Lewis County Sheriff's Dept,Northeast,2015,29,111.5
Lewis County Sheriff's Dept,Northeast,2016,37,142.3
Lewis County Sheriff's Dept,Northeast,2017,36,138.5
Lewis County Sheriff's Dept,Northeast,2018,13,50.0
Lewis County Sheriff's Dept,Northeast,2019,35,134.6
Lewis County Sheriff's Dept,Northeast,2020,15,57.7
Lewis County Sheriff's Dept,Northeast,2021,17,65.4
Lewis County Sheriff's Dept,Northeast,2022,19,73.1
Lewis County Sheriff's Dept,Northeast,2023,23,88.5
Lewis County Sheriff's Dept,Northeast,2024,33,126.9
Marion County Sheriff's Dept,Northeast,2014,33,100.0
Marion County Sheriff's Dept,Northeast,2015,71,215.2
Marion County Sheriff's Dept,Northeast,2016,70,212.1
Marion County Sheriff's Dept,Northeast,2017,130,393.9
Marion County Sheriff's Dept,Northeast,2018,131,397.0
Marion County Sheriff's Dept,Northeast,2019,112,339.4
Marion County Sheriff's Dept,Northeast,2020,83,251.5
Marion County Sheriff's Dept,Northeast,2021,117,354.5
Marion County Sheriff's Dept,Northeast,2022,86,260.6
Marion County Sheriff's Dept,Northeast,2023,85,257.6
Marion County Sheriff's Dept,Northeast,2024,128,387.9
Mexico Police Dept,Northeast,2014,179,100.0
Mexico Police Dept,Northeast,2015,206,115.1
Mexico Police Dept,Northeast,2016,168,93.9
Mexico Police Dept,Northeast,2017,182,101.7
Mexico Police Dept,Northeast,2018,180,100.6
Mexico Police Dept,Northeast,2019,205,114.5
Mexico Police Dept,Northeast,2020,276,154.2
Mexico Police Dept,Northeast,2021,193,107.8
Mexico Police Dept,Northeast,2022,140,78.2
Mexico Police Dept,Northeast,2023,120,67.0
Moberly Police Dept,Northeast,2014,287,100.0
Moberly Police Dept,Northeast,2015,238,82.9
Moberly Police Dept,Northeast,2016,332,115.7
Moberly Police Dept,Northeast,2017,352,122.6
Moberly Police Dept,Northeast,2018,330,115.0
Moberly Police Dept,Northeast,2019,265,92.3
Moberly Police Dept,Northeast,2020,198,69.0
Moberly Police Dept,Northeast,2021,261,90.9
Moberly Police Dept,Northeast,2022,146,50.9
Moberly Police Dept,Northeast,2023,179,62.4
Moberly Police Dept,Northeast,2024,249,86.8
Monroe County Sheriff's Dept,Northeast,2014,15,100.0
Monroe County Sheriff's Dept,Northeast,2015,34,226.7
Monroe County Sheriff's Dept,Northeast,2016,30,200.0
Monroe County Sheriff's Dept,Northeast,2017,41,273.3
Monroe County Sheriff's Dept,Northeast,2018,21,140.0
Monroe County Sheriff's Dept,Northeast,2019,25,166.7
Monroe County Sheriff's Dept,Northeast,2020,11,73.3
Monroe County Sheriff's Dept,Northeast,2021,15,100.0
Monroe County Sheriff's Dept,Northeast,2022,20,133.3
Monroe County Sheriff's Dept,Northeast,2023,42,280.0
Monroe County Sheriff's Dept,Northeast,2024,21,140.0
Pike County Sheriff's Dept,Northeast,2014,131,100.0
Pike County Sheriff's Dept,Northeast,2015,130,99.2
Pike County Sheriff's Dept,Northeast,2016,42,32.1
Pike County Sheriff's Dept,Northeast,2017,39,29.8
Pike County Sheriff's Dept,Northeast,2018,49,37.4
Pike County Sheriff's Dept,Northeast,2019,22,16.8
Pike County Sheriff's Dept,Northeast,2020,23,17.6
Pike County Sheriff's Dept,Northeast,2021,60,45.8
Pike County Sheriff's Dept,Northeast,2022,111,84.7
Pike County Sheriff's Dept,Northeast,2023,80,61.1
Pike County Sheriff's Dept,Northeast,2024,89,67.9
Ralls County Sheriff's Dept,Northeast,2014,22,100.0
Ralls County Sheriff's Dept,Northeast,2015,52,236.4
Ralls County Sheriff's Dept,Northeast,2016,51,231.8
Ralls County Sheriff's Dept,Northeast,2017,89,404.5
Ralls County Sheriff's Dept,Northeast,2018,114,518.2
Ralls County Sheriff's Dept,Northeast,2020,59,268.2
Ralls County Sheriff's Dept,Northeast,2021,20,90.9
Ralls County Sheriff's Dept,Northeast,2022,30,136.4
Ralls County Sheriff's Dept,Northeast,2023,50,227.3
Ralls County Sheriff's Dept,Northeast,2024,49,222.7
Randolph County Sheriff's Dept,Northeast,2014,10,100.0
Randolph County Sheriff's Dept,Northeast,2015,17,170.0
Randolph County Sheriff's Dept,Northeast,2016,23,230.0
Randolph County Sheriff's Dept,Northeast,2017,17,170.0
Randolph County Sheriff's Dept,Northeast,2018,12,120.0
Randolph County Sheriff's Dept,Northeast,2019,5,50.0
Randolph County Sheriff's Dept,Northeast,2020,22,220.0
Randolph County Sheriff's Dept,Northeast,2021,109,1090.0
Randolph County Sheriff's Dept,Northeast,2022,7,70.0
Randolph County Sheriff's Dept,Northeast,2023,81,810.0
Randolph County Sheriff's Dept,Northeast,2024,129,1290.0
Vandalia Police Dept,Northeast,2014,112,100.0
Vandalia Police Dept,Northeast,2015,48,42.9
Vandalia Police Dept,Northeast,2016,59,52.7
Vandalia Police Dept,Northeast,2017,108,96.4
Vandalia Police Dept,Northeast,2018,128,114.3
Vandalia Police Dept,Northeast,2019,14,12.5
Andrew County Sheriff's Dept,Northwest,2014,20,100.0
Andrew County Sheriff's Dept,Northwest,2015,13,65.0
Andrew County Sheriff's Dept,Northwest,2016,29,145.0
Andrew County Sheriff's Dept,Northwest,2017,19,95.0
Andrew County Sheriff's Dept,Northwest,2018,34,170.0
Andrew County Sheriff's Dept,Northwest,2020,39,195.0
Andrew County Sheriff's Dept,Northwest,2021,63,315.0
Andrew County Sheriff's Dept,Northwest,2022,48,240.0
Andrew County Sheriff's Dept,Northwest,2023,52,260.0
Andrew County Sheriff's Dept,Northwest,2024,52,260.0
Buchanan County Sheriff's Dept,Northwest,2014,106,100.0
Buchanan County Sheriff's Dept,Northwest,2015,152,143.4
Buchanan County Sheriff's Dept,Northwest,2016,202,190.6
Buchanan County Sheriff's Dept,Northwest,2017,109,102.8
Buchanan County Sheriff's Dept,Northwest,2018,118,111.3
Buchanan County Sheriff's Dept,Northwest,2019,180,169.8
Buchanan County Sheriff's Dept,Northwest,2020,248,234.0
Buchanan County Sheriff's Dept,Northwest,2021,149,140.6
Buchanan County Sheriff's Dept,Northwest,2022,167,157.5
Buchanan County Sheriff's Dept,Northwest,2023,255,240.6
Buchanan County Sheriff's Dept,Northwest,2024,481,453.8
Caldwell County Sheriff's Dept,Northwest,2014,26,100.0
Caldwell County Sheriff's Dept,Northwest,2015,13,50.0
Caldwell County Sheriff's Dept,Northwest,2016,27,103.8
Caldwell County Sheriff's Dept,Northwest,2017,5,19.2
Caldwell County Sheriff's Dept,Northwest,2018,6,23.1
Caldwell County Sheriff's Dept,Northwest,2019,6,23.1
Caldwell County Sheriff's Dept,Northwest,2020,6,23.1
Caldwell County Sheriff's Dept,Northwest,2021,15,57.7
Caldwell County Sheriff's Dept,Northwest,2022,34,130.8
Caldwell County Sheriff's Dept,Northwest,2023,40,153.8
Caldwell County Sheriff's Dept,Northwest,2024,45,173.1
Chillicothe Police Dept,Northwest,2014,40,100.0
Chillicothe Police Dept,Northwest,2015,39,97.5
Chillicothe Police Dept,Northwest,2016,49,122.5
Chillicothe Police Dept,Northwest,2017,35,87.5
Chillicothe Police Dept,Northwest,2018,76,190.0
Chillicothe Police Dept,Northwest,2019,1612,4030.0
Chillicothe Police Dept,Northwest,2020,53,132.5
Chillicothe Police Dept,Northwest,2021,74,185.0
Chillicothe Police Dept,Northwest,2022,83,207.5
Chillicothe Police Dept,Northwest,2023,60,150.0
Chillicothe Police Dept,Northwest,2024,49,122.5
Daviess County Sheriff's Dept,Northwest,2014,14,100.0
Daviess County Sheriff's Dept,Northwest,2015,25,178.6
Daviess County Sheriff's Dept,Northwest,2016,42,300.0
Daviess County Sheriff's Dept,Northwest,2017,17,121.4
Daviess County Sheriff's Dept,Northwest,2018,39,278.6
Daviess County Sheriff's Dept,Northwest,2019,18,128.6
Daviess County Sheriff's Dept,Northwest,2020,48,342.9
Daviess County Sheriff's Dept,Northwest,2021,61,435.7
Daviess County Sheriff's Dept,Northwest,2022,40,285.7
Daviess County Sheriff's Dept,Northwest,2023,37,264.3
Daviess County Sheriff's Dept,Northwest,2024,28,200.0
Livingston County Sheriff's Dept,Northwest,2014,16,100.0
Livingston County Sheriff's Dept,Northwest,2015,21,131.2
