Agency,Region,Year,Stops,Indexed
Livingston County Sheriff's Dept,Northwest,2016,48,300.0
Livingston County Sheriff's Dept,Northwest,2017,60,375.0
Livingston County Sheriff's Dept,Northwest,2018,92,575.0
Livingston County Sheriff's Dept,Northwest,2020,109,681.2
Livingston County Sheriff's Dept,Northwest,2021,114,712.5
Livingston County Sheriff's Dept,Northwest,2022,77,481.2
Livingston County Sheriff's Dept,Northwest,2023,136,850.0
Livingston County Sheriff's Dept,Northwest,2024,76,475.0
Maryville Dept of Public Safety,Northwest,2014,185,100.0
Maryville Dept of Public Safety,Northwest,2015,187,101.1
Maryville Dept of Public Safety,Northwest,2016,197,106.5
Maryville Dept of Public Safety,Northwest,2017,153,82.7
Maryville Dept of Public Safety,Northwest,2018,133,71.9
Maryville Dept of Public Safety,Northwest,2019,174,94.1
Maryville Dept of Public Safety,Northwest,2020,129,69.7
Maryville Dept of Public Safety,Northwest,2021,132,71.4
Maryville Dept of Public Safety,Northwest,2022,130,70.3
Maryville Dept of Public Safety,Northwest,2023,110,59.5
Maryville Dept of Public Safety,Northwest,2024,61,33.0
Nodaway County Sheriff's Dept,Northwest,2014,18,100.0
Nodaway County Sheriff's Dept,Northwest,2015,19,105.6
Nodaway County Sheriff's Dept,Northwest,2016,18,100.0
Nodaway County Sheriff's Dept,Northwest,2017,43,238.9
Nodaway County Sheriff's Dept,Northwest,2018,19,105.6
Nodaway County Sheriff's Dept,Northwest,2019,20,111.1
Nodaway County Sheriff's Dept,Northwest,2020,8,44.4
Nodaway County Sheriff's Dept,Northwest,2021,7,38.9
Nodaway County Sheriff's Dept,Northwest,2022,11,61.1
Nodaway County Sheriff's Dept,Northwest,2023,15,83.3
St Joseph Police Dept,Northwest,2014,1306,100.0
St Joseph Police Dept,Northwest,2015,1232,94.3
St Joseph Police Dept,Northwest,2016,1653,126.6
St Joseph Police Dept,Northwest,2017,1149,88.0
St Joseph Police Dept,Northwest,2018,1485,113.7
St Joseph Police Dept,Northwest,2019,1602,122.7
St Joseph Police Dept,Northwest,2020,1385,106.0
St Joseph Police Dept,Northwest,2021,1185,90.7
St Joseph Police Dept,Northwest,2022,1090,83.5
St Joseph Police Dept,Northwest,2023,1144,87.6
St Joseph Police Dept,Northwest,2024,1166,89.3
Trenton Police Dept,Northwest,2014,12,100.0
Trenton Police Dept,Northwest,2015,16,133.3
Trenton Police Dept,Northwest,2016,17,141.7
Trenton Police Dept,Northwest,2017,9,75.0
Trenton Police Dept,Northwest,2018,8,66.7
Trenton Police Dept,Northwest,2019,10,83.3
Trenton Police Dept,Northwest,2020,5,41.7
Trenton Police Dept,Northwest,2021,4,33.3
Trenton Police Dept,Northwest,2022,11,91.7
Trenton Police Dept,Northwest,2023,17,141.7
Archie Police Dept,Other,2014,66,100.0
Archie Police Dept,Other,2015,30,45.5
Archie Police Dept,Other,2016,64,97.0
Archie Police Dept,Other,2017,85,128.8
Archie Police Dept,Other,2018,34,51.5
Archie Police Dept,Other,2019,26,39.4
Archie Police Dept,Other,2020,119,180.3
Archie Police Dept,Other,2021,109,165.2
Archie Police Dept,Other,2023,14,21.2
Archie Police Dept,Other,2024,5,7.6
Auxvasse Police Dept,Other,2014,30,100.0
Auxvasse Police Dept,Other,2015,28,93.3
Auxvasse Police Dept,Other,2016,28,93.3
Auxvasse Police Dept,Other,2017,22,73.3
Auxvasse Police Dept,Other,2018,10,33.3
Auxvasse Police Dept,Other,2020,42,140.0
Auxvasse Police Dept,Other,2021,25,83.3
Auxvasse Police Dept,Other,2022,2,6.7
Auxvasse Police Dept,Other,2024,1,3.3
Bel-Nor Police Dept,Other,2014,263,100.0
Bel-Nor Police Dept,Other,2015,134,51.0
Bel-Nor Police Dept,Other,2016,92,35.0
Bel-Nor Police Dept,Other,2017,93,35.4
Bel-Nor Police Dept,Other,2018,346,131.6
Bel-Nor Police Dept,Other,2019,397,151.0
Bel-Nor Police Dept,Other,2020,187,71.1
Bel-Nor Police Dept,Other,2021,248,94.3
Bel-Nor Police Dept,Other,2022,150,57.0
Bel-Nor Police Dept,Other,2023,539,204.9
Bel-Nor Police Dept,Other,2024,70,26.6
Belle Police Dept,Other,2014,10,100.0
Belle Police Dept,Other,2015,5,50.0
Belle Police Dept,Other,2016,2,20.0
Belle Police Dept,Other,2017,2,20.0
Belle Police Dept,Other,2018,0,0.0
Belle Police Dept,Other,2019,1,10.0
Belle Police Dept,Other,2022,2,20.0
Bellefontaine Neighbors Police Dept,Other,2014,3468,100.0
Bellefontaine Neighbors Police Dept,Other,2015,1536,44.3
Bellefontaine Neighbors Police Dept,Other,2016,1803,52.0
Bellefontaine Neighbors Police Dept,Other,2017,895,25.8
Bellefontaine Neighbors Police Dept,Other,2019,1780,51.3
Bellefontaine Neighbors Police Dept,Other,2020,762,22.0
Bellefontaine Neighbors Police Dept,Other,2021,1351,39.0
Bellefontaine Neighbors Police Dept,Other,2022,501,14.4
Bellefontaine Neighbors Police Dept,Other,2023,553,15.9
Bellefontaine Neighbors Police Dept,Other,2024,413,11.9
Benton County Sheriff's Dept,Other,2014,10,100.0
Benton County Sheriff's Dept,Other,2015,10,100.0
Benton County Sheriff's Dept,Other,2016,8,80.0
Benton County Sheriff's Dept,Other,2017,15,150.0
Benton County Sheriff's Dept,Other,2018,15,150.0
Benton County Sheriff's Dept,Other,2019,10,100.0
Benton County Sheriff's Dept,Other,2020,16,160.0
Benton County Sheriff's Dept,Other,2021,8,80.0
Benton County Sheriff's Dept,Other,2022,14,140.0
Benton County Sheriff's Dept,Other,2023,16,160.0
Benton County Sheriff's Dept,Other,2024,26,260.0
Benton Police Dept,Other,2014,12,100.0
Benton Police Dept,Other,2015,7,58.3
Benton Police Dept,Other,2016,17,141.7
Benton Police Dept,Other,2017,32,266.7
Benton Police Dept,Other,2018,3,25.0
Benton Police Dept,Other,2019,5,41.7
Benton Police Dept,Other,2020,6,50.0
Benton Police Dept,Other,2021,6,50.0
Benton Police Dept,Other,2022,7,58.3
Benton Police Dept,Other,2023,1,8.3
Benton Police Dept,Other,2024,8,66.7
Bernie Police Dept,Other,2014,40,100.0
Bernie Police Dept,Other,2015,22,55.0
Bernie Police Dept,Other,2016,4,10.0
Bernie Police Dept,Other,2017,23,57.5
Bernie Police Dept,Other,2018,0,0.0
Bernie Police Dept,Other,2019,6,15.0
Bernie Police Dept,Other,2020,5,12.5
Bernie Police Dept,Other,2021,5,12.5
Bernie Police Dept,Other,2022,36,90.0
Bernie Police Dept,Other,2023,68,170.0
Bernie Police Dept,Other,2024,64,160.0
Bertrand Police Dept,Other,2014,88,100.0
Bertrand Police Dept,Other,2015,94,106.8
Bertrand Police Dept,Other,2016,116,131.8
Bertrand Police Dept,Other,2017,104,118.2
Bertrand Police Dept,Other,2018,76,86.4
Bertrand Police Dept,Other,2019,65,73.9
Bertrand Police Dept,Other,2020,85,96.6
Bertrand Police Dept,Other,2021,60,68.2
Bertrand Police Dept,Other,2022,45,51.1
Bertrand Police Dept,Other,2023,28,31.8
Bertrand Police Dept,Other,2024,57,64.8
Beverly Hills Police Dept,Other,2014,911,100.0
Beverly Hills Police Dept,Other,2015,511,56.1
Beverly Hills Police Dept,Other,2022,615,67.5
Bismarck Police Dept,Other,2014,10,100.0
Bismarck Police Dept,Other,2015,13,130.0
Bismarck Police Dept,Other,2016,11,110.0
Bismarck Police Dept,Other,2017,27,270.0
Bismarck Police Dept,Other,2018,8,80.0
Bismarck Police Dept,Other,2019,7,70.0
Bismarck Police Dept,Other,2020,5,50.0
Bismarck Police Dept,Other,2021,2,20.0
Bismarck Police Dept,Other,2022,6,60.0
Bismarck Police Dept,Other,2023,5,50.0
Bismarck Police Dept,Other,2024,18,180.0
Bloomfield Police Dept,Other,2014,12,100.0
Bloomfield Police Dept,Other,2015,14,116.7
Bloomfield Police Dept,Other,2016,4,33.3
Bloomfield Police Dept,Other,2017,5,41.7
Bloomfield Police Dept,Other,2018,2,16.7
Bloomfield Police Dept,Other,2019,3,25.0
Bloomfield Police Dept,Other,2020,2,16.7
Bloomfield Police Dept,Other,2021,0,0.0
Bloomfield Police Dept,Other,2022,3,25.0
Bloomfield Police Dept,Other,2023,0,0.0
Bloomfield Police Dept,Other,2024,6,50.0
Bonne Terre Police Dept,Other,2014,18,100.0
Bonne Terre Police Dept,Other,2015,13,72.2
Bonne Terre Police Dept,Other,2016,15,83.3
Bonne Terre Police Dept,Other,2017,25,138.9
Bonne Terre Police Dept,Other,2018,19,105.6
Bonne Terre Police Dept,Other,2019,33,183.3
Bonne Terre Police Dept,Other,2020,2,11.1
Bonne Terre Police Dept,Other,2021,3,16.7
Bonne Terre Police Dept,Other,2022,0,0.0
Bonne Terre Police Dept,Other,2023,8,44.4
Bonne Terre Police Dept,Other,2024,7,38.9
Bourbon - Dept of Public Safety,Other,2014,81,100.0
Bourbon - Dept of Public Safety,Other,2015,16,19.8
Bourbon - Dept of Public Safety,Other,2016,6,7.4
Bourbon - Dept of Public Safety,Other,2017,9,11.1
Bourbon - Dept of Public Safety,Other,2018,8,9.9
Bourbon - Dept of Public Safety,Other,2019,6,7.4
Brentwood Police Dept,Other,2014,596,100.0
Brentwood Police Dept,Other,2015,638,107.0
Brentwood Police Dept,Other,2016,392,65.8
Brentwood Police Dept,Other,2017,418,70.1
Brentwood Police Dept,Other,2018,510,85.6
Brentwood Police Dept,Other,2019,291,48.8
Brentwood Police Dept,Other,2020,398,66.8
Brentwood Police Dept,Other,2021,833,139.8
Brentwood Police Dept,Other,2022,452,75.8
Brentwood Police Dept,Other,2023,328,55.0
Brentwood Police Dept,Other,2024,351,58.9
Brunswick Police Dept,Other,2014,23,100.0
Brunswick Police Dept,Other,2015,41,178.3
Brunswick Police Dept,Other,2016,14,60.9
Brunswick Police Dept,Other,2017,29,126.1
Brunswick Police Dept,Other,2018,4,17.4
Brunswick Police Dept,Other,2019,6,26.1
Brunswick Police Dept,Other,2020,5,21.7
Brunswick Police Dept,Other,2023,0,0.0
Byrnes Mill Police Dept,Other,2014,26,100.0
Byrnes Mill Police Dept,Other,2015,21,80.8
Byrnes Mill Police Dept,Other,2016,23,88.5
Byrnes Mill Police Dept,Other,2017,35,134.6
Byrnes Mill Police Dept,Other,2018,18,69.2
Byrnes Mill Police Dept,Other,2019,12,46.2
Byrnes Mill Police Dept,Other,2020,23,88.5
Byrnes Mill Police Dept,Other,2021,42,161.5
Byrnes Mill Police Dept,Other,2022,53,203.8
Byrnes Mill Police Dept,Other,2023,56,215.4
Byrnes Mill Police Dept,Other,2024,38,146.2
Camden County Sheriff's Office,Other,2014,28,100.0
Camden County Sheriff's Office,Other,2015,43,153.6
Camden County Sheriff's Office,Other,2016,53,189.3
Camden County Sheriff's Office,Other,2017,52,185.7
Camden County Sheriff's Office,Other,2018,88,314.3
Camden County Sheriff's Office,Other,2019,73,260.7
Campbell Police Dept,Other,2014,19,100.0
Campbell Police Dept,Other,2015,5,26.3
Campbell Police Dept,Other,2016,12,63.2
Campbell Police Dept,Other,2017,30,157.9
Campbell Police Dept,Other,2018,16,84.2
Campbell Police Dept,Other,2019,16,84.2
Campbell Police Dept,Other,2020,10,52.6
Campbell Police Dept,Other,2021,27,142.1
Campbell Police Dept,Other,2022,19,100.0
Cape Girardeau Co Sheriff's Dept,Other,2014,124,100.0
Cape Girardeau Co Sheriff's Dept,Other,2015,93,75.0
Cape Girardeau Co Sheriff's Dept,Other,2016,117,94.4
Cape Girardeau Co Sheriff's Dept,Other,2017,184,148.4
Cape Girardeau Co Sheriff's Dept,Other,2018,192,154.8
Cape Girardeau Co Sheriff's Dept,Other,2019,124,100.0
Cape Girardeau Co Sheriff's Dept,Other,2020,34,27.4
Cape Girardeau Co Sheriff's Dept,Other,2021,254,204.8
Cape Girardeau Co Sheriff's Dept,Other,2022,387,312.1
Cape Girardeau Co Sheriff's Dept,Other,2023,479,386.3
Cape Girardeau Co Sheriff's Dept,Other,2024,1487,1199.2
Carrollton Police Dept,Other,2014,18,100.0
Carrollton Police Dept,Other,2015,31,172.2
Carrollton Police Dept,Other,2016,32,177.8
Carrollton Police Dept,Other,2017,12,66.7
Carrollton Police Dept,Other,2018,19,105.6
Carrollton Police Dept,Other,2020,9,50.0
Carrollton Police Dept,Other,2021,11,61.1
Carrollton Police Dept,Other,2022,25,138.9
Carrollton Police Dept,Other,2023,9,50.0
Carrollton Police Dept,Other,2024,12,66.7
Cass County Sheriff's Office,Other,2014,182,100.0
Cass County Sheriff's Office,Other,2015,190,104.4
Cass County Sheriff's Office,Other,2016,214,117.6
Cass County Sheriff's Office,Other,2017,179,98.4
Cass County Sheriff's Office,Other,2018,182,100.0
Cass County Sheriff's Office,Other,2019,198,108.8
Chaffee Police Dept,Other,2014,13,100.0
Chaffee Police Dept,Other,2016,4,30.8
Chaffee Police Dept,Other,2017,17,130.8
Chaffee Police Dept,Other,2018,23,176.9
Chaffee Police Dept,Other,2019,14,107.7
Chaffee Police Dept,Other,2020,5,38.5
Chaffee Police Dept,Other,2021,2,15.4
Chaffee Police Dept,Other,2022,7,53.8
Chaffee Police Dept,Other,2023,22,169.2
Chaffee Police Dept,Other,2024,10,76.9
Clark Police Dept,Other,2014,10,100.0
Clark Police Dept,Other,2015,8,80.0
Clark Police Dept,Other,2016,15,150.0
Clark Police Dept,Other,2017,28,280.0
Clark Police Dept,Other,2018,8,80.0
Clark Police Dept,Other,2019,3,30.0
Clark Police Dept,Other,2020,4,40.0
Clark Police Dept,Other,2021,5,50.0
Clark Police Dept,Other,2022,0,0.0
Clark Police Dept,Other,2024,0,0.0
Clarkton Police Dept,Other,2014,19,100.0
Clarkton Police Dept,Other,2015,14,73.7
Clarkton Police Dept,Other,2016,14,73.7
Clarkton Police Dept,Other,2017,20,105.3
Clarkton Police Dept,Other,2018,12,63.2
Clarkton Police Dept,Other,2019,13,68.4
Clarkton Police Dept,Other,2020,18,94.7
Clarkton Police Dept,Other,2021,3,15.8
Clarkton Police Dept,Other,2022,24,126.3
Clarkton Police Dept,Other,2023,4,21.1
Clarkton Police Dept,Other,2024,12,63.2
Cottleville Police Dept,Other,2014,155,100.0
Cottleville Police Dept,Other,2015,174,112.3
Cottleville Police Dept,Other,2016,217,140.0
Cottleville Police Dept,Other,2017,161,103.9
Cottleville Police Dept,Other,2018,234,151.0
Cottleville Police Dept,Other,2019,191,123.2
Cottleville Police Dept,Other,2020,298,192.3
Cottleville Police Dept,Other,2021,311,200.6
Cottleville Police Dept,Other,2022,393,253.5
Cottleville Police Dept,Other,2023,397,256.1
Cottleville Police Dept,Other,2024,438,282.6
Crocker Police Dept,Other,2014,30,100.0
Crocker Police Dept,Other,2015,19,63.3
Crocker Police Dept,Other,2016,17,56.7
Crocker Police Dept,Other,2017,21,70.0
Crocker Police Dept,Other,2018,26,86.7
Crocker Police Dept,Other,2019,49,163.3
Crocker Police Dept,Other,2020,25,83.3
Crocker Police Dept,Other,2022,10,33.3
Crocker Police Dept,Other,2023,15,50.0
Crocker Police Dept,Other,2024,38,126.7
Cuba Police Dept,Other,2014,14,100.0
Cuba Police Dept,Other,2015,27,192.9
Cuba Police Dept,Other,2016,20,142.9
Cuba Police Dept,Other,2017,20,142.9
Cuba Police Dept,Other,2018,81,578.6
Cuba Police Dept,Other,2019,54,385.7
Cuba Police Dept,Other,2020,72,514.3
Cuba Police Dept,Other,2021,72,514.3
Cuba Police Dept,Other,2022,55,392.9
Cuba Police Dept,Other,2024,32,228.6
Curryville Police Dept,Other,2014,19,100.0
Curryville Police Dept,Other,2015,32,168.4
Dardenne Prairie Police Dept,Other,2014,20,100.0
Dardenne Prairie Police Dept,Other,2015,84,420.0
Dardenne Prairie Police Dept,Other,2016,78,390.0
Dardenne Prairie Police Dept,Other,2017,73,365.0
Dardenne Prairie Police Dept,Other,2018,145,725.0
Dardenne Prairie Police Dept,Other,2019,139,695.0
Dardenne Prairie Police Dept,Other,2020,91,455.0
Dardenne Prairie Police Dept,Other,2021,97,485.0
Dardenne Prairie Police Dept,Other,2023,212,1060.0
Diamond Police Dept,Other,2014,18,100.0
Diamond Police Dept,Other,2015,35,194.4
Diamond Police Dept,Other,2016,9,50.0
Diamond Police Dept,Other,2017,6,33.3
Diamond Police Dept,Other,2018,7,38.9
Diamond Police Dept,Other,2019,7,38.9
Diamond Police Dept,Other,2020,8,44.4
Diamond Police Dept,Other,2021,3,16.7
Diamond Police Dept,Other,2022,17,94.4
Diamond Police Dept,Other,2023,31,172.2
Diamond Police Dept,Other,2024,41,227.8
Doolittle Police Dept,Other,2014,41,100.0
Doolittle Police Dept,Other,2015,51,124.4
Doolittle Police Dept,Other,2016,44,107.3
Doolittle Police Dept,Other,2017,104,253.7
Doolittle Police Dept,Other,2018,83,202.4
Doolittle Police Dept,Other,2019,91,222.0
Doolittle Police Dept,Other,2020,67,163.4
Doolittle Police Dept,Other,2022,67,163.4
Doolittle Police Dept,Other,2023,44,107.3
Doolittle Police Dept,Other,2024,29,70.7
Duenweg Police Dept,Other,2014,13,100.0
Duenweg Police Dept,Other,2015,9,69.2
Duenweg Police Dept,Other,2016,21,161.5
Duenweg Police Dept,Other,2017,28,215.4
Duenweg Police Dept,Other,2018,25,192.3
Duenweg Police Dept,Other,2019,26,200.0
Duenweg Police Dept,Other,2020,12,92.3
Duenweg Police Dept,Other,2021,19,146.2
Duenweg Police Dept,Other,2022,16,123.1
Duenweg Police Dept,Other,2024,38,292.3
Duquesne Police Dept,Other,2014,132,100.0
Duquesne Police Dept,Other,2015,114,86.4
Duquesne Police Dept,Other,2016,120,90.9
Duquesne Police Dept,Other,2017,165,125.0
Duquesne Police Dept,Other,2018,120,90.9
Duquesne Police Dept,Other,2019,124,93.9
Duquesne Police Dept,Other,2020,88,66.7
Duquesne Police Dept,Other,2021,56,42.4
Duquesne Police Dept,Other,2022,68,51.5
Duquesne Police Dept,Other,2023,82,62.1
Duquesne Police Dept,Other,2024,79,59.8
East Prairie Police Dept,Other,2014,12,100.0
East Prairie Police Dept,Other,2015,10,83.3
East Prairie Police Dept,Other,2016,9,75.0
East Prairie Police Dept,Other,2017,8,66.7
East Prairie Police Dept,Other,2018,31,258.3
East Prairie Police Dept,Other,2019,28,233.3
East Prairie Police Dept,Other,2022,7,58.3
East Prairie Police Dept,Other,2024,0,0.0
Edgar Springs Police Dept,Other,2014,15,100.0
Edgar Springs Police Dept,Other,2015,5,33.3
Edgar Springs Police Dept,Other,2016,8,53.3
Edgar Springs Police Dept,Other,2017,4,26.7
Edgar Springs Police Dept,Other,2018,9,60.0
Edgar Springs Police Dept,Other,2019,6,40.0
Edgar Springs Police Dept,Other,2020,9,60.0
Edgar Springs Police Dept,Other,2021,20,133.3
Edgar Springs Police Dept,Other,2022,21,140.0
Edgar Springs Police Dept,Other,2023,16,106.7
Edgar Springs Police Dept,Other,2024,13,86.7
Ellisville Police Dept,Other,2014,50,100.0
Ellisville Police Dept,Other,2015,75,150.0
Ellisville Police Dept,Other,2016,67,134.0
Ellisville Police Dept,Other,2017,96,192.0
Ellisville Police Dept,Other,2018,197,394.0
Ellisville Police Dept,Other,2019,361,722.0
Ellisville Police Dept,Other,2020,430,860.0
Ellisville Police Dept,Other,2021,553,1106.0
Ellisville Police Dept,Other,2022,508,1016.0
Ellisville Police Dept,Other,2023,507,1014.0
Ellisville Police Dept,Other,2024,493,986.0
Ellsinore Police Dept,Other,2014,13,100.0
Ellsinore Police Dept,Other,2015,8,61.5
Ellsinore Police Dept,Other,2016,26,200.0
Ellsinore Police Dept,Other,2017,36,276.9
Ellsinore Police Dept,Other,2018,7,53.8
Ellsinore Police Dept,Other,2019,31,238.5
Ellsinore Police Dept,Other,2020,46,353.8
Ellsinore Police Dept,Other,2021,35,269.2
Ellsinore Police Dept,Other,2022,39,300.0
Ellsinore Police Dept,Other,2023,30,230.8
Fair Grove Police Dept,Other,2014,11,100.0
Fair Grove Police Dept,Other,2015,10,90.9
Fair Grove Police Dept,Other,2016,6,54.5
Fair Grove Police Dept,Other,2017,16,145.5
Fair Grove Police Dept,Other,2018,28,254.5
Fair Grove Police Dept,Other,2019,32,290.9
Fair Grove Police Dept,Other,2020,11,100.0
Fair Grove Police Dept,Other,2021,19,172.7
Fair Grove Police Dept,Other,2022,18,163.6
Fair Grove Police Dept,Other,2024,7,63.6
Fayette Police Dept,Other,2014,37,100.0
Fayette Police Dept,Other,2015,29,78.4
Fayette Police Dept,Other,2016,62,167.6
Fayette Police Dept,Other,2017,32,86.5
Fayette Police Dept,Other,2018,42,113.5
Fayette Police Dept,Other,2019,37,100.0
Fayette Police Dept,Other,2020,47,127.0
Fayette Police Dept,Other,2021,102,275.7
Fayette Police Dept,Other,2022,73,197.3
Fayette Police Dept,Other,2023,68,183.8
Ferrelview Police Dept,Other,2014,46,100.0
Ferrelview Police Dept,Other,2015,10,21.7
Ferrelview Police Dept,Other,2016,54,117.4
Ferrelview Police Dept,Other,2017,41,89.1
Ferrelview Police Dept,Other,2018,7,15.2
Ferrelview Police Dept,Other,2019,45,97.8
Ferrelview Police Dept,Other,2020,21,45.7
Ferrelview Police Dept,Other,2022,30,65.2
Flordell Hills Police Dept,Other,2014,761,100.0
Flordell Hills Police Dept,Other,2015,862,113.3
Flordell Hills Police Dept,Other,2016,203,26.7
Flordell Hills Police Dept,Other,2017,523,68.7
Flordell Hills Police Dept,Other,2018,368,48.4
Flordell Hills Police Dept,Other,2021,390,51.2
Flordell Hills Police Dept,Other,2022,229,30.1
Flordell Hills Police Dept,Other,2023,259,34.0
Foley Police Dept,Other,2014,44,100.0
Foley Police Dept,Other,2015,14,31.8
Foley Police Dept,Other,2016,14,31.8
Foley Police Dept,Other,2020,8,18.2
Foley Police Dept,Other,2022,2,4.5
Foley Police Dept,Other,2024,12,27.3
Fordland Police Dept,Other,2014,16,100.0
Fordland Police Dept,Other,2015,28,175.0
Fordland Police Dept,Other,2016,17,106.2
Fordland Police Dept,Other,2017,24,150.0
Fordland Police Dept,Other,2018,13,81.2
Fordland Police Dept,Other,2019,13,81.2
Fordland Police Dept,Other,2020,30,187.5
Fordland Police Dept,Other,2021,31,193.8
Fordland Police Dept,Other,2022,14,87.5
Fordland Police Dept,Other,2023,18,112.5
Fordland Police Dept,Other,2024,10,62.5
Frankford Police Dept,Other,2014,122,100.0
Frankford Police Dept,Other,2015,311,254.9
Frankford Police Dept,Other,2016,4,3.3
Frankford Police Dept,Other,2017,39,32.0
Frankford Police Dept,Other,2018,7,5.7
Frankford Police Dept,Other,2020,1,0.8
Gerald Police Dept,Other,2014,17,100.0
Gerald Police Dept,Other,2015,20,117.6
Gerald Police Dept,Other,2016,16,94.1
Gerald Police Dept,Other,2017,20,117.6
Gerald Police Dept,Other,2018,16,94.1
Gerald Police Dept,Other,2019,15,88.2
Gerald Police Dept,Other,2020,1,5.9
Gerald Police Dept,Other,2021,1,5.9
Gerald Police Dept,Other,2022,14,82.4
Gerald Police Dept,Other,2023,15,88.2
Gerald Police Dept,Other,2024,11,64.7
Gideon Police Dept,Other,2014,13,100.0
Gideon Police Dept,Other,2015,10,76.9
Gideon Police Dept,Other,2016,1,7.7
Gideon Police Dept,Other,2017,7,53.8
Gideon Police Dept,Other,2018,8,61.5
Gideon Police Dept,Other,2019,2,15.4
Gideon Police Dept,Other,2020,7,53.8
Gideon Police Dept,Other,2021,11,84.6
Gideon Police Dept,Other,2022,2,15.4
Gideon Police Dept,Other,2023,5,38.5
Gideon Police Dept,Other,2024,5,38.5
Gower Police Dept,Other,2014,21,100.0
Gower Police Dept,Other,2015,21,100.0
Gower Police Dept,Other,2016,22,104.8
Gower Police Dept,Other,2017,20,95.2
Gower Police Dept,Other,2018,17,81.0
Gower Police Dept,Other,2019,14,66.7
Gower Police Dept,Other,2020,11,52.4
Gower Police Dept,Other,2021,13,61.9
Gower Police Dept,Other,2022,29,138.1
Gower Police Dept,Other,2023,26,123.8
Gower Police Dept,Other,2024,18,85.7
Hawk Point Police Dept,Other,2014,39,100.0
Hawk Point Police Dept,Other,2015,11,28.2
Hawk Point Police Dept,Other,2016,1,2.6
Hawk Point Police Dept,Other,2017,20,51.3
Hawk Point Police Dept,Other,2018,5,12.8
Hawk Point Police Dept,Other,2019,9,23.1
Hawk Point Police Dept,Other,2020,14,35.9
Hawk Point Police Dept,Other,2021,7,17.9
Hawk Point Police Dept,Other,2022,4,10.3
Hawk Point Police Dept,Other,2024,6,15.4
Hayti Heights Police Dept,Other,2014,111,100.0
Hillsboro Police Dept,Other,2014,10,100.0
Hillsboro Police Dept,Other,2015,7,70.0
Hillsboro Police Dept,Other,2016,11,110.0
Hillsboro Police Dept,Other,2018,15,150.0
Hillsboro Police Dept,Other,2019,28,280.0
Hillsboro Police Dept,Other,2020,9,90.0
Hillsboro Police Dept,Other,2021,35,350.0
Hillsboro Police Dept,Other,2022,46,460.0
Hillsboro Police Dept,Other,2023,31,310.0
Hillsboro Police Dept,Other,2024,19,190.0
Hillsdale Police Dept,Other,2014,560,100.0
Hillsdale Police Dept,Other,2015,556,99.3
Hillsdale Police Dept,Other,2016,880,157.1
Hillsdale Police Dept,Other,2017,231,41.2
Hillsdale Police Dept,Other,2018,306,54.6
Hillsdale Police Dept,Other,2019,1458,260.4
Hillsdale Police Dept,Other,2020,375,67.0
Hillsdale Police Dept,Other,2021,364,65.0
Hillsdale Police Dept,Other,2024,645,115.2
Holcomb Police Dept,Other,2014,12,100.0
Holcomb Police Dept,Other,2015,17,141.7
Holcomb Police Dept,Other,2016,20,166.7
Holcomb Police Dept,Other,2017,40,333.3
Holcomb Police Dept,Other,2018,17,141.7
Holcomb Police Dept,Other,2019,31,258.3
Holcomb Police Dept,Other,2020,45,375.0
Holcomb Police Dept,Other,2021,23,191.7
Holcomb Police Dept,Other,2022,4,33.3
Holcomb Police Dept,Other,2023,3,25.0
Holts Summit Police Dept,Other,2014,64,100.0
Holts Summit Police Dept,Other,2015,194,303.1
Holts Summit Police Dept,Other,2016,97,151.6
Holts Summit Police Dept,Other,2017,128,200.0
Holts Summit Police Dept,Other,2018,140,218.8
Holts Summit Police Dept,Other,2019,131,204.7
Holts Summit Police Dept,Other,2020,153,239.1
Holts Summit Police Dept,Other,2021,183,285.9
Holts Summit Police Dept,Other,2023,109,170.3
Holts Summit Police Dept,Other,2024,96,150.0
Howardville Police Dept,Other,2014,60,100.0
Howardville Police Dept,Other,2015,73,121.7
Howardville Police Dept,Other,2016,95,158.3
Howardville Police Dept,Other,2017,50,83.3
Howardville Police Dept,Other,2018,76,126.7
Howardville Police Dept,Other,2019,72,120.0
Howardville Police Dept,Other,2020,34,56.7
Howardville Police Dept,Other,2021,24,40.0
Howardville Police Dept,Other,2022,7,11.7
Howardville Police Dept,Other,2023,16,26.7
Howardville Police Dept,Other,2024,27,45.0
Humansville Police Dept,Other,2014,29,100.0
Humansville Police Dept,Other,2015,45,155.2
Humansville Police Dept,Other,2016,25,86.2
Humansville Police Dept,Other,2017,6,20.7
Humansville Police Dept,Other,2018,20,69.0
Humansville Police Dept,Other,2019,5,17.2
Humansville Police Dept,Other,2020,5,17.2
Humansville Police Dept,Other,2021,3,10.3
Humansville Police Dept,Other,2022,0,0.0
Indian Point Police Dept,Other,2014,11,100.0
Indian Point Police Dept,Other,2015,12,109.1
Indian Point Police Dept,Other,2016,7,63.6
Indian Point Police Dept,Other,2017,10,90.9
Indian Point Police Dept,Other,2018,10,90.9
Indian Point Police Dept,Other,2019,7,63.6
Indian Point Police Dept,Other,2020,7,63.6
Indian Point Police Dept,Other,2023,0,0.0
Indian Point Police Dept,Other,2024,3,27.3
Kansas City Int'l Airport PD,Other,2014,133,100.0
La Grange Police Dept,Other,2014,26,100.0
La Grange Police Dept,Other,2015,15,57.7
La Grange Police Dept,Other,2016,12,46.2
La Grange Police Dept,Other,2017,19,73.1
