Agency,Region,Year,Stops,Indexed
Jefferson City Police Dept,Central,2018,57,90.5
Jefferson City Police Dept,Central,2019,70,111.1
Jefferson City Police Dept,Central,2020,74,117.5
Jefferson City Police Dept,Central,2021,70,111.1
Jefferson City Police Dept,Central,2022,124,196.8
Jefferson City Police Dept,Central,2023,197,312.7
Jefferson City Police Dept,Central,2024,323,512.7
Phelps County Sheriff's Dept,Central,2014,53,100.0
Phelps County Sheriff's Dept,Central,2015,110,207.5
Phelps County Sheriff's Dept,Central,2016,154,290.6
Phelps County Sheriff's Dept,Central,2017,133,250.9
Phelps County Sheriff's Dept,Central,2018,53,100.0
Phelps County Sheriff's Dept,Central,2019,51,96.2
Phelps County Sheriff's Dept,Central,2020,49,92.5
Phelps County Sheriff's Dept,Central,2021,65,122.6
Phelps County Sheriff's Dept,Central,2022,140,264.2
Phelps County Sheriff's Dept,Central,2023,145,273.6
Phelps County Sheriff's Dept,Central,2024,111,209.4
Pulaski County Sheriff's Dept,Central,2014,33,100.0
Pulaski County Sheriff's Dept,Central,2015,23,69.7
Pulaski County Sheriff's Dept,Central,2016,26,78.8
Pulaski County Sheriff's Dept,Central,2017,7,21.2
Pulaski County Sheriff's Dept,Central,2018,24,72.7
Pulaski County Sheriff's Dept,Central,2019,52,157.6
Pulaski County Sheriff's Dept,Central,2020,19,57.6
Pulaski County Sheriff's Dept,Central,2021,21,63.6
Pulaski County Sheriff's Dept,Central,2022,13,39.4
Pulaski County Sheriff's Dept,Central,2023,10,30.3
Rolla Police Dept,Central,2014,88,100.0
Rolla Police Dept,Central,2015,50,56.8
Rolla Police Dept,Central,2016,74,84.1
Rolla Police Dept,Central,2017,56,63.6
Rolla Police Dept,Central,2018,54,61.4
Rolla Police Dept,Central,2019,41,46.6
Rolla Police Dept,Central,2020,48,54.5
Rolla Police Dept,Central,2021,59,67.0
Rolla Police Dept,Central,2022,60,68.2
Rolla Police Dept,Central,2023,48,54.5
Rolla Police Dept,Central,2024,60,68.2
St Robert Police Dept,Central,2014,181,100.0
St Robert Police Dept,Central,2015,119,65.7
St Robert Police Dept,Central,2017,191,105.5
St Robert Police Dept,Central,2018,198,109.4
St Robert Police Dept,Central,2019,160,88.4
St Robert Police Dept,Central,2020,135,74.6
St Robert Police Dept,Central,2021,166,91.7
St Robert Police Dept,Central,2022,89,49.2
St Robert Police Dept,Central,2023,109,60.2
St Robert Police Dept,Central,2024,190,105.0
Sunrise Beach Police Dept,Central,2014,35,100.0
Sunrise Beach Police Dept,Central,2015,33,94.3
Sunrise Beach Police Dept,Central,2017,33,94.3
Sunrise Beach Police Dept,Central,2018,13,37.1
Sunrise Beach Police Dept,Central,2019,19,54.3
Sunrise Beach Police Dept,Central,2020,8,22.9
Sunrise Beach Police Dept,Central,2021,7,20.0
Sunrise Beach Police Dept,Central,2022,13,37.1
Sunrise Beach Police Dept,Central,2023,16,45.7
Sunrise Beach Police Dept,Central,2024,35,100.0
Waynesville Police Dept,Central,2014,99,100.0
Waynesville Police Dept,Central,2015,104,105.1
Waynesville Police Dept,Central,2016,70,70.7
Waynesville Police Dept,Central,2017,61,61.6
Waynesville Police Dept,Central,2018,92,92.9
Waynesville Police Dept,Central,2019,117,118.2
Waynesville Police Dept,Central,2020,139,140.4
Waynesville Police Dept,Central,2021,177,178.8
Waynesville Police Dept,Central,2022,175,176.8
Waynesville Police Dept,Central,2023,146,147.5
Waynesville Police Dept,Central,2024,191,192.9
Bates County Sheriff's Dept,KC Metro,2014,32,100.0
Bates County Sheriff's Dept,KC Metro,2015,17,53.1
Bates County Sheriff's Dept,KC Metro,2016,10,31.2
Bates County Sheriff's Dept,KC Metro,2017,18,56.2
Bates County Sheriff's Dept,KC Metro,2018,22,68.8
Bates County Sheriff's Dept,KC Metro,2020,13,40.6
Bates County Sheriff's Dept,KC Metro,2021,13,40.6
Bates County Sheriff's Dept,KC Metro,2022,25,78.1
Bates County Sheriff's Dept,KC Metro,2023,32,100.0
Bates County Sheriff's Dept,KC Metro,2024,40,125.0
Belton Police Dept,KC Metro,2014,282,100.0
Belton Police Dept,KC Metro,2015,203,72.0
Belton Police Dept,KC Metro,2016,393,139.4
Belton Police Dept,KC Metro,2017,403,142.9
Belton Police Dept,KC Metro,2018,303,107.4
Belton Police Dept,KC Metro,2019,229,81.2
Belton Police Dept,KC Metro,2020,203,72.0
Belton Police Dept,KC Metro,2021,263,93.3
Belton Police Dept,KC Metro,2022,349,123.8
Belton Police Dept,KC Metro,2023,378,134.0
Belton Police Dept,KC Metro,2024,222,78.7
Blue Springs Police Dept,KC Metro,2014,156,100.0
Blue Springs Police Dept,KC Metro,2015,216,138.5
Blue Springs Police Dept,KC Metro,2016,209,134.0
Blue Springs Police Dept,KC Metro,2017,182,116.7
Blue Springs Police Dept,KC Metro,2018,174,111.5
Blue Springs Police Dept,KC Metro,2019,143,91.7
Blue Springs Police Dept,KC Metro,2020,63,40.4
Blue Springs Police Dept,KC Metro,2021,57,36.5
Blue Springs Police Dept,KC Metro,2022,148,94.9
Blue Springs Police Dept,KC Metro,2023,215,137.8
Blue Springs Police Dept,KC Metro,2024,304,194.9
Buckner Police Dept,KC Metro,2014,30,100.0
Buckner Police Dept,KC Metro,2015,25,83.3
Buckner Police Dept,KC Metro,2016,33,110.0
Buckner Police Dept,KC Metro,2017,19,63.3
Buckner Police Dept,KC Metro,2018,16,53.3
Buckner Police Dept,KC Metro,2019,8,26.7
Buckner Police Dept,KC Metro,2020,7,23.3
Buckner Police Dept,KC Metro,2021,8,26.7
Buckner Police Dept,KC Metro,2022,21,70.0
Buckner Police Dept,KC Metro,2023,18,60.0
Butler Police Dept,KC Metro,2014,13,100.0
Butler Police Dept,KC Metro,2015,22,169.2
Butler Police Dept,KC Metro,2016,22,169.2
Butler Police Dept,KC Metro,2017,14,107.7
Butler Police Dept,KC Metro,2018,11,84.6
Butler Police Dept,KC Metro,2020,9,69.2
Butler Police Dept,KC Metro,2021,0,0.0
Butler Police Dept,KC Metro,2022,3,23.1
Butler Police Dept,KC Metro,2023,12,92.3
Butler Police Dept,KC Metro,2024,29,223.1
Cameron Police Dept,KC Metro,2014,45,100.0
Cameron Police Dept,KC Metro,2015,28,62.2
Cameron Police Dept,KC Metro,2016,31,68.9
Cameron Police Dept,KC Metro,2017,51,113.3
Cameron Police Dept,KC Metro,2018,45,100.0
Cameron Police Dept,KC Metro,2019,53,117.8
Cameron Police Dept,KC Metro,2020,28,62.2
Cameron Police Dept,KC Metro,2021,49,108.9
Cameron Police Dept,KC Metro,2022,73,162.2
Cameron Police Dept,KC Metro,2023,74,164.4
Cameron Police Dept,KC Metro,2024,93,206.7
Clay County Sheriff's Dept,KC Metro,2014,161,100.0
Clay County Sheriff's Dept,KC Metro,2015,158,98.1
Clay County Sheriff's Dept,KC Metro,2016,149,92.5
Clay County Sheriff's Dept,KC Metro,2017,165,102.5
Clay County Sheriff's Dept,KC Metro,2018,222,137.9
Clay County Sheriff's Dept,KC Metro,2019,203,126.1
Clay County Sheriff's Dept,KC Metro,2020,199,123.6
Clay County Sheriff's Dept,KC Metro,2021,245,152.2
Clay County Sheriff's Dept,KC Metro,2022,371,230.4
Clay County Sheriff's Dept,KC Metro,2023,470,291.9
Clay County Sheriff's Dept,KC Metro,2024,640,397.5
Claycomo Police Dept,KC Metro,2014,63,100.0
Claycomo Police Dept,KC Metro,2015,48,76.2
Claycomo Police Dept,KC Metro,2016,74,117.5
Claycomo Police Dept,KC Metro,2017,200,317.5
Claycomo Police Dept,KC Metro,2018,145,230.2
Claycomo Police Dept,KC Metro,2019,149,236.5
Claycomo Police Dept,KC Metro,2020,140,222.2
Claycomo Police Dept,KC Metro,2021,94,149.2
Claycomo Police Dept,KC Metro,2022,125,198.4
Claycomo Police Dept,KC Metro,2024,254,403.2
Excelsior Springs Police Dept,KC Metro,2014,60,100.0
Excelsior Springs Police Dept,KC Metro,2015,62,103.3
Excelsior Springs Police Dept,KC Metro,2016,43,71.7
Excelsior Springs Police Dept,KC Metro,2017,61,101.7
Excelsior Springs Police Dept,KC Metro,2018,62,103.3
Excelsior Springs Police Dept,KC Metro,2019,108,180.0
Excelsior Springs Police Dept,KC Metro,2020,69,115.0
Excelsior Springs Police Dept,KC Metro,2021,55,91.7
Excelsior Springs Police Dept,KC Metro,2022,24,40.0
Excelsior Springs Police Dept,KC Metro,2023,71,118.3
Gladstone Dept of Public Safety,KC Metro,2014,187,100.0
Gladstone Dept of Public Safety,KC Metro,2015,153,81.8
Gladstone Dept of Public Safety,KC Metro,2016,169,90.4
Gladstone Dept of Public Safety,KC Metro,2017,249,133.2
Gladstone Dept of Public Safety,KC Metro,2018,202,108.0
Gladstone Dept of Public Safety,KC Metro,2019,171,91.4
Gladstone Dept of Public Safety,KC Metro,2020,115,61.5
Gladstone Dept of Public Safety,KC Metro,2021,65,34.8
Gladstone Dept of Public Safety,KC Metro,2022,20,10.7
Gladstone Dept of Public Safety,KC Metro,2023,74,39.6
Gladstone Dept of Public Safety,KC Metro,2024,190,101.6
Grain Valley Police Dept,KC Metro,2014,51,100.0
Grain Valley Police Dept,KC Metro,2015,14,27.5
Grain Valley Police Dept,KC Metro,2016,9,17.6
Grain Valley Police Dept,KC Metro,2017,20,39.2
Grain Valley Police Dept,KC Metro,2018,34,66.7
Grain Valley Police Dept,KC Metro,2019,25,49.0
Grain Valley Police Dept,KC Metro,2020,18,35.3
Grain Valley Police Dept,KC Metro,2022,41,80.4
Grain Valley Police Dept,KC Metro,2023,51,100.0
Grain Valley Police Dept,KC Metro,2024,70,137.3
Grandview Police Dept,KC Metro,2014,328,100.0
Grandview Police Dept,KC Metro,2015,290,88.4
Grandview Police Dept,KC Metro,2016,166,50.6
Grandview Police Dept,KC Metro,2017,309,94.2
Grandview Police Dept,KC Metro,2018,245,74.7
Grandview Police Dept,KC Metro,2019,427,130.2
Grandview Police Dept,KC Metro,2020,400,122.0
Grandview Police Dept,KC Metro,2021,309,94.2
Grandview Police Dept,KC Metro,2022,271,82.6
Grandview Police Dept,KC Metro,2023,300,91.5
Grandview Police Dept,KC Metro,2024,303,92.4
Greenwood Police Dept,KC Metro,2014,30,100.0
Greenwood Police Dept,KC Metro,2015,19,63.3
Greenwood Police Dept,KC Metro,2016,47,156.7
Greenwood Police Dept,KC Metro,2017,61,203.3
Greenwood Police Dept,KC Metro,2018,16,53.3
Greenwood Police Dept,KC Metro,2019,18,60.0
Greenwood Police Dept,KC Metro,2020,0,0.0
Greenwood Police Dept,KC Metro,2021,0,0.0
Greenwood Police Dept,KC Metro,2023,12,40.0
Greenwood Police Dept,KC Metro,2024,24,80.0
Harrisonville Police Dept,KC Metro,2014,31,100.0
Harrisonville Police Dept,KC Metro,2015,34,109.7
Harrisonville Police Dept,KC Metro,2016,56,180.6
Harrisonville Police Dept,KC Metro,2017,43,138.7
Harrisonville Police Dept,KC Metro,2018,75,241.9
Harrisonville Police Dept,KC Metro,2019,44,141.9
Harrisonville Police Dept,KC Metro,2020,50,161.3
Harrisonville Police Dept,KC Metro,2021,37,119.4
Harrisonville Police Dept,KC Metro,2022,25,80.6
Harrisonville Police Dept,KC Metro,2023,31,100.0
Higginsville Police Dept,KC Metro,2014,27,100.0
Higginsville Police Dept,KC Metro,2015,19,70.4
Higginsville Police Dept,KC Metro,2016,23,85.2
Higginsville Police Dept,KC Metro,2017,18,66.7
Higginsville Police Dept,KC Metro,2018,29,107.4
Higginsville Police Dept,KC Metro,2019,40,148.1
Higginsville Police Dept,KC Metro,2020,38,140.7
Higginsville Police Dept,KC Metro,2021,51,188.9
Higginsville Police Dept,KC Metro,2022,49,181.5
Higginsville Police Dept,KC Metro,2023,62,229.6
Higginsville Police Dept,KC Metro,2024,63,233.3
Independence Police Dept,KC Metro,2014,1149,100.0
Independence Police Dept,KC Metro,2015,1162,101.1
Independence Police Dept,KC Metro,2016,1243,108.2
Independence Police Dept,KC Metro,2017,1067,92.9
Independence Police Dept,KC Metro,2018,1237,107.7
Independence Police Dept,KC Metro,2019,1307,113.8
Independence Police Dept,KC Metro,2020,791,68.8
Independence Police Dept,KC Metro,2021,824,71.7
Independence Police Dept,KC Metro,2022,1256,109.3
Independence Police Dept,KC Metro,2023,1748,152.1
Independence Police Dept,KC Metro,2024,1894,164.8
Jackson County Sheriff's Dept,KC Metro,2014,555,100.0
Jackson County Sheriff's Dept,KC Metro,2015,578,104.1
Jackson County Sheriff's Dept,KC Metro,2016,604,108.8
Jackson County Sheriff's Dept,KC Metro,2017,240,43.2
Jackson County Sheriff's Dept,KC Metro,2018,133,24.0
Jackson County Sheriff's Dept,KC Metro,2019,208,37.5
Jackson County Sheriff's Dept,KC Metro,2020,21,3.8
Jackson County Sheriff's Dept,KC Metro,2021,20,3.6
Jackson County Sheriff's Dept,KC Metro,2022,32,5.8
Jackson County Sheriff's Dept,KC Metro,2023,30,5.4
Jackson County Sheriff's Dept,KC Metro,2024,117,21.1
Johnson County Sheriff's Dept,KC Metro,2014,22,100.0
Johnson County Sheriff's Dept,KC Metro,2015,25,113.6
Johnson County Sheriff's Dept,KC Metro,2016,21,95.5
Johnson County Sheriff's Dept,KC Metro,2017,33,150.0
Johnson County Sheriff's Dept,KC Metro,2018,31,140.9
Johnson County Sheriff's Dept,KC Metro,2020,29,131.8
Johnson County Sheriff's Dept,KC Metro,2021,68,309.1
Johnson County Sheriff's Dept,KC Metro,2022,47,213.6
Johnson County Sheriff's Dept,KC Metro,2023,64,290.9
Johnson County Sheriff's Dept,KC Metro,2024,125,568.2
Kansas City Police Dept,KC Metro,2014,2308,100.0
Kansas City Police Dept,KC Metro,2015,2374,102.9
Kansas City Police Dept,KC Metro,2016,3211,139.1
Kansas City Police Dept,KC Metro,2017,2947,127.7
Kansas City Police Dept,KC Metro,2018,3182,137.9
Kansas City Police Dept,KC Metro,2019,3192,138.3
Kansas City Police Dept,KC Metro,2020,2736,118.5
Kansas City Police Dept,KC Metro,2021,1767,76.6
Kansas City Police Dept,KC Metro,2022,1332,57.7
Kansas City Police Dept,KC Metro,2023,1574,68.2
Kansas City Police Dept,KC Metro,2024,2623,113.6
Kearney Police Dept,KC Metro,2014,36,100.0
Kearney Police Dept,KC Metro,2015,18,50.0
Kearney Police Dept,KC Metro,2016,27,75.0
Kearney Police Dept,KC Metro,2017,17,47.2
Kearney Police Dept,KC Metro,2018,25,69.4
Kearney Police Dept,KC Metro,2019,22,61.1
Kearney Police Dept,KC Metro,2020,17,47.2
Kearney Police Dept,KC Metro,2021,13,36.1
Kearney Police Dept,KC Metro,2022,23,63.9
Kearney Police Dept,KC Metro,2023,77,213.9
Kearney Police Dept,KC Metro,2024,98,272.2
Knob Noster Police Dept,KC Metro,2014,20,100.0
Knob Noster Police Dept,KC Metro,2015,21,105.0
Knob Noster Police Dept,KC Metro,2016,26,130.0
Knob Noster Police Dept,KC Metro,2017,51,255.0
Knob Noster Police Dept,KC Metro,2018,43,215.0
Knob Noster Police Dept,KC Metro,2019,48,240.0
Knob Noster Police Dept,KC Metro,2020,2,10.0
Knob Noster Police Dept,KC Metro,2021,57,285.0
Knob Noster Police Dept,KC Metro,2022,35,175.0
Knob Noster Police Dept,KC Metro,2024,47,235.0
Lafayette County Sheriff's Dept,KC Metro,2014,38,100.0
Lafayette County Sheriff's Dept,KC Metro,2015,45,118.4
Lafayette County Sheriff's Dept,KC Metro,2016,30,78.9
Lafayette County Sheriff's Dept,KC Metro,2017,79,207.9
Lafayette County Sheriff's Dept,KC Metro,2018,56,147.4
Lafayette County Sheriff's Dept,KC Metro,2019,68,178.9
Lafayette County Sheriff's Dept,KC Metro,2020,45,118.4
Lafayette County Sheriff's Dept,KC Metro,2021,55,144.7
Lafayette County Sheriff's Dept,KC Metro,2022,80,210.5
Lafayette County Sheriff's Dept,KC Metro,2023,101,265.8
Lafayette County Sheriff's Dept,KC Metro,2024,124,326.3
Lake Lotawana Police Dept,KC Metro,2014,16,100.0
Lake Lotawana Police Dept,KC Metro,2015,9,56.2
Lake Lotawana Police Dept,KC Metro,2016,7,43.8
Lake Lotawana Police Dept,KC Metro,2017,10,62.5
Lake Lotawana Police Dept,KC Metro,2018,12,75.0
Lake Lotawana Police Dept,KC Metro,2019,14,87.5
Lake Lotawana Police Dept,KC Metro,2020,29,181.2
Lake Lotawana Police Dept,KC Metro,2021,46,287.5
Lake Lotawana Police Dept,KC Metro,2022,25,156.2
Lake Lotawana Police Dept,KC Metro,2023,69,431.2
Lake Lotawana Police Dept,KC Metro,2024,46,287.5
Lake Tapawingo Police Dept,KC Metro,2014,11,100.0
Lake Tapawingo Police Dept,KC Metro,2015,4,36.4
Lake Tapawingo Police Dept,KC Metro,2016,4,36.4
Lake Tapawingo Police Dept,KC Metro,2017,13,118.2
Lake Tapawingo Police Dept,KC Metro,2018,29,263.6
Lake Tapawingo Police Dept,KC Metro,2019,32,290.9
Lake Tapawingo Police Dept,KC Metro,2020,30,272.7
Lake Tapawingo Police Dept,KC Metro,2021,29,263.6
Lake Tapawingo Police Dept,KC Metro,2022,7,63.6
Lake Tapawingo Police Dept,KC Metro,2023,16,145.5
Lake Tapawingo Police Dept,KC Metro,2024,9,81.8
Lee's Summit Police Dept,KC Metro,2014,185,100.0
Lee's Summit Police Dept,KC Metro,2015,149,80.5
Lee's Summit Police Dept,KC Metro,2016,168,90.8
Lee's Summit Police Dept,KC Metro,2017,162,87.6
Lee's Summit Police Dept,KC Metro,2018,181,97.8
Lee's Summit Police Dept,KC Metro,2019,152,82.2
Lee's Summit Police Dept,KC Metro,2020,52,28.1
Lee's Summit Police Dept,KC Metro,2021,65,35.1
Lee's Summit Police Dept,KC Metro,2022,200,108.1
Lee's Summit Police Dept,KC Metro,2023,285,154.1
Lee's Summit Police Dept,KC Metro,2024,418,225.9
Liberty Police Dept,KC Metro,2014,78,100.0
Liberty Police Dept,KC Metro,2015,65,83.3
Liberty Police Dept,KC Metro,2016,51,65.4
Liberty Police Dept,KC Metro,2017,48,61.5
Liberty Police Dept,KC Metro,2018,65,83.3
Liberty Police Dept,KC Metro,2019,50,64.1
Liberty Police Dept,KC Metro,2020,35,44.9
Liberty Police Dept,KC Metro,2021,37,47.4
Liberty Police Dept,KC Metro,2022,42,53.8
Liberty Police Dept,KC Metro,2023,84,107.7
Liberty Police Dept,KC Metro,2024,76,97.4
Lone Jack Police Dept,KC Metro,2014,75,100.0
Lone Jack Police Dept,KC Metro,2015,61,81.3
Lone Jack Police Dept,KC Metro,2016,61,81.3
Lone Jack Police Dept,KC Metro,2017,82,109.3
Lone Jack Police Dept,KC Metro,2018,63,84.0
Lone Jack Police Dept,KC Metro,2019,30,40.0
Lone Jack Police Dept,KC Metro,2020,10,13.3
Lone Jack Police Dept,KC Metro,2021,14,18.7
Lone Jack Police Dept,KC Metro,2022,1,1.3
Lone Jack Police Dept,KC Metro,2023,8,10.7
Lone Jack Police Dept,KC Metro,2024,10,13.3
Marshall Police Dept,KC Metro,2014,193,100.0
Marshall Police Dept,KC Metro,2015,249,129.0
Marshall Police Dept,KC Metro,2016,361,187.0
Marshall Police Dept,KC Metro,2017,213,110.4
Marshall Police Dept,KC Metro,2018,296,153.4
Marshall Police Dept,KC Metro,2019,309,160.1
Marshall Police Dept,KC Metro,2020,304,157.5
Marshall Police Dept,KC Metro,2021,325,168.4
Marshall Police Dept,KC Metro,2022,321,166.3
Marshall Police Dept,KC Metro,2023,291,150.8
Marshall Police Dept,KC Metro,2024,294,152.3
North Kansas City Police Dept,KC Metro,2014,356,100.0
North Kansas City Police Dept,KC Metro,2015,310,87.1
North Kansas City Police Dept,KC Metro,2016,375,105.3
North Kansas City Police Dept,KC Metro,2017,338,94.9
North Kansas City Police Dept,KC Metro,2018,387,108.7
North Kansas City Police Dept,KC Metro,2019,390,109.6
North Kansas City Police Dept,KC Metro,2020,379,106.5
North Kansas City Police Dept,KC Metro,2021,437,122.8
North Kansas City Police Dept,KC Metro,2022,541,152.0
North Kansas City Police Dept,KC Metro,2023,558,156.7
North Kansas City Police Dept,KC Metro,2024,508,142.7
Oak Grove Police Dept,KC Metro,2014,21,100.0
Oak Grove Police Dept,KC Metro,2015,25,119.0
Oak Grove Police Dept,KC Metro,2016,18,85.7
Oak Grove Police Dept,KC Metro,2017,10,47.6
Oak Grove Police Dept,KC Metro,2018,14,66.7
Oak Grove Police Dept,KC Metro,2019,7,33.3
Oak Grove Police Dept,KC Metro,2020,3,14.3
Oak Grove Police Dept,KC Metro,2021,5,23.8
Oak Grove Police Dept,KC Metro,2022,6,28.6
Oak Grove Police Dept,KC Metro,2023,5,23.8
Oak Grove Police Dept,KC Metro,2024,8,38.1
Peculiar Police Dept,KC Metro,2014,20,100.0
Peculiar Police Dept,KC Metro,2015,23,115.0
Peculiar Police Dept,KC Metro,2016,23,115.0
Peculiar Police Dept,KC Metro,2017,33,165.0
Peculiar Police Dept,KC Metro,2018,21,105.0
Peculiar Police Dept,KC Metro,2019,25,125.0
Peculiar Police Dept,KC Metro,2020,30,150.0
Peculiar Police Dept,KC Metro,2021,50,250.0
Peculiar Police Dept,KC Metro,2022,67,335.0
Peculiar Police Dept,KC Metro,2023,67,335.0
Peculiar Police Dept,KC Metro,2024,86,430.0
Pettis County Sheriff's Dept,KC Metro,2014,43,100.0
Pettis County Sheriff's Dept,KC Metro,2015,45,104.7
Pettis County Sheriff's Dept,KC Metro,2016,56,130.2
Pettis County Sheriff's Dept,KC Metro,2017,90,209.3
Pettis County Sheriff's Dept,KC Metro,2018,81,188.4
Pettis County Sheriff's Dept,KC Metro,2019,82,190.7
Pettis County Sheriff's Dept,KC Metro,2020,101,234.9
Pettis County Sheriff's Dept,KC Metro,2021,86,200.0
Pettis County Sheriff's Dept,KC Metro,2022,157,365.1
Pettis County Sheriff's Dept,KC Metro,2023,110,255.8
Pettis County Sheriff's Dept,KC Metro,2024,126,293.0
Platte City Police Dept,KC Metro,2014,43,100.0
Platte City Police Dept,KC Metro,2015,17,39.5
Platte City Police Dept,KC Metro,2016,17,39.5
Platte City Police Dept,KC Metro,2017,23,53.5
Platte City Police Dept,KC Metro,2018,27,62.8
Platte City Police Dept,KC Metro,2019,19,44.2
Platte City Police Dept,KC Metro,2020,17,39.5
Platte City Police Dept,KC Metro,2021,18,41.9
Platte City Police Dept,KC Metro,2022,14,32.6
Platte City Police Dept,KC Metro,2023,33,76.7
Platte City Police Dept,KC Metro,2024,34,79.1
Platte County Sheriff's Dept,KC Metro,2014,283,100.0
Platte County Sheriff's Dept,KC Metro,2015,354,125.1
Platte County Sheriff's Dept,KC Metro,2016,165,58.3
Platte County Sheriff's Dept,KC Metro,2017,199,70.3
Platte County Sheriff's Dept,KC Metro,2018,217,76.7
Platte County Sheriff's Dept,KC Metro,2019,241,85.2
Platte County Sheriff's Dept,KC Metro,2020,5,1.8
Platte County Sheriff's Dept,KC Metro,2021,2,0.7
Platte County Sheriff's Dept,KC Metro,2022,17,6.0
Platte County Sheriff's Dept,KC Metro,2023,17,6.0
Platte County Sheriff's Dept,KC Metro,2024,21,7.4
Pleasant Valley Police Dept,KC Metro,2014,114,100.0
Pleasant Valley Police Dept,KC Metro,2015,100,87.7
Pleasant Valley Police Dept,KC Metro,2016,90,78.9
Pleasant Valley Police Dept,KC Metro,2017,136,119.3
Pleasant Valley Police Dept,KC Metro,2018,194,170.2
Pleasant Valley Police Dept,KC Metro,2019,190,166.7
Pleasant Valley Police Dept,KC Metro,2020,86,75.4
Pleasant Valley Police Dept,KC Metro,2021,86,75.4
Pleasant Valley Police Dept,KC Metro,2022,138,121.1
Pleasant Valley Police Dept,KC Metro,2023,167,146.5
Pleasant Valley Police Dept,KC Metro,2024,148,129.8
Randolph Police Dept,KC Metro,2014,60,100.0
Randolph Police Dept,KC Metro,2015,64,106.7
Raymore Police Dept,KC Metro,2014,87,100.0
Raymore Police Dept,KC Metro,2015,87,100.0
Raymore Police Dept,KC Metro,2016,105,120.7
Raymore Police Dept,KC Metro,2017,122,140.2
Raymore Police Dept,KC Metro,2018,124,142.5
Raymore Police Dept,KC Metro,2019,176,202.3
Raymore Police Dept,KC Metro,2020,107,123.0
Raymore Police Dept,KC Metro,2021,89,102.3
Raymore Police Dept,KC Metro,2022,146,167.8
Raymore Police Dept,KC Metro,2023,184,211.5
Raymore Police Dept,KC Metro,2024,280,321.8
Raytown Police Dept,KC Metro,2014,195,100.0
Raytown Police Dept,KC Metro,2015,101,51.8
Raytown Police Dept,KC Metro,2016,129,66.2
Raytown Police Dept,KC Metro,2017,91,46.7
Raytown Police Dept,KC Metro,2018,33,16.9
Raytown Police Dept,KC Metro,2019,58,29.7
Raytown Police Dept,KC Metro,2020,55,28.2
Raytown Police Dept,KC Metro,2021,66,33.8
Raytown Police Dept,KC Metro,2022,48,24.6
Raytown Police Dept,KC Metro,2023,48,24.6
Raytown Police Dept,KC Metro,2024,25,12.8
Riverside Dept of Public Safety,KC Metro,2014,228,100.0
Riverside Dept of Public Safety,KC Metro,2015,157,68.9
Riverside Dept of Public Safety,KC Metro,2016,227,99.6
Saline County Sheriff's Dept,KC Metro,2014,21,100.0
Saline County Sheriff's Dept,KC Metro,2015,12,57.1
Saline County Sheriff's Dept,KC Metro,2016,32,152.4
Saline County Sheriff's Dept,KC Metro,2017,49,233.3
Saline County Sheriff's Dept,KC Metro,2018,25,119.0
Saline County Sheriff's Dept,KC Metro,2019,33,157.1
Saline County Sheriff's Dept,KC Metro,2020,35,166.7
Saline County Sheriff's Dept,KC Metro,2021,54,257.1
Saline County Sheriff's Dept,KC Metro,2022,40,190.5
Saline County Sheriff's Dept,KC Metro,2024,105,500.0
Sedalia Police Dept,KC Metro,2014,391,100.0
Sedalia Police Dept,KC Metro,2015,271,69.3
Sedalia Police Dept,KC Metro,2016,295,75.4
Sedalia Police Dept,KC Metro,2017,377,96.4
Sedalia Police Dept,KC Metro,2018,336,85.9
Sedalia Police Dept,KC Metro,2019,414,105.9
Sedalia Police Dept,KC Metro,2020,311,79.5
Sedalia Police Dept,KC Metro,2021,641,163.9
Sedalia Police Dept,KC Metro,2022,623,159.3
Sedalia Police Dept,KC Metro,2023,539,137.9
Sedalia Police Dept,KC Metro,2024,619,158.3
Smithville Police Dept,KC Metro,2014,41,100.0
Smithville Police Dept,KC Metro,2015,43,104.9
Smithville Police Dept,KC Metro,2016,52,126.8
Smithville Police Dept,KC Metro,2017,71,173.2
Smithville Police Dept,KC Metro,2018,53,129.3
Smithville Police Dept,KC Metro,2019,56,136.6
Smithville Police Dept,KC Metro,2020,14,34.1
Smithville Police Dept,KC Metro,2021,15,36.6
Smithville Police Dept,KC Metro,2022,9,22.0
Smithville Police Dept,KC Metro,2023,6,14.6
Smithville Police Dept,KC Metro,2024,4,9.8
Sugar Creek Police Dept,KC Metro,2014,42,100.0
Sugar Creek Police Dept,KC Metro,2015,82,195.2
Sugar Creek Police Dept,KC Metro,2016,79,188.1
Sugar Creek Police Dept,KC Metro,2017,78,185.7
Sugar Creek Police Dept,KC Metro,2018,53,126.2
Sugar Creek Police Dept,KC Metro,2019,79,188.1
Sugar Creek Police Dept,KC Metro,2020,21,50.0
Sugar Creek Police Dept,KC Metro,2021,13,31.0
Sugar Creek Police Dept,KC Metro,2022,23,54.8
Sugar Creek Police Dept,KC Metro,2024,108,257.1
Warrensburg Police Dept,KC Metro,2014,14,100.0
Warrensburg Police Dept,KC Metro,2015,21,150.0
Warrensburg Police Dept,KC Metro,2016,48,342.9
Warrensburg Police Dept,KC Metro,2017,54,385.7
Warrensburg Police Dept,KC Metro,2018,33,235.7
Warrensburg Police Dept,KC Metro,2019,68,485.7
Warrensburg Police Dept,KC Metro,2020,34,242.9
Warrensburg Police Dept,KC Metro,2021,50,357.1
Warrensburg Police Dept,KC Metro,2022,49,350.0
