Agency,Region,Year,Stops,Indexed
Warrensburg Police Dept,KC Metro,2023,60,428.6
Warrensburg Police Dept,KC Metro,2024,58,414.3
Weatherby Lake Police Dept,KC Metro,2014,19,100.0
Weatherby Lake Police Dept,KC Metro,2015,32,168.4
Weatherby Lake Police Dept,KC Metro,2016,41,215.8
Weatherby Lake Police Dept,KC Metro,2017,26,136.8
Weatherby Lake Police Dept,KC Metro,2018,32,168.4
Weatherby Lake Police Dept,KC Metro,2019,32,168.4
Weatherby Lake Police Dept,KC Metro,2020,28,147.4
Weatherby Lake Police Dept,KC Metro,2021,24,126.3
Weatherby Lake Police Dept,KC Metro,2022,1,5.3
Weatherby Lake Police Dept,KC Metro,2023,0,0.0
Weatherby Lake Police Dept,KC Metro,2024,100,526.3
Weston Police Dept,KC Metro,2014,16,100.0
Weston Police Dept,KC Metro,2015,14,87.5
Weston Police Dept,KC Metro,2016,15,93.8
Weston Police Dept,KC Metro,2017,12,75.0
Weston Police Dept,KC Metro,2018,15,93.8
Weston Police Dept,KC Metro,2019,11,68.8
Weston Police Dept,KC Metro,2020,2,12.5
Weston Police Dept,KC Metro,2021,4,25.0
Weston Police Dept,KC Metro,2022,7,43.8
Weston Police Dept,KC Metro,2023,0,0.0
Weston Police Dept,KC Metro,2024,4,25.0
Adair County Sheriff's Dept,Northeast,2014,15,100.0
Adair County Sheriff's Dept,Northeast,2015,13,86.7
Adair County Sheriff's Dept,Northeast,2016,15,100.0
Adair County Sheriff's Dept,Northeast,2017,17,113.3
Adair County Sheriff's Dept,Northeast,2018,14,93.3
Adair County Sheriff's Dept,Northeast,2019,26,173.3
Adair County Sheriff's Dept,Northeast,2020,7,46.7
Adair County Sheriff's Dept,Northeast,2021,27,180.0
Adair County Sheriff's Dept,Northeast,2022,5,33.3
Adair County Sheriff's Dept,Northeast,2023,8,53.3
Adair County Sheriff's Dept,Northeast,2024,7,46.7
Bowling Green Police Dept,Northeast,2014,55,100.0
Bowling Green Police Dept,Northeast,2015,9,16.4
Bowling Green Police Dept,Northeast,2016,10,18.2
Bowling Green Police Dept,Northeast,2017,7,12.7
Bowling Green Police Dept,Northeast,2018,10,18.2
Bowling Green Police Dept,Northeast,2019,5,9.1
Bowling Green Police Dept,Northeast,2020,9,16.4
Bowling Green Police Dept,Northeast,2021,9,16.4
Bowling Green Police Dept,Northeast,2022,14,25.5
Bowling Green Police Dept,Northeast,2023,29,52.7
Bowling Green Police Dept,Northeast,2024,46,83.6
Clark County Sheriff's Dept,Northeast,2014,14,100.0
Clark County Sheriff's Dept,Northeast,2015,19,135.7
Clark County Sheriff's Dept,Northeast,2016,15,107.1
Clark County Sheriff's Dept,Northeast,2017,12,85.7
Clark County Sheriff's Dept,Northeast,2018,6,42.9
Clark County Sheriff's Dept,Northeast,2019,32,228.6
Clark County Sheriff's Dept,Northeast,2020,45,321.4
Clark County Sheriff's Dept,Northeast,2021,42,300.0
Clark County Sheriff's Dept,Northeast,2022,19,135.7
Clark County Sheriff's Dept,Northeast,2023,13,92.9
Hannibal Police Dept,Northeast,2014,34,100.0
Hannibal Police Dept,Northeast,2015,57,167.6
Hannibal Police Dept,Northeast,2016,56,164.7
Hannibal Police Dept,Northeast,2017,50,147.1
Hannibal Police Dept,Northeast,2018,31,91.2
Hannibal Police Dept,Northeast,2019,64,188.2
Hannibal Police Dept,Northeast,2020,29,85.3
Hannibal Police Dept,Northeast,2021,27,79.4
Hannibal Police Dept,Northeast,2022,12,35.3
Hannibal Police Dept,Northeast,2023,53,155.9
Hannibal Police Dept,Northeast,2024,77,226.5
Kirksville Police Dept,Northeast,2014,23,100.0
Kirksville Police Dept,Northeast,2015,19,82.6
Kirksville Police Dept,Northeast,2016,26,113.0
Kirksville Police Dept,Northeast,2017,16,69.6
Kirksville Police Dept,Northeast,2018,18,78.3
Kirksville Police Dept,Northeast,2019,27,117.4
Kirksville Police Dept,Northeast,2020,22,95.7
Kirksville Police Dept,Northeast,2021,39,169.6
Kirksville Police Dept,Northeast,2022,26,113.0
Kirksville Police Dept,Northeast,2023,47,204.3
Kirksville Police Dept,Northeast,2024,43,187.0
Mexico Police Dept,Northeast,2014,37,100.0
Mexico Police Dept,Northeast,2015,35,94.6
Mexico Police Dept,Northeast,2016,33,89.2
Mexico Police Dept,Northeast,2017,38,102.7
Mexico Police Dept,Northeast,2018,32,86.5
Mexico Police Dept,Northeast,2019,44,118.9
Mexico Police Dept,Northeast,2020,61,164.9
Mexico Police Dept,Northeast,2021,43,116.2
Mexico Police Dept,Northeast,2022,27,73.0
Mexico Police Dept,Northeast,2023,33,89.2
Milan Police Dept,Northeast,2014,24,100.0
Milan Police Dept,Northeast,2015,22,91.7
Milan Police Dept,Northeast,2016,5,20.8
Milan Police Dept,Northeast,2017,28,116.7
Milan Police Dept,Northeast,2018,29,120.8
Milan Police Dept,Northeast,2019,41,170.8
Milan Police Dept,Northeast,2020,34,141.7
Milan Police Dept,Northeast,2021,38,158.3
Milan Police Dept,Northeast,2022,63,262.5
Milan Police Dept,Northeast,2023,23,95.8
Milan Police Dept,Northeast,2024,62,258.3
Moberly Police Dept,Northeast,2014,21,100.0
Moberly Police Dept,Northeast,2015,19,90.5
Moberly Police Dept,Northeast,2016,8,38.1
Moberly Police Dept,Northeast,2017,11,52.4
Moberly Police Dept,Northeast,2018,11,52.4
Moberly Police Dept,Northeast,2019,16,76.2
Moberly Police Dept,Northeast,2020,11,52.4
Moberly Police Dept,Northeast,2021,15,71.4
Moberly Police Dept,Northeast,2022,13,61.9
Moberly Police Dept,Northeast,2023,26,123.8
Moberly Police Dept,Northeast,2024,36,171.4
Pike County Sheriff's Dept,Northeast,2014,16,100.0
Pike County Sheriff's Dept,Northeast,2015,16,100.0
Pike County Sheriff's Dept,Northeast,2016,3,18.8
Pike County Sheriff's Dept,Northeast,2017,5,31.2
Pike County Sheriff's Dept,Northeast,2018,5,31.2
Pike County Sheriff's Dept,Northeast,2019,3,18.8
Pike County Sheriff's Dept,Northeast,2020,4,25.0
Pike County Sheriff's Dept,Northeast,2021,10,62.5
Pike County Sheriff's Dept,Northeast,2022,22,137.5
Pike County Sheriff's Dept,Northeast,2023,21,131.2
Pike County Sheriff's Dept,Northeast,2024,20,125.0
Andrew County Sheriff's Dept,Northwest,2014,10,100.0
Andrew County Sheriff's Dept,Northwest,2015,13,130.0
Andrew County Sheriff's Dept,Northwest,2016,13,130.0
Andrew County Sheriff's Dept,Northwest,2017,11,110.0
Andrew County Sheriff's Dept,Northwest,2018,4,40.0
Andrew County Sheriff's Dept,Northwest,2020,24,240.0
Andrew County Sheriff's Dept,Northwest,2021,39,390.0
Andrew County Sheriff's Dept,Northwest,2022,34,340.0
Andrew County Sheriff's Dept,Northwest,2023,25,250.0
Andrew County Sheriff's Dept,Northwest,2024,55,550.0
Buchanan County Sheriff's Dept,Northwest,2014,33,100.0
Buchanan County Sheriff's Dept,Northwest,2015,37,112.1
Buchanan County Sheriff's Dept,Northwest,2016,80,242.4
Buchanan County Sheriff's Dept,Northwest,2017,51,154.5
Buchanan County Sheriff's Dept,Northwest,2018,56,169.7
Buchanan County Sheriff's Dept,Northwest,2019,77,233.3
Buchanan County Sheriff's Dept,Northwest,2020,100,303.0
Buchanan County Sheriff's Dept,Northwest,2021,60,181.8
Buchanan County Sheriff's Dept,Northwest,2022,80,242.4
Buchanan County Sheriff's Dept,Northwest,2023,12,36.4
Buchanan County Sheriff's Dept,Northwest,2024,21,63.6
Chillicothe Police Dept,Northwest,2014,12,100.0
Chillicothe Police Dept,Northwest,2015,20,166.7
Chillicothe Police Dept,Northwest,2016,18,150.0
Chillicothe Police Dept,Northwest,2017,17,141.7
Chillicothe Police Dept,Northwest,2018,19,158.3
Chillicothe Police Dept,Northwest,2019,50,416.7
Chillicothe Police Dept,Northwest,2020,19,158.3
Chillicothe Police Dept,Northwest,2021,27,225.0
Chillicothe Police Dept,Northwest,2022,40,333.3
Chillicothe Police Dept,Northwest,2023,21,175.0
Chillicothe Police Dept,Northwest,2024,16,133.3
Maryville Dept of Public Safety,Northwest,2014,16,100.0
Maryville Dept of Public Safety,Northwest,2015,29,181.2
Maryville Dept of Public Safety,Northwest,2016,32,200.0
Maryville Dept of Public Safety,Northwest,2017,25,156.2
Maryville Dept of Public Safety,Northwest,2018,19,118.8
Maryville Dept of Public Safety,Northwest,2019,63,393.8
Maryville Dept of Public Safety,Northwest,2020,41,256.2
Maryville Dept of Public Safety,Northwest,2021,42,262.5
Maryville Dept of Public Safety,Northwest,2022,66,412.5
Maryville Dept of Public Safety,Northwest,2023,39,243.8
Maryville Dept of Public Safety,Northwest,2024,30,187.5
St Joseph Police Dept,Northwest,2014,508,100.0
St Joseph Police Dept,Northwest,2015,544,107.1
St Joseph Police Dept,Northwest,2016,524,103.1
St Joseph Police Dept,Northwest,2017,353,69.5
St Joseph Police Dept,Northwest,2018,552,108.7
St Joseph Police Dept,Northwest,2019,645,127.0
St Joseph Police Dept,Northwest,2020,471,92.7
St Joseph Police Dept,Northwest,2021,405,79.7
St Joseph Police Dept,Northwest,2022,407,80.1
St Joseph Police Dept,Northwest,2023,559,110.0
St Joseph Police Dept,Northwest,2024,813,160.0
Arbyrd Police Dept,Other,2014,30,100.0
Arbyrd Police Dept,Other,2015,14,46.7
Arbyrd Police Dept,Other,2016,6,20.0
Arbyrd Police Dept,Other,2017,13,43.3
Arbyrd Police Dept,Other,2018,7,23.3
Arbyrd Police Dept,Other,2019,13,43.3
Arbyrd Police Dept,Other,2020,12,40.0
Arbyrd Police Dept,Other,2021,13,43.3
Arbyrd Police Dept,Other,2022,21,70.0
Arbyrd Police Dept,Other,2024,3,10.0
Benton County Sheriff's Dept,Other,2014,12,100.0
Benton County Sheriff's Dept,Other,2015,15,125.0
Benton County Sheriff's Dept,Other,2016,13,108.3
Benton County Sheriff's Dept,Other,2017,24,200.0
Benton County Sheriff's Dept,Other,2018,16,133.3
Benton County Sheriff's Dept,Other,2019,14,116.7
Benton County Sheriff's Dept,Other,2020,8,66.7
Benton County Sheriff's Dept,Other,2021,6,50.0
Benton County Sheriff's Dept,Other,2022,9,75.0
Benton County Sheriff's Dept,Other,2023,9,75.0
Benton County Sheriff's Dept,Other,2024,27,225.0
Bourbon - Dept of Public Safety,Other,2014,36,100.0
Bourbon - Dept of Public Safety,Other,2015,0,0.0
Bourbon - Dept of Public Safety,Other,2016,3,8.3
Bourbon - Dept of Public Safety,Other,2017,7,19.4
Bourbon - Dept of Public Safety,Other,2018,7,19.4
Bourbon - Dept of Public Safety,Other,2019,5,13.9
Camden County Sheriff's Office,Other,2014,18,100.0
Camden County Sheriff's Office,Other,2015,25,138.9
Camden County Sheriff's Office,Other,2016,23,127.8
Camden County Sheriff's Office,Other,2017,35,194.4
Camden County Sheriff's Office,Other,2018,33,183.3
Camden County Sheriff's Office,Other,2019,28,155.6
Cape Girardeau Co Sheriff's Dept,Other,2014,17,100.0
Cape Girardeau Co Sheriff's Dept,Other,2015,5,29.4
Cape Girardeau Co Sheriff's Dept,Other,2016,12,70.6
Cape Girardeau Co Sheriff's Dept,Other,2017,18,105.9
Cape Girardeau Co Sheriff's Dept,Other,2018,20,117.6
Cape Girardeau Co Sheriff's Dept,Other,2019,25,147.1
Cape Girardeau Co Sheriff's Dept,Other,2020,4,23.5
Cape Girardeau Co Sheriff's Dept,Other,2021,30,176.5
Cape Girardeau Co Sheriff's Dept,Other,2022,44,258.8
Cape Girardeau Co Sheriff's Dept,Other,2023,49,288.2
Cape Girardeau Co Sheriff's Dept,Other,2024,166,976.5
Cass County Sheriff's Office,Other,2014,54,100.0
Cass County Sheriff's Office,Other,2015,64,118.5
Cass County Sheriff's Office,Other,2016,78,144.4
Cass County Sheriff's Office,Other,2017,60,111.1
Cass County Sheriff's Office,Other,2018,54,100.0
Cass County Sheriff's Office,Other,2019,56,103.7
Clarkton Police Dept,Other,2014,20,100.0
Clarkton Police Dept,Other,2015,7,35.0
Clarkton Police Dept,Other,2016,7,35.0
Clarkton Police Dept,Other,2017,13,65.0
Clarkton Police Dept,Other,2018,6,30.0
Clarkton Police Dept,Other,2019,5,25.0
Clarkton Police Dept,Other,2020,4,20.0
Clarkton Police Dept,Other,2021,1,5.0
Clarkton Police Dept,Other,2022,2,10.0
Clarkton Police Dept,Other,2023,0,0.0
Clarkton Police Dept,Other,2024,8,40.0
Cottleville Police Dept,Other,2014,31,100.0
Cottleville Police Dept,Other,2015,24,77.4
Cottleville Police Dept,Other,2016,38,122.6
Cottleville Police Dept,Other,2017,18,58.1
Cottleville Police Dept,Other,2018,29,93.5
Cottleville Police Dept,Other,2019,24,77.4
Cottleville Police Dept,Other,2020,59,190.3
Cottleville Police Dept,Other,2021,62,200.0
Cottleville Police Dept,Other,2022,38,122.6
Cottleville Police Dept,Other,2023,47,151.6
Cottleville Police Dept,Other,2024,63,203.2
Crocker Police Dept,Other,2014,10,100.0
Crocker Police Dept,Other,2015,6,60.0
Crocker Police Dept,Other,2016,7,70.0
Crocker Police Dept,Other,2017,6,60.0
Crocker Police Dept,Other,2018,22,220.0
Crocker Police Dept,Other,2019,10,100.0
Crocker Police Dept,Other,2020,8,80.0
Crocker Police Dept,Other,2022,16,160.0
Crocker Police Dept,Other,2023,11,110.0
Crocker Police Dept,Other,2024,16,160.0
Diamond Police Dept,Other,2014,60,100.0
Diamond Police Dept,Other,2015,53,88.3
Diamond Police Dept,Other,2016,29,48.3
Diamond Police Dept,Other,2017,12,20.0
Diamond Police Dept,Other,2018,32,53.3
Diamond Police Dept,Other,2019,24,40.0
Diamond Police Dept,Other,2020,16,26.7
Diamond Police Dept,Other,2021,6,10.0
Diamond Police Dept,Other,2022,71,118.3
Diamond Police Dept,Other,2023,109,181.7
Diamond Police Dept,Other,2024,110,183.3
Doolittle Police Dept,Other,2014,15,100.0
Doolittle Police Dept,Other,2015,25,166.7
Doolittle Police Dept,Other,2016,24,160.0
Doolittle Police Dept,Other,2017,40,266.7
Doolittle Police Dept,Other,2018,25,166.7
Doolittle Police Dept,Other,2019,55,366.7
Doolittle Police Dept,Other,2020,21,140.0
Doolittle Police Dept,Other,2022,56,373.3
Doolittle Police Dept,Other,2023,35,233.3
Doolittle Police Dept,Other,2024,25,166.7
Duenweg Police Dept,Other,2014,13,100.0
Duenweg Police Dept,Other,2015,7,53.8
Duenweg Police Dept,Other,2016,26,200.0
Duenweg Police Dept,Other,2017,34,261.5
Duenweg Police Dept,Other,2018,24,184.6
Duenweg Police Dept,Other,2019,26,200.0
Duenweg Police Dept,Other,2020,14,107.7
Duenweg Police Dept,Other,2021,22,169.2
Duenweg Police Dept,Other,2022,10,76.9
Duenweg Police Dept,Other,2024,44,338.5
Duquesne Police Dept,Other,2014,72,100.0
Duquesne Police Dept,Other,2015,50,69.4
Duquesne Police Dept,Other,2016,59,81.9
Duquesne Police Dept,Other,2017,44,61.1
Duquesne Police Dept,Other,2018,28,38.9
Duquesne Police Dept,Other,2019,51,70.8
Duquesne Police Dept,Other,2020,42,58.3
Duquesne Police Dept,Other,2021,27,37.5
Duquesne Police Dept,Other,2022,36,50.0
Duquesne Police Dept,Other,2023,77,106.9
Duquesne Police Dept,Other,2024,93,129.2
Ferrelview Police Dept,Other,2014,12,100.0
Ferrelview Police Dept,Other,2015,2,16.7
Ferrelview Police Dept,Other,2016,26,216.7
Ferrelview Police Dept,Other,2017,5,41.7
Ferrelview Police Dept,Other,2018,1,8.3
Ferrelview Police Dept,Other,2019,13,108.3
Ferrelview Police Dept,Other,2020,6,50.0
Ferrelview Police Dept,Other,2022,13,108.3
Foley Police Dept,Other,2014,12,100.0
Foley Police Dept,Other,2015,4,33.3
Foley Police Dept,Other,2016,3,25.0
Foley Police Dept,Other,2020,2,16.7
Foley Police Dept,Other,2022,1,8.3
Foley Police Dept,Other,2024,2,16.7
Goodman Police Dept,Other,2014,17,100.0
Goodman Police Dept,Other,2015,11,64.7
Goodman Police Dept,Other,2016,3,17.6
Goodman Police Dept,Other,2017,13,76.5
Goodman Police Dept,Other,2018,7,41.2
Goodman Police Dept,Other,2019,10,58.8
Goodman Police Dept,Other,2023,47,276.5
Goodman Police Dept,Other,2024,59,347.1
Gower Police Dept,Other,2014,15,100.0
Gower Police Dept,Other,2015,20,133.3
Gower Police Dept,Other,2016,14,93.3
Gower Police Dept,Other,2017,14,93.3
Gower Police Dept,Other,2018,28,186.7
Gower Police Dept,Other,2019,7,46.7
Gower Police Dept,Other,2020,21,140.0
Gower Police Dept,Other,2021,25,166.7
Gower Police Dept,Other,2022,15,100.0
Gower Police Dept,Other,2023,24,160.0
Gower Police Dept,Other,2024,13,86.7
Indian Point Police Dept,Other,2014,14,100.0
Indian Point Police Dept,Other,2015,23,164.3
Indian Point Police Dept,Other,2016,17,121.4
Indian Point Police Dept,Other,2017,19,135.7
Indian Point Police Dept,Other,2018,20,142.9
Indian Point Police Dept,Other,2019,8,57.1
Indian Point Police Dept,Other,2020,26,185.7
Indian Point Police Dept,Other,2023,0,0.0
Indian Point Police Dept,Other,2024,3,21.4
Kansas City Int'l Airport PD,Other,2014,24,100.0
LaMonte Police Dept,Other,2014,31,100.0
LaMonte Police Dept,Other,2015,95,306.5
LaMonte Police Dept,Other,2016,85,274.2
Lake Ozark Police Dept,Other,2014,17,100.0
Lake Ozark Police Dept,Other,2015,22,129.4
Lake Ozark Police Dept,Other,2016,32,188.2
Lake Ozark Police Dept,Other,2017,21,123.5
Lake Ozark Police Dept,Other,2018,43,252.9
Lake Ozark Police Dept,Other,2019,30,176.5
Lake Ozark Police Dept,Other,2020,37,217.6
Lake Ozark Police Dept,Other,2021,37,217.6
Lake Ozark Police Dept,Other,2022,69,405.9
Lake Ozark Police Dept,Other,2023,20,117.6
Lake Ozark Police Dept,Other,2024,45,264.7
Lake Waukomis Police Dept,Other,2014,17,100.0
Lake Waukomis Police Dept,Other,2015,12,70.6
Lake Waukomis Police Dept,Other,2016,4,23.5
Lake Waukomis Police Dept,Other,2017,6,35.3
Lake Waukomis Police Dept,Other,2018,2,11.8
Lake Waukomis Police Dept,Other,2019,3,17.6
Lake Winnebago Police Dept,Other,2014,41,100.0
Lake Winnebago Police Dept,Other,2015,30,73.2
Lake Winnebago Police Dept,Other,2016,41,100.0
Lake Winnebago Police Dept,Other,2017,56,136.6
Lake Winnebago Police Dept,Other,2018,49,119.5
Lake Winnebago Police Dept,Other,2019,93,226.8
Lake Winnebago Police Dept,Other,2020,58,141.5
Lake Winnebago Police Dept,Other,2022,0,0.0
Lake Winnebago Police Dept,Other,2023,5,12.2
Lambert Airport Police Dept,Other,2014,12,100.0
Lambert Airport Police Dept,Other,2015,21,175.0
Lambert Airport Police Dept,Other,2016,8,66.7
Lambert Airport Police Dept,Other,2017,6,50.0
Lambert Airport Police Dept,Other,2018,1,8.3
Lambert Airport Police Dept,Other,2019,13,108.3
Lambert Airport Police Dept,Other,2020,5,41.7
Lambert Airport Police Dept,Other,2021,2,16.7
Lambert Airport Police Dept,Other,2023,1,8.3
Lanagan Police Dept,Other,2014,33,100.0
Lanagan Police Dept,Other,2015,28,84.8
Lanagan Police Dept,Other,2016,62,187.9
Lanagan Police Dept,Other,2017,87,263.6
Lanagan Police Dept,Other,2018,76,230.3
Lanagan Police Dept,Other,2019,51,154.5
Lanagan Police Dept,Other,2020,42,127.3
Lanagan Police Dept,Other,2022,3,9.1
Lawson Police Dept,Other,2014,13,100.0
Lawson Police Dept,Other,2015,8,61.5
Lawson Police Dept,Other,2016,2,15.4
Lawson Police Dept,Other,2017,4,30.8
Lawson Police Dept,Other,2018,1,7.7
Lawson Police Dept,Other,2019,14,107.7
Lawson Police Dept,Other,2020,17,130.8
Lawson Police Dept,Other,2021,19,146.2
Lawson Police Dept,Other,2022,12,92.3
Lawson Police Dept,Other,2023,23,176.9
Lawson Police Dept,Other,2024,23,176.9
Leadington Police Dept,Other,2014,13,100.0
Leadington Police Dept,Other,2015,4,30.8
Leadington Police Dept,Other,2016,3,23.1
Leadington Police Dept,Other,2017,5,38.5
Leadington Police Dept,Other,2019,9,69.2
Leadington Police Dept,Other,2020,6,46.2
Leadington Police Dept,Other,2021,4,30.8
Leadington Police Dept,Other,2024,11,84.6
Lowry City Police Dept,Other,2014,20,100.0
Lowry City Police Dept,Other,2018,1,5.0
Lowry City Police Dept,Other,2020,2,10.0
Lowry City Police Dept,Other,2021,6,30.0
Macon Police Dept,Other,2014,26,100.0
Macon Police Dept,Other,2015,75,288.5
Macon Police Dept,Other,2016,72,276.9
Macon Police Dept,Other,2017,49,188.5
Macon Police Dept,Other,2018,57,219.2
Macon Police Dept,Other,2019,47,180.8
Macon Police Dept,Other,2020,39,150.0
Macon Police Dept,Other,2021,30,115.4
Macon Police Dept,Other,2022,68,261.5
Macon Police Dept,Other,2023,49,188.5
Macon Police Dept,Other,2024,47,180.8
Marionville Police Dept,Other,2014,16,100.0
Marionville Police Dept,Other,2015,11,68.8
Marionville Police Dept,Other,2016,7,43.8
Marionville Police Dept,Other,2017,10,62.5
Marionville Police Dept,Other,2018,17,106.2
Marionville Police Dept,Other,2019,5,31.2
Marionville Police Dept,Other,2020,24,150.0
Marionville Police Dept,Other,2021,2,12.5
Marionville Police Dept,Other,2022,19,118.8
Marionville Police Dept,Other,2023,20,125.0
Marionville Police Dept,Other,2024,7,43.8
Miner Police Dept,Other,2014,21,100.0
Miner Police Dept,Other,2015,19,90.5
Miner Police Dept,Other,2016,16,76.2
Miner Police Dept,Other,2017,30,142.9
Miner Police Dept,Other,2018,45,214.3
Miner Police Dept,Other,2019,20,95.2
Miner Police Dept,Other,2020,21,100.0
Miner Police Dept,Other,2022,23,109.5
Miner Police Dept,Other,2023,21,100.0
Miner Police Dept,Other,2024,31,147.6
Missouri Dept Ntl Res-Park Ranger,Other,2014,29,100.0
Monroe City Police Dept,Other,2014,26,100.0
Monroe City Police Dept,Other,2015,29,111.5
Monroe City Police Dept,Other,2016,33,126.9
Monroe City Police Dept,Other,2017,14,53.8
Monroe City Police Dept,Other,2018,10,38.5
Monroe City Police Dept,Other,2019,1,3.8
Monroe City Police Dept,Other,2020,6,23.1
Monroe City Police Dept,Other,2021,9,34.6
Monroe City Police Dept,Other,2022,34,130.8
Monroe City Police Dept,Other,2023,43,165.4
Monroe City Police Dept,Other,2024,17,65.4
Mosby Police Dept,Other,2014,24,100.0
Moscow Mills Police Dept,Other,2014,29,100.0
Moscow Mills Police Dept,Other,2015,18,62.1
Moscow Mills Police Dept,Other,2016,15,51.7
Moscow Mills Police Dept,Other,2017,15,51.7
Moscow Mills Police Dept,Other,2018,18,62.1
Moscow Mills Police Dept,Other,2019,16,55.2
Moscow Mills Police Dept,Other,2020,22,75.9
Moscow Mills Police Dept,Other,2021,11,37.9
Moscow Mills Police Dept,Other,2022,6,20.7
Moscow Mills Police Dept,Other,2023,8,27.6
Moscow Mills Police Dept,Other,2024,0,0.0
New Haven Police Dept,Other,2014,10,100.0
New Haven Police Dept,Other,2015,13,130.0
New Haven Police Dept,Other,2016,13,130.0
New Haven Police Dept,Other,2017,11,110.0
New Haven Police Dept,Other,2018,5,50.0
New Haven Police Dept,Other,2019,13,130.0
New Haven Police Dept,Other,2020,20,200.0
New Haven Police Dept,Other,2021,23,230.0
New Haven Police Dept,Other,2022,20,200.0
New Haven Police Dept,Other,2024,0,0.0
Northmoor Police Dept,Other,2014,10,100.0
Northmoor Police Dept,Other,2015,21,210.0
Northmoor Police Dept,Other,2016,16,160.0
Northmoor Police Dept,Other,2017,22,220.0
Northmoor Police Dept,Other,2018,17,170.0
Northmoor Police Dept,Other,2019,14,140.0
Northmoor Police Dept,Other,2020,32,320.0
Northmoor Police Dept,Other,2021,59,590.0
Northmoor Police Dept,Other,2022,53,530.0
Northmoor Police Dept,Other,2023,41,410.0
Oakview Police Dept,Other,2014,64,100.0
Oakview Police Dept,Other,2015,33,51.6
Oakview Police Dept,Other,2016,21,32.8
Oakview Police Dept,Other,2017,20,31.2
Oakview Police Dept,Other,2018,42,65.6
Oakview Police Dept,Other,2019,34,53.1
Oakview Police Dept,Other,2020,15,23.4
Oakview Police Dept,Other,2021,57,89.1
Oakview Police Dept,Other,2022,2,3.1
Oakview Police Dept,Other,2023,4,6.2
Oronogo Police Dept,Other,2014,29,100.0
Oronogo Police Dept,Other,2015,46,158.6
Oronogo Police Dept,Other,2016,28,96.6
Oronogo Police Dept,Other,2017,19,65.5
Oronogo Police Dept,Other,2018,34,117.2
Oronogo Police Dept,Other,2019,58,200.0
Oronogo Police Dept,Other,2020,55,189.7
Oronogo Police Dept,Other,2021,81,279.3
Oronogo Police Dept,Other,2022,125,431.0
Oronogo Police Dept,Other,2023,74,255.2
Oronogo Police Dept,Other,2024,48,165.5
Osage Beach Police Dept,Other,2014,31,100.0
Osage Beach Police Dept,Other,2015,32,103.2
Osage Beach Police Dept,Other,2016,34,109.7
Osage Beach Police Dept,Other,2017,34,109.7
Osage Beach Police Dept,Other,2018,35,112.9
Osage Beach Police Dept,Other,2019,26,83.9
Osage Beach Police Dept,Other,2020,12,38.7
Osage Beach Police Dept,Other,2021,11,35.5
Osage Beach Police Dept,Other,2022,17,54.8
Osage Beach Police Dept,Other,2023,36,116.1
Osage Beach Police Dept,Other,2024,48,154.8
Osceola Police Dept,Other,2014,14,100.0
Osceola Police Dept,Other,2015,21,150.0
Osceola Police Dept,Other,2016,16,114.3
Osceola Police Dept,Other,2017,39,278.6
Osceola Police Dept,Other,2018,6,42.9
Osceola Police Dept,Other,2019,13,92.9
Osceola Police Dept,Other,2020,13,92.9
Osceola Police Dept,Other,2021,14,100.0
Osceola Police Dept,Other,2023,26,185.7
Osceola Police Dept,Other,2024,26,185.7
Palmyra Police Dept,Other,2014,26,100.0
Palmyra Police Dept,Other,2015,41,157.7
Palmyra Police Dept,Other,2016,38,146.2
Palmyra Police Dept,Other,2017,37,142.3
Palmyra Police Dept,Other,2018,45,173.1
Palmyra Police Dept,Other,2019,42,161.5
Palmyra Police Dept,Other,2020,48,184.6
Palmyra Police Dept,Other,2021,30,115.4
Palmyra Police Dept,Other,2022,50,192.3
Palmyra Police Dept,Other,2023,54,207.7
Palmyra Police Dept,Other,2024,74,284.6
Parkville Police Dept,Other,2014,74,100.0
Parkville Police Dept,Other,2015,97,131.1
Parkville Police Dept,Other,2016,76,102.7
Parkville Police Dept,Other,2017,94,127.0
Parkville Police Dept,Other,2018,83,112.2
Parkville Police Dept,Other,2019,118,159.5
Parkville Police Dept,Other,2020,49,66.2
Parkville Police Dept,Other,2021,79,106.8
Parkville Police Dept,Other,2022,70,94.6
Parkville Police Dept,Other,2023,57,77.0
Parkville Police Dept,Other,2024,88,118.9
Parma Police Dept,Other,2014,10,100.0
Parma Police Dept,Other,2020,0,0.0
Pierce City Police Dept,Other,2014,12,100.0
Pierce City Police Dept,Other,2015,9,75.0
Pierce City Police Dept,Other,2016,11,91.7
Pierce City Police Dept,Other,2017,15,125.0
Pierce City Police Dept,Other,2018,26,216.7
Pierce City Police Dept,Other,2019,41,341.7
Pierce City Police Dept,Other,2020,11,91.7
Pierce City Police Dept,Other,2021,10,83.3
Pierce City Police Dept,Other,2022,9,75.0
Pierce City Police Dept,Other,2023,15,125.0
Pierce City Police Dept,Other,2024,29,241.7
Platte Woods Police Dept,Other,2014,33,100.0
Platte Woods Police Dept,Other,2015,33,100.0
Platte Woods Police Dept,Other,2016,36,109.1
Platte Woods Police Dept,Other,2017,17,51.5
Platte Woods Police Dept,Other,2018,45,136.4
Platte Woods Police Dept,Other,2019,52,157.6
Platte Woods Police Dept,Other,2020,14,42.4
Platte Woods Police Dept,Other,2021,32,97.0
Platte Woods Police Dept,Other,2022,4,12.1
Platte Woods Police Dept,Other,2024,9,27.3
Purdy Police Dept,Other,2014,25,100.0
