row_key,agency,Total,White,Black,Hispanic,Asian,Am. Indian,Other,year,checked
vehicle-stop-stats--stop-outcome--citation,Dardenne Prairie Police Dept,1277,1124,72,35,16,2,28,2015,1
search-stats--probable-cause-authority-to-search--consent,Dardenne Prairie Police Dept,12,11,1,0,0,0,0,2015,1
search-stats--contraband-found--drugs-alcohol,Dardenne Prairie Police Dept,7,7,0,0,0,0,0,2015,1
search-stats--arrest-charge--drug-violation,Dardenne Prairie Police Dept,0,0,0,0,0,0,0,2015,1
key-indicators--stops,Desloge Police Dept,744,725,13,6,0,0,0,2015,1
key-indicators--arrests,Desloge Police Dept,126,121,0,5,0,0,0,2015,1
vehicle-stop-stats--reason-for-stop--moving,Desloge Police Dept,421,410,7,4,0,0,0,2015,1
vehicle-stop-stats--stop-outcome--citation,Desloge Police Dept,186,180,1,5,0,0,0,2015,1
search-stats--probable-cause-authority-to-search--consent,Desloge Police Dept,150,146,2,2,0,0,0,2015,1
search-stats--contraband-found--drugs-alcohol,Desloge Police Dept,107,101,1,5,0,0,0,2015,1
search-stats--arrest-charge--drug-violation,Desloge Police Dept,52,51,0,1,0,0,0,2015,1
key-indicators--stops,Duenweg Police Dept,237,212,9,7,6,0,3,2015,1
key-indicators--arrests,Duenweg Police Dept,4,3,1,0,0,0,0,2015,1
vehicle-stop-stats--reason-for-stop--moving,Duenweg Police Dept,168,150,8,4,5,0,1,2015,1
vehicle-stop-stats--stop-outcome--citation,Duenweg Police Dept,82,71,4,3,3,0,1,2015,1
search-stats--probable-cause-authority-to-search--consent,Duenweg Police Dept,2,2,0,0,0,0,0,2015,1
search-stats--contraband-found--drugs-alcohol,Duenweg Police Dept,3,3,0,0,0,0,0,2015,1
search-stats--arrest-charge--drug-violation,Duenweg Police Dept,0,0,0,0,0,0,0,2015,1
key-indicators--stops,Edmundson Police Dept,1267,629,541,42,21,0,34,2015,1
key-indicators--arrests,Edmundson Police Dept,35,9,26,0,0,0,0,2015,1
vehicle-stop-stats--reason-for-stop--moving,Edmundson Police Dept,885,440,361,37,20,0,27,2015,1
vehicle-stop-stats--stop-outcome--citation,Edmundson Police Dept,1178,580,506,40,20,0,32,2015,1
search-stats--probable-cause-authority-to-search--consent,Edmundson Police Dept,2,1,1,0,0,0,0,2015,1
search-stats--contraband-found--drugs-alcohol,Edmundson Police Dept,3,1,2,0,0,0,0,2015,1
search-stats--arrest-charge--drug-violation,Edmundson Police Dept,1,0,1,0,0,0,0,2015,1
key-indicators--stops,Essex Police Dept,55,52,1,2,0,0,0,2015,1
key-indicators--arrests,Essex Police Dept,3,3,0,0,0,0,0,2015,1
vehicle-stop-stats--reason-for-stop--moving,Essex Police Dept,31,30,0,1,0,0,0,2015,1
vehicle-stop-stats--stop-outcome--citation,Essex Police Dept,28,26,0,2,0,0,0,2015,1
search-stats--probable-cause-authority-to-search--consent,Essex Police Dept,1,1,0,0,0,0,0,2015,1
search-stats--contraband-found--drugs-alcohol,Essex Police Dept,0,0,0,0,0,0,0,2015,1
search-stats--arrest-charge--drug-violation,Essex Police Dept,0,0,0,0,0,0,0,2015,1
key-indicators--stops,Farber Police Dept,2,2,0,0,0,0,0,2015,1
key-indicators--arrests,Farber Police Dept,0,0,0,0,0,0,0,2015,1
vehicle-stop-stats--reason-for-stop--moving,Farber Police Dept,2,2,0,0,0,0,0,2015,1
vehicle-stop-stats--stop-outcome--citation,Farber Police Dept,0,0,0,0,0,0,0,2015,1
search-stats--probable-cause-authority-to-search--consent,Farber Police Dept,0,0,0,0,0,0,0,2015,1
search-stats--contraband-found--drugs-alcohol,Farber Police Dept,0,0,0,0,0,0,0,2015,1
search-stats--arrest-charge--drug-violation,Farber Police Dept,0,0,0,0,0,0,0,2015,1
key-indicators--stops,Florissant Police Dept,7047,1739,5240,24,10,6,28,2015,1
key-indicators--arrests,Florissant Police Dept,267,60,206,0,0,0,1,2015,1
vehicle-stop-stats--reason-for-stop--moving,Florissant Police Dept,2437,716,1696,10,7,0,8,2015,1
vehicle-stop-stats--stop-outcome--citation,Florissant Police Dept,5145,1276,3838,1,7,2,21,2015,1
search-stats--probable-cause-authority-to-search--consent,Florissant Police Dept,157,68,88,1,0,0,0,2015,1
search-stats--contraband-found--drugs-alcohol,Florissant Police Dept,90,26,64,0,0,0,0,2015,1
search-stats--arrest-charge--drug-violation,Florissant Police Dept,51,17,34,0,0,0,0,2015,1
key-indicators--stops,Freeman Police Dept,42,41,0,1,0,0,0,2015,1
key-indicators--arrests,Freeman Police Dept,0,0,0,0,0,0,0,2015,1
vehicle-stop-stats--reason-for-stop--moving,Freeman Police Dept,31,30,0,1,0,0,0,2015,1
vehicle-stop-stats--stop-outcome--citation,Freeman Police Dept,25,24,0,1,0,0,0,2015,1
search-stats--probable-cause-authority-to-search--consent,Freeman Police Dept,0,0,0,0,0,0,0,2015,1
search-stats--contraband-found--drugs-alcohol,Freeman Police Dept,0,0,0,0,0,0,0,2015,1
search-stats--arrest-charge--drug-violation,Freeman Police Dept,0,0,0,0,0,0,0,2015,1
key-indicators--stops,Gerald Police Dept,901,866,20,2,12,0,1,2015,1
key-indicators--arrests,Gerald Police Dept,33,30,2,1,0,0,0,2015,1
vehicle-stop-stats--reason-for-stop--moving,Gerald Police Dept,462,439,12,2,8,0,1,2015,1
vehicle-stop-stats--stop-outcome--citation,Gerald Police Dept,406,388,7,1,9,0,1,2015,1
search-stats--probable-cause-authority-to-search--consent,Gerald Police Dept,16,14,1,1,0,0,0,2015,1
search-stats--contraband-found--drugs-alcohol,Gerald Police Dept,10,9,1,0,0,0,0,2015,1
search-stats--arrest-charge--drug-violation,Gerald Police Dept,6,5,1,0,0,0,0,2015,1
key-indicators--stops,Grain Valley Police Dept,1153,1078,43,14,6,2,10,2015,1
key-indicators--arrests,Grain Valley Police Dept,81,75,5,1,0,0,0,2015,1
vehicle-stop-stats--reason-for-stop--moving,Grain Valley Police Dept,784,730,29,12,6,2,5,2015,1
vehicle-stop-stats--stop-outcome--citation,Grain Valley Police Dept,643,602,24,9,4,0,4,2015,1
search-stats--probable-cause-authority-to-search--consent,Grain Valley Police Dept,19,16,3,0,0,0,0,2015,1
search-stats--contraband-found--drugs-alcohol,Grain Valley Police Dept,20,17,2,1,0,0,0,2015,1
search-stats--arrest-charge--drug-violation,Grain Valley Police Dept,16,14,1,1,0,0,0,2015,1
key-indicators--stops,Greenville Police Dept,195,181,13,1,0,0,0,2015,1
key-indicators--arrests,Greenville Police Dept,7,5,2,0,0,0,0,2015,1
vehicle-stop-stats--reason-for-stop--moving,Greenville Police Dept,145,131,13,1,0,0,0,2015,1
vehicle-stop-stats--stop-outcome--citation,Greenville Police Dept,77,67,10,0,0,0,0,2015,1
search-stats--probable-cause-authority-to-search--consent,Greenville Police Dept,8,7,1,0,0,0,0,2015,1
search-stats--contraband-found--drugs-alcohol,Greenville Police Dept,1,0,1,0,0,0,0,2015,1
search-stats--arrest-charge--drug-violation,Greenville Police Dept,2,0,2,0,0,0,0,2015,1
key-indicators--stops,Hartville Police Dept,256,255,0,1,0,0,0,2015,1
key-indicators--arrests,Hartville Police Dept,4,4,0,0,0,0,0,2015,1
vehicle-stop-stats--reason-for-stop--moving,Hartville Police Dept,157,156,0,1,0,0,0,2015,1
vehicle-stop-stats--stop-outcome--citation,Hartville Police Dept,110,109,0,1,0,0,0,2015,1
search-stats--probable-cause-authority-to-search--consent,Hartville Police Dept,4,4,0,0,0,0,0,2015,1
search-stats--contraband-found--drugs-alcohol,Hartville Police Dept,4,4,0,0,0,0,0,2015,1
search-stats--arrest-charge--drug-violation,Hartville Police Dept,1,1,0,0,0,0,0,2015,1
key-indicators--stops,Hickory County Sheriff's Dept,156,154,1,1,0,0,0,2015,1
key-indicators--arrests,Hickory County Sheriff's Dept,3,3,0,0,0,0,0,2015,1
vehicle-stop-stats--reason-for-stop--moving,Hickory County Sheriff's Dept,108,107,1,0,0,0,0,2015,1
vehicle-stop-stats--stop-outcome--citation,Hickory County Sheriff's Dept,49,49,0,0,0,0,0,2015,1
search-stats--probable-cause-authority-to-search--consent,Hickory County Sheriff's Dept,3,3,0,0,0,0,0,2015,1
search-stats--contraband-found--drugs-alcohol,Hickory County Sheriff's Dept,3,3,0,0,0,0,0,2015,1
search-stats--arrest-charge--drug-violation,Hickory County Sheriff's Dept,3,3,0,0,0,0,0,2015,1
key-indicators--stops,Hollister Police Dept,1299,1207,38,52,2,0,0,2015,1
key-indicators--arrests,Hollister Police Dept,77,72,3,2,0,0,0,2015,1
vehicle-stop-stats--reason-for-stop--moving,Hollister Police Dept,834,770,25,37,2,0,0,2015,1
vehicle-stop-stats--stop-outcome--citation,Hollister Police Dept,479,439,13,26,1,0,0,2015,1
search-stats--probable-cause-authority-to-search--consent,Hollister Police Dept,15,15,0,0,0,0,0,2015,1
search-stats--contraband-found--drugs-alcohol,Hollister Police Dept,8,8,0,0,0,0,0,2015,1
search-stats--arrest-charge--drug-violation,Hollister Police Dept,6,6,0,0,0,0,0,2015,1
key-indicators--stops,Howell County Sheriff's Dept,1039,1019,12,5,1,2,0,2015,1
key-indicators--arrests,Howell County Sheriff's Dept,106,106,0,0,0,0,0,2015,1
vehicle-stop-stats--reason-for-stop--moving,Howell County Sheriff's Dept,572,554,11,4,1,2,0,2015,1
vehicle-stop-stats--stop-outcome--citation,Howell County Sheriff's Dept,195,189,4,2,0,0,0,2015,1
search-stats--probable-cause-authority-to-search--consent,Howell County Sheriff's Dept,107,105,1,1,0,0,0,2015,1
search-stats--contraband-found--drugs-alcohol,Howell County Sheriff's Dept,51,50,1,0,0,0,0,2015,1
search-stats--arrest-charge--drug-violation,Howell County Sheriff's Dept,28,28,0,0,0,0,0,2015,1
key-indicators--stops,Ironton Police Dept,461,444,9,1,1,0,6,2015,1
key-indicators--arrests,Ironton Police Dept,14,14,0,0,0,0,0,2015,1
vehicle-stop-stats--reason-for-stop--moving,Ironton Police Dept,253,243,4,1,1,0,4,2015,1
vehicle-stop-stats--stop-outcome--citation,Ironton Police Dept,247,237,5,1,1,0,3,2015,1
search-stats--probable-cause-authority-to-search--consent,Ironton Police Dept,1,1,0,0,0,0,0,2015,1
search-stats--contraband-found--drugs-alcohol,Ironton Police Dept,1,1,0,0,0,0,0,2015,1
search-stats--arrest-charge--drug-violation,Ironton Police Dept,0,0,0,0,0,0,0,2015,1
key-indicators--stops,Johnson County Sheriff's Dept,1063,901,101,25,7,1,28,2015,1
key-indicators--arrests,Johnson County Sheriff's Dept,121,95,20,2,1,0,3,2015,1
vehicle-stop-stats--reason-for-stop--moving,Johnson County Sheriff's Dept,347,281,39,10,4,0,13,2015,1
vehicle-stop-stats--stop-outcome--citation,Johnson County Sheriff's Dept,121,92,21,5,1,0,2,2015,1
search-stats--probable-cause-authority-to-search--consent,Johnson County Sheriff's Dept,128,103,18,6,0,0,1,2015,1
search-stats--contraband-found--drugs-alcohol,Johnson County Sheriff's Dept,41,29,10,0,0,0,2,2015,1
search-stats--arrest-charge--drug-violation,Johnson County Sheriff's Dept,23,18,4,0,0,0,1,2015,1
key-indicators--stops,Kennett Police Dept,3165,2356,690,110,2,1,6,2015,1
key-indicators--arrests,Kennett Police Dept,100,57,39,4,0,0,0,2015,1
vehicle-stop-stats--reason-for-stop--moving,Kennett Police Dept,1063,803,221,35,0,0,4,2015,1
vehicle-stop-stats--stop-outcome--citation,Kennett Police Dept,1253,835,342,71,0,1,4,2015,1
search-stats--probable-cause-authority-to-search--consent,Kennett Police Dept,112,71,34,7,0,0,0,2015,1
search-stats--contraband-found--drugs-alcohol,Kennett Police Dept,53,34,16,3,0,0,0,2015,1
search-stats--arrest-charge--drug-violation,Kennett Police Dept,23,9,11,3,0,0,0,2015,1
key-indicators--stops,Knob Noster Police Dept,574,470,72,21,1,2,8,2015,1
key-indicators--arrests,Knob Noster Police Dept,25,18,5,2,0,0,0,2015,1
vehicle-stop-stats--reason-for-stop--moving,Knob Noster Police Dept,362,292,47,15,1,1,6,2015,1
vehicle-stop-stats--stop-outcome--citation,Knob Noster Police Dept,209,169,23,12,0,0,5,2015,1
search-stats--probable-cause-authority-to-search--consent,Knob Noster Police Dept,8,6,1,1,0,0,0,2015,1
search-stats--contraband-found--drugs-alcohol,Knob Noster Police Dept,19,12,5,2,0,0,0,2015,1
search-stats--arrest-charge--drug-violation,Knob Noster Police Dept,15,10,4,1,0,0,0,2015,1
key-indicators--stops,Lafayette County Sheriff's Dept,1438,1255,113,45,11,4,10,2015,1
key-indicators--arrests,Lafayette County Sheriff's Dept,87,69,10,8,0,0,0,2015,1
vehicle-stop-stats--reason-for-stop--moving,Lafayette County Sheriff's Dept,946,814,79,35,8,3,7,2015,1
vehicle-stop-stats--stop-outcome--citation,Lafayette County Sheriff's Dept,249,216,19,11,1,0,2,2015,1
search-stats--probable-cause-authority-to-search--consent,Lafayette County Sheriff's Dept,119,90,14,10,3,2,0,2015,1
search-stats--contraband-found--drugs-alcohol,Lafayette County Sheriff's Dept,102,84,13,5,0,0,0,2015,1
search-stats--arrest-charge--drug-violation,Lafayette County Sheriff's Dept,26,19,3,4,0,0,0,2015,1
key-indicators--stops,Lamar Police Dept,1046,1021,9,14,1,0,1,2015,1
key-indicators--arrests,Lamar Police Dept,63,60,1,2,0,0,0,2015,1
vehicle-stop-stats--reason-for-stop--moving,Lamar Police Dept,618,605,5,7,1,0,0,2015,1
vehicle-stop-stats--stop-outcome--citation,Lamar Police Dept,362,353,4,4,1,0,0,2015,1
search-stats--probable-cause-authority-to-search--consent,Lamar Police Dept,25,24,0,1,0,0,0,2015,1
search-stats--contraband-found--drugs-alcohol,Lamar Police Dept,13,13,0,0,0,0,0,2015,1
search-stats--arrest-charge--drug-violation,Lamar Police Dept,4,4,0,0,0,0,0,2015,1
key-indicators--stops,Leadington Police Dept,505,487,8,4,4,0,2,2015,1
key-indicators--arrests,Leadington Police Dept,38,37,1,0,0,0,0,2015,1
vehicle-stop-stats--reason-for-stop--moving,Leadington Police Dept,357,343,5,3,4,0,2,2015,1
vehicle-stop-stats--stop-outcome--citation,Leadington Police Dept,231,218,5,3,3,0,2,2015,1
search-stats--probable-cause-authority-to-search--consent,Leadington Police Dept,14,13,1,0,0,0,0,2015,1
search-stats--contraband-found--drugs-alcohol,Leadington Police Dept,12,12,0,0,0,0,0,2015,1
search-stats--arrest-charge--drug-violation,Leadington Police Dept,7,7,0,0,0,0,0,2015,1
key-indicators--stops,Liberal Police Dept,75,73,1,1,0,0,0,2015,1
key-indicators--arrests,Liberal Police Dept,2,2,0,0,0,0,0,2015,1
vehicle-stop-stats--reason-for-stop--moving,Liberal Police Dept,39,37,1,1,0,0,0,2015,1
vehicle-stop-stats--stop-outcome--citation,Liberal Police Dept,0,0,0,0,0,0,0,2015,1
search-stats--probable-cause-authority-to-search--consent,Liberal Police Dept,7,6,0,1,0,0,0,2015,1
search-stats--contraband-found--drugs-alcohol,Liberal Police Dept,2,2,0,0,0,0,0,2015,1
search-stats--arrest-charge--drug-violation,Liberal Police Dept,2,2,0,0,0,0,0,2015,1
key-indicators--stops,Linn Creek Police Dept,731,690,25,8,6,2,0,2015,1
key-indicators--arrests,Linn Creek Police Dept,32,29,3,0,0,0,0,2015,1
