row_key,agency,Total,White,Black,Hispanic,Asian,Am. Indian,Other,year,checked
key-indicators--stops,Adair County Sheriff's Dept,675,622,34,14,2,0,3,2018,1
key-indicators--arrests,Adair County Sheriff's Dept,22,19,2,1,0,0,0,2018,1
vehicle-stop-stats--reason-for-stop--moving,Adair County Sheriff's Dept,486,445,27,10,2,0,2,2018,1
vehicle-stop-stats--stop-outcome--citation,Adair County Sheriff's Dept,139,125,8,5,1,0,0,2018,1
search-stats--probable-cause-authority-to-search--consent,Adair County Sheriff's Dept,13,9,4,0,0,0,0,2018,1
search-stats--contraband-found--drugs-alcohol,Adair County Sheriff's Dept,4,3,1,0,0,0,0,2018,1
search-stats--arrest-charge--drug-violation,Adair County Sheriff's Dept,2,2,0,0,0,0,0,2018,1
key-indicators--stops,Appleton City Police Dept,11,11,0,0,0,0,0,2018,1
key-indicators--arrests,Appleton City Police Dept,0,0,0,0,0,0,0,2018,1
vehicle-stop-stats--reason-for-stop--moving,Appleton City Police Dept,6,6,0,0,0,0,0,2018,1
vehicle-stop-stats--stop-outcome--citation,Appleton City Police Dept,1,1,0,0,0,0,0,2018,1
search-stats--probable-cause-authority-to-search--consent,Appleton City Police Dept,0,0,0,0,0,0,0,2018,1
search-stats--contraband-found--drugs-alcohol,Appleton City Police Dept,0,0,0,0,0,0,0,2018,1
search-stats--arrest-charge--drug-violation,Appleton City Police Dept,0,0,0,0,0,0,0,2018,1
key-indicators--stops,Audrain County Sheriff's Dept,1222,1065,128,17,4,2,6,2018,1
key-indicators--arrests,Audrain County Sheriff's Dept,111,90,19,1,0,0,1,2018,1
vehicle-stop-stats--reason-for-stop--moving,Audrain County Sheriff's Dept,536,461,58,12,1,1,3,2018,1
vehicle-stop-stats--stop-outcome--citation,Audrain County Sheriff's Dept,109,92,16,1,0,0,0,2018,1
search-stats--probable-cause-authority-to-search--consent,Audrain County Sheriff's Dept,104,90,12,1,0,0,1,2018,1
search-stats--contraband-found--drugs-alcohol,Audrain County Sheriff's Dept,45,37,8,0,0,0,0,2018,1
search-stats--arrest-charge--drug-violation,Audrain County Sheriff's Dept,33,27,6,0,0,0,0,2018,1
key-indicators--stops,Bates City Police Dept,271,258,5,7,1,0,0,2018,1
key-indicators--arrests,Bates City Police Dept,37,37,0,0,0,0,0,2018,1
vehicle-stop-stats--reason-for-stop--moving,Bates City Police Dept,187,176,5,5,1,0,0,2018,1
vehicle-stop-stats--stop-outcome--citation,Bates City Police Dept,125,119,2,4,0,0,0,2018,1
search-stats--probable-cause-authority-to-search--consent,Bates City Police Dept,8,7,0,1,0,0,0,2018,1
search-stats--contraband-found--drugs-alcohol,Bates City Police Dept,14,14,0,0,0,0,0,2018,1
search-stats--arrest-charge--drug-violation,Bates City Police Dept,16,16,0,0,0,0,0,2018,1
key-indicators--stops,Bellflower Police Dept,45,45,0,0,0,0,0,2018,1
key-indicators--arrests,Bellflower Police Dept,0,0,0,0,0,0,0,2018,1
vehicle-stop-stats--reason-for-stop--moving,Bellflower Police Dept,30,30,0,0,0,0,0,2018,1
vehicle-stop-stats--stop-outcome--citation,Bellflower Police Dept,4,4,0,0,0,0,0,2018,1
search-stats--probable-cause-authority-to-search--consent,Bellflower Police Dept,0,0,0,0,0,0,0,2018,1
search-stats--contraband-found--drugs-alcohol,Bellflower Police Dept,0,0,0,0,0,0,0,2018,1
search-stats--arrest-charge--drug-violation,Bellflower Police Dept,0,0,0,0,0,0,0,2018,1
key-indicators--stops,Billings Police Dept,1125,1064,8,43,6,0,4,2018,1
key-indicators--arrests,Billings Police Dept,12,11,0,1,0,0,0,2018,1
vehicle-stop-stats--reason-for-stop--moving,Billings Police Dept,593,550,5,29,5,0,4,2018,1
