row_key,agency,Total,White,Black,Hispanic,Asian,Am. Indian,Other,year,checked
vehicle-stop-stats--stop-outcome--citation,Billings Police Dept,92,85,3,3,0,0,1,2017,1
search-stats--probable-cause-authority-to-search--consent,Billings Police Dept,16,13,2,1,0,0,0,2017,1
search-stats--contraband-found--drugs-alcohol,Billings Police Dept,5,5,0,0,0,0,0,2017,1
search-stats--arrest-charge--drug-violation,Billings Police Dept,1,1,0,0,0,0,0,2017,1
key-indicators--stops,Bollinger County Sheriff's Dept,479,466,6,5,0,1,1,2017,1
key-indicators--arrests,Bollinger County Sheriff's Dept,46,45,1,0,0,0,0,2017,1
vehicle-stop-stats--reason-for-stop--moving,Bollinger County Sheriff's Dept,225,216,4,5,0,0,0,2017,1
vehicle-stop-stats--stop-outcome--citation,Bollinger County Sheriff's Dept,62,61,0,0,0,0,1,2017,1
search-stats--probable-cause-authority-to-search--consent,Bollinger County Sheriff's Dept,70,68,1,1,0,0,0,2017,1
search-stats--contraband-found--drugs-alcohol,Bollinger County Sheriff's Dept,37,37,0,0,0,0,0,2017,1
search-stats--arrest-charge--drug-violation,Bollinger County Sheriff's Dept,34,34,0,0,0,0,0,2017,1
key-indicators--stops,Braymer Police Dept,33,32,0,1,0,0,0,2017,1
key-indicators--arrests,Braymer Police Dept,2,2,0,0,0,0,0,2017,1
vehicle-stop-stats--reason-for-stop--moving,Braymer Police Dept,25,24,0,1,0,0,0,2017,1
vehicle-stop-stats--stop-outcome--citation,Braymer Police Dept,6,6,0,0,0,0,0,2017,1
search-stats--probable-cause-authority-to-search--consent,Braymer Police Dept,0,0,0,0,0,0,0,2017,1
search-stats--contraband-found--drugs-alcohol,Braymer Police Dept,0,0,0,0,0,0,0,2017,1
search-stats--arrest-charge--drug-violation,Braymer Police Dept,0,0,0,0,0,0,0,2017,1
key-indicators--stops,Buckner Police Dept,1722,1638,53,19,7,0,5,2017,1
key-indicators--arrests,Buckner Police Dept,153,143,6,4,0,0,0,2017,1
vehicle-stop-stats--reason-for-stop--moving,Buckner Police Dept,712,668,23,11,7,0,3,2017,1
vehicle-stop-stats--stop-outcome--citation,Buckner Police Dept,849,800,30,13,2,0,4,2017,1
search-stats--probable-cause-authority-to-search--consent,Buckner Police Dept,79,78,1,0,0,0,0,2017,1
search-stats--contraband-found--drugs-alcohol,Buckner Police Dept,81,74,5,2,0,0,0,2017,1
search-stats--arrest-charge--drug-violation,Buckner Police Dept,53,48,3,2,0,0,0,2017,1
key-indicators--stops,Caldwell County Sheriff's Dept,120,112,5,2,0,1,0,2017,1
key-indicators--arrests,Caldwell County Sheriff's Dept,9,9,0,0,0,0,0,2017,1
vehicle-stop-stats--reason-for-stop--moving,Caldwell County Sheriff's Dept,84,78,4,2,0,0,0,2017,1
vehicle-stop-stats--stop-outcome--citation,Caldwell County Sheriff's Dept,13,12,0,1,0,0,0,2017,1
search-stats--probable-cause-authority-to-search--consent,Caldwell County Sheriff's Dept,11,11,0,0,0,0,0,2017,1
search-stats--contraband-found--drugs-alcohol,Caldwell County Sheriff's Dept,3,3,0,0,0,0,0,2017,1
search-stats--arrest-charge--drug-violation,Caldwell County Sheriff's Dept,3,3,0,0,0,0,0,2017,1
key-indicators--stops,Campbell Police Dept,547,504,30,9,2,0,2,2017,1
key-indicators--arrests,Campbell Police Dept,37,34,1,2,0,0,0,2017,1
vehicle-stop-stats--reason-for-stop--moving,Campbell Police Dept,246,215,23,5,2,0,1,2017,1
vehicle-stop-stats--stop-outcome--citation,Campbell Police Dept,166,147,16,2,1,0,0,2017,1
search-stats--probable-cause-authority-to-search--consent,Campbell Police Dept,72,64,5,2,1,0,0,2017,1
search-stats--contraband-found--drugs-alcohol,Campbell Police Dept,43,36,4,3,0,0,0,2017,1
search-stats--arrest-charge--drug-violation,Campbell Police Dept,25,23,0,2,0,0,0,2017,1
key-indicators--stops,Carrollton Police Dept,505,480,12,6,3,0,4,2017,1
key-indicators--arrests,Carrollton Police Dept,16,12,2,2,0,0,0,2017,1
vehicle-stop-stats--reason-for-stop--moving,Carrollton Police Dept,312,297,7,5,1,0,2,2017,1
vehicle-stop-stats--stop-outcome--citation,Carrollton Police Dept,222,208,6,4,0,0,4,2017,1
search-stats--probable-cause-authority-to-search--consent,Carrollton Police Dept,23,21,1,0,0,0,1,2017,1
search-stats--contraband-found--drugs-alcohol,Carrollton Police Dept,12,8,2,2,0,0,0,2017,1
search-stats--arrest-charge--drug-violation,Carrollton Police Dept,5,3,0,2,0,0,0,2017,1
key-indicators--stops,Cedar County Sheriff's Dept,304,294,4,5,0,0,1,2017,1
key-indicators--arrests,Cedar County Sheriff's Dept,35,35,0,0,0,0,0,2017,1
vehicle-stop-stats--reason-for-stop--moving,Cedar County Sheriff's Dept,166,163,1,1,0,0,1,2017,1
vehicle-stop-stats--stop-outcome--citation,Cedar County Sheriff's Dept,150,144,2,3,0,0,1,2017,1
search-stats--probable-cause-authority-to-search--consent,Cedar County Sheriff's Dept,12,12,0,0,0,0,0,2017,1
search-stats--contraband-found--drugs-alcohol,Cedar County Sheriff's Dept,6,6,0,0,0,0,0,2017,1
search-stats--arrest-charge--drug-violation,Cedar County Sheriff's Dept,5,5,0,0,0,0,0,2017,1
key-indicators--stops,Chilhowee Police Dept,4,4,0,0,0,0,0,2017,1
key-indicators--arrests,Chilhowee Police Dept,0,0,0,0,0,0,0,2017,1
vehicle-stop-stats--reason-for-stop--moving,Chilhowee Police Dept,2,2,0,0,0,0,0,2017,1
vehicle-stop-stats--stop-outcome--citation,Chilhowee Police Dept,0,0,0,0,0,0,0,2017,1
search-stats--probable-cause-authority-to-search--consent,Chilhowee Police Dept,0,0,0,0,0,0,0,2017,1
search-stats--contraband-found--drugs-alcohol,Chilhowee Police Dept,0,0,0,0,0,0,0,2017,1
search-stats--arrest-charge--drug-violation,Chilhowee Police Dept,0,0,0,0,0,0,0,2017,1
key-indicators--stops,Clay County Sheriff's Dept,4730,3936,556,165,33,3,37,2017,1
key-indicators--arrests,Clay County Sheriff's Dept,294,230,48,15,0,0,1,2017,1
vehicle-stop-stats--reason-for-stop--moving,Clay County Sheriff's Dept,1918,1644,166,67,21,1,19,2017,1
vehicle-stop-stats--stop-outcome--citation,Clay County Sheriff's Dept,1458,1197,191,52,9,1,8,2017,1
search-stats--probable-cause-authority-to-search--consent,Clay County Sheriff's Dept,144,118,16,10,0,0,0,2017,1
search-stats--contraband-found--drugs-alcohol,Clay County Sheriff's Dept,175,136,34,5,0,0,0,2017,1
search-stats--arrest-charge--drug-violation,Clay County Sheriff's Dept,83,64,15,4,0,0,0,2017,1
key-indicators--stops,Cole County Sheriff's Dept,3068,2663,318,47,22,8,10,2017,1
key-indicators--arrests,Cole County Sheriff's Dept,155,118,31,5,1,0,0,2017,1
vehicle-stop-stats--reason-for-stop--moving,Cole County Sheriff's Dept,2128,1856,210,29,17,8,8,2017,1
vehicle-stop-stats--stop-outcome--citation,Cole County Sheriff's Dept,463,401,47,8,5,0,2,2017,1
search-stats--probable-cause-authority-to-search--consent,Cole County Sheriff's Dept,101,93,5,2,1,0,0,2017,1
search-stats--contraband-found--drugs-alcohol,Cole County Sheriff's Dept,50,42,8,0,0,0,0,2017,1
search-stats--arrest-charge--drug-violation,Cole County Sheriff's Dept,32,30,2,0,0,0,0,2017,1
key-indicators--stops,Country Club Village Police Dept,266,250,9,4,1,1,1,2017,1
key-indicators--arrests,Country Club Village Police Dept,6,5,0,1,0,0,0,2017,1
vehicle-stop-stats--reason-for-stop--moving,Country Club Village Police Dept,196,186,5,2,1,1,1,2017,1
vehicle-stop-stats--stop-outcome--citation,Country Club Village Police Dept,122,115,4,3,0,0,0,2017,1
search-stats--probable-cause-authority-to-search--consent,Country Club Village Police Dept,1,1,0,0,0,0,0,2017,1
search-stats--contraband-found--drugs-alcohol,Country Club Village Police Dept,0,0,0,0,0,0,0,2017,1
search-stats--arrest-charge--drug-violation,Country Club Village Police Dept,0,0,0,0,0,0,0,2017,1
key-indicators--stops,Cuba Police Dept,1038,976,20,21,4,2,15,2017,1
key-indicators--arrests,Cuba Police Dept,91,90,0,1,0,0,0,2017,1
vehicle-stop-stats--reason-for-stop--moving,Cuba Police Dept,483,432,16,15,4,2,14,2017,1
vehicle-stop-stats--stop-outcome--citation,Cuba Police Dept,260,250,4,2,1,1,2,2017,1
search-stats--probable-cause-authority-to-search--consent,Cuba Police Dept,124,120,3,0,1,0,0,2017,1
search-stats--contraband-found--drugs-alcohol,Cuba Police Dept,60,58,1,1,0,0,0,2017,1
search-stats--arrest-charge--drug-violation,Cuba Police Dept,26,25,0,1,0,0,0,2017,1
key-indicators--stops,Delta Police Dept,75,64,11,0,0,0,0,2017,1
key-indicators--arrests,Delta Police Dept,7,7,0,0,0,0,0,2017,1
vehicle-stop-stats--reason-for-stop--moving,Delta Police Dept,75,64,11,0,0,0,0,2017,1
vehicle-stop-stats--stop-outcome--citation,Delta Police Dept,28,25,3,0,0,0,0,2017,1
search-stats--probable-cause-authority-to-search--consent,Delta Police Dept,0,0,0,0,0,0,0,2017,1
search-stats--contraband-found--drugs-alcohol,Delta Police Dept,0,0,0,0,0,0,0,2017,1
search-stats--arrest-charge--drug-violation,Delta Police Dept,0,0,0,0,0,0,0,2017,1
key-indicators--stops,Doolittle Police Dept,950,782,104,40,20,1,3,2017,1
key-indicators--arrests,Doolittle Police Dept,13,11,2,0,0,0,0,2017,1
vehicle-stop-stats--reason-for-stop--moving,Doolittle Police Dept,840,675,102,39,20,1,3,2017,1
vehicle-stop-stats--stop-outcome--citation,Doolittle Police Dept,577,464,73,26,12,1,1,2017,1
search-stats--probable-cause-authority-to-search--consent,Doolittle Police Dept,26,23,2,1,0,0,0,2017,1
search-stats--contraband-found--drugs-alcohol,Doolittle Police Dept,12,9,2,1,0,0,0,2017,1
search-stats--arrest-charge--drug-violation,Doolittle Police Dept,2,2,0,0,0,0,0,2017,1
key-indicators--stops,Easton Police Dept,80,80,0,0,0,0,0,2017,1
key-indicators--arrests,Easton Police Dept,0,0,0,0,0,0,0,2017,1
vehicle-stop-stats--reason-for-stop--moving,Easton Police Dept,80,80,0,0,0,0,0,2017,1
vehicle-stop-stats--stop-outcome--citation,Easton Police Dept,80,80,0,0,0,0,0,2017,1
search-stats--probable-cause-authority-to-search--consent,Easton Police Dept,0,0,0,0,0,0,0,2017,1
search-stats--contraband-found--drugs-alcohol,Easton Police Dept,0,0,0,0,0,0,0,2017,1
search-stats--arrest-charge--drug-violation,Easton Police Dept,0,0,0,0,0,0,0,2017,1
key-indicators--stops,Ellisville Police Dept,1090,972,96,4,12,1,5,2017,1
key-indicators--arrests,Ellisville Police Dept,38,34,4,0,0,0,0,2017,1
vehicle-stop-stats--reason-for-stop--moving,Ellisville Police Dept,526,474,39,2,7,0,4,2017,1
vehicle-stop-stats--stop-outcome--citation,Ellisville Police Dept,416,366,42,3,3,0,2,2017,1
search-stats--probable-cause-authority-to-search--consent,Ellisville Police Dept,48,39,9,0,0,0,0,2017,1
search-stats--contraband-found--drugs-alcohol,Ellisville Police Dept,30,22,8,0,0,0,0,2017,1
search-stats--arrest-charge--drug-violation,Ellisville Police Dept,8,7,1,0,0,0,0,2017,1
key-indicators--stops,Fair Grove Police Dept,1879,1828,16,8,6,0,21,2017,1
key-indicators--arrests,Fair Grove Police Dept,65,62,2,0,0,0,1,2017,1
vehicle-stop-stats--reason-for-stop--moving,Fair Grove Police Dept,1088,1052,11,6,3,0,16,2017,1
vehicle-stop-stats--stop-outcome--citation,Fair Grove Police Dept,885,856,5,5,3,0,16,2017,1
search-stats--probable-cause-authority-to-search--consent,Fair Grove Police Dept,79,75,1,0,1,0,2,2017,1
search-stats--contraband-found--drugs-alcohol,Fair Grove Police Dept,42,39,1,0,1,0,1,2017,1
search-stats--arrest-charge--drug-violation,Fair Grove Police Dept,12,12,0,0,0,0,0,2017,1
key-indicators--stops,Festus Police Dept,2230,2079,130,6,4,2,9,2017,1
key-indicators--arrests,Festus Police Dept,185,153,31,1,0,0,0,2017,1
vehicle-stop-stats--reason-for-stop--moving,Festus Police Dept,1253,1166,75,1,2,2,7,2017,1
vehicle-stop-stats--stop-outcome--citation,Festus Police Dept,860,779,74,3,2,0,2,2017,1
search-stats--probable-cause-authority-to-search--consent,Festus Police Dept,155,129,25,1,0,0,0,2017,1
search-stats--contraband-found--drugs-alcohol,Festus Police Dept,100,81,19,0,0,0,0,2017,1
search-stats--arrest-charge--drug-violation,Festus Police Dept,74,62,12,0,0,0,0,2017,1
key-indicators--stops,Franklin County Sheriff's Dept,8124,7336,318,139,98,76,157,2017,1
key-indicators--arrests,Franklin County Sheriff's Dept,163,151,8,3,0,0,1,2017,1
vehicle-stop-stats--reason-for-stop--moving,Franklin County Sheriff's Dept,6792,6095,260,130,92,73,142,2017,1
vehicle-stop-stats--stop-outcome--citation,Franklin County Sheriff's Dept,5302,4728,208,94,80,75,117,2017,1
search-stats--probable-cause-authority-to-search--consent,Franklin County Sheriff's Dept,113,88,8,7,2,2,6,2017,1
search-stats--contraband-found--drugs-alcohol,Franklin County Sheriff's Dept,97,84,5,4,1,1,2,2017,1
search-stats--arrest-charge--drug-violation,Franklin County Sheriff's Dept,22,20,1,1,0,0,0,2017,1
key-indicators--stops,Gasconade Police Dept,11,11,0,0,0,0,0,2017,1
key-indicators--arrests,Gasconade Police Dept,0,0,0,0,0,0,0,2017,1
vehicle-stop-stats--reason-for-stop--moving,Gasconade Police Dept,11,11,0,0,0,0,0,2017,1
vehicle-stop-stats--stop-outcome--citation,Gasconade Police Dept,11,11,0,0,0,0,0,2017,1
search-stats--probable-cause-authority-to-search--consent,Gasconade Police Dept,0,0,0,0,0,0,0,2017,1
search-stats--contraband-found--drugs-alcohol,Gasconade Police Dept,0,0,0,0,0,0,0,2017,1
search-stats--arrest-charge--drug-violation,Gasconade Police Dept,0,0,0,0,0,0,0,2017,1
key-indicators--stops,Gower Police Dept,670,630,20,14,3,3,0,2017,1
key-indicators--arrests,Gower Police Dept,5,4,0,1,0,0,0,2017,1
vehicle-stop-stats--reason-for-stop--moving,Gower Police Dept,442,410,13,13,3,3,0,2017,1
vehicle-stop-stats--stop-outcome--citation,Gower Police Dept,191,176,6,8,1,0,0,2017,1
search-stats--probable-cause-authority-to-search--consent,Gower Police Dept,13,10,1,1,1,0,0,2017,1
search-stats--contraband-found--drugs-alcohol,Gower Police Dept,7,6,0,0,1,0,0,2017,1
search-stats--arrest-charge--drug-violation,Gower Police Dept,3,3,0,0,0,0,0,2017,1
key-indicators--stops,Greenville Police Dept,4,4,0,0,0,0,0,2017,1
key-indicators--arrests,Greenville Police Dept,0,0,0,0,0,0,0,2017,1
vehicle-stop-stats--reason-for-stop--moving,Greenville Police Dept,0,0,0,0,0,0,0,2017,1
vehicle-stop-stats--stop-outcome--citation,Greenville Police Dept,0,0,0,0,0,0,0,2017,1
search-stats--probable-cause-authority-to-search--consent,Greenville Police Dept,0,0,0,0,0,0,0,2017,1
search-stats--contraband-found--drugs-alcohol,Greenville Police Dept,0,0,0,0,0,0,0,2017,1
search-stats--arrest-charge--drug-violation,Greenville Police Dept,0,0,0,0,0,0,0,2017,1
key-indicators--stops,Harrisonville Police Dept,2548,2384,97,43,9,0,15,2017,1
key-indicators--arrests,Harrisonville Police Dept,330,300,21,7,2,0,0,2017,1
vehicle-stop-stats--reason-for-stop--moving,Harrisonville Police Dept,1214,1129,44,25,7,0,9,2017,1
vehicle-stop-stats--stop-outcome--citation,Harrisonville Police Dept,1165,1081,54,20,2,0,8,2017,1
search-stats--probable-cause-authority-to-search--consent,Harrisonville Police Dept,161,149,9,3,0,0,0,2017,1
search-stats--contraband-found--drugs-alcohol,Harrisonville Police Dept,171,155,9,6,1,0,0,2017,1
search-stats--arrest-charge--drug-violation,Harrisonville Police Dept,118,108,6,4,0,0,0,2017,1
key-indicators--stops,Hermann Police Dept,1094,1072,13,4,0,1,4,2017,1
key-indicators--arrests,Hermann Police Dept,38,38,0,0,0,0,0,2017,1
vehicle-stop-stats--reason-for-stop--moving,Hermann Police Dept,681,667,11,2,0,0,1,2017,1
vehicle-stop-stats--stop-outcome--citation,Hermann Police Dept,365,355,9,0,0,0,1,2017,1
search-stats--probable-cause-authority-to-search--consent,Hermann Police Dept,17,17,0,0,0,0,0,2017,1
search-stats--contraband-found--drugs-alcohol,Hermann Police Dept,12,12,0,0,0,0,0,2017,1
search-stats--arrest-charge--drug-violation,Hermann Police Dept,7,7,0,0,0,0,0,2017,1
key-indicators--stops,Hollister Police Dept,1386,1303,20,61,2,0,0,2017,1
key-indicators--arrests,Hollister Police Dept,64,58,1,5,0,0,0,2017,1
vehicle-stop-stats--reason-for-stop--moving,Hollister Police Dept,1089,1023,16,48,2,0,0,2017,1
vehicle-stop-stats--stop-outcome--citation,Hollister Police Dept,388,362,5,21,0,0,0,2017,1
search-stats--probable-cause-authority-to-search--consent,Hollister Police Dept,27,22,1,4,0,0,0,2017,1
search-stats--contraband-found--drugs-alcohol,Hollister Police Dept,11,11,0,0,0,0,0,2017,1
search-stats--arrest-charge--drug-violation,Hollister Police Dept,6,6,0,0,0,0,0,2017,1
key-indicators--stops,Humansville Police Dept,84,76,6,1,0,0,1,2017,1
key-indicators--arrests,Humansville Police Dept,2,1,0,1,0,0,0,2017,1
vehicle-stop-stats--reason-for-stop--moving,Humansville Police Dept,62,55,5,1,0,0,1,2017,1
vehicle-stop-stats--stop-outcome--citation,Humansville Police Dept,31,28,2,1,0,0,0,2017,1
search-stats--probable-cause-authority-to-search--consent,Humansville Police Dept,2,1,0,1,0,0,0,2017,1
search-stats--contraband-found--drugs-alcohol,Humansville Police Dept,1,1,0,0,0,0,0,2017,1
search-stats--arrest-charge--drug-violation,Humansville Police Dept,1,1,0,0,0,0,0,2017,1
key-indicators--stops,Jackson County Sheriff's Dept,7681,5266,1870,240,64,8,233,2017,1
key-indicators--arrests,Jackson County Sheriff's Dept,585,370,168,29,3,0,15,2017,1
vehicle-stop-stats--reason-for-stop--moving,Jackson County Sheriff's Dept,3822,2623,894,121,41,6,137,2017,1
vehicle-stop-stats--stop-outcome--citation,Jackson County Sheriff's Dept,3718,2393,1054,135,18,4,114,2017,1
search-stats--probable-cause-authority-to-search--consent,Jackson County Sheriff's Dept,150,114,29,1,0,0,6,2017,1
search-stats--contraband-found--drugs-alcohol,Jackson County Sheriff's Dept,179,124,44,8,0,0,3,2017,1
search-stats--arrest-charge--drug-violation,Jackson County Sheriff's Dept,68,48,14,5,0,0,1,2017,1
key-indicators--stops,Jonesburg Police Dept,3,3,0,0,0,0,0,2017,1
key-indicators--arrests,Jonesburg Police Dept,0,0,0,0,0,0,0,2017,1
vehicle-stop-stats--reason-for-stop--moving,Jonesburg Police Dept,3,3,0,0,0,0,0,2017,1
vehicle-stop-stats--stop-outcome--citation,Jonesburg Police Dept,2,2,0,0,0,0,0,2017,1
search-stats--probable-cause-authority-to-search--consent,Jonesburg Police Dept,0,0,0,0,0,0,0,2017,1
search-stats--contraband-found--drugs-alcohol,Jonesburg Police Dept,0,0,0,0,0,0,0,2017,1
search-stats--arrest-charge--drug-violation,Jonesburg Police Dept,0,0,0,0,0,0,0,2017,1
key-indicators--stops,Keytesville Police Dept,7,7,0,0,0,0,0,2017,1
key-indicators--arrests,Keytesville Police Dept,0,0,0,0,0,0,0,2017,1
vehicle-stop-stats--reason-for-stop--moving,Keytesville Police Dept,5,5,0,0,0,0,0,2017,1
vehicle-stop-stats--stop-outcome--citation,Keytesville Police Dept,2,2,0,0,0,0,0,2017,1
search-stats--probable-cause-authority-to-search--consent,Keytesville Police Dept,0,0,0,0,0,0,0,2017,1
search-stats--contraband-found--drugs-alcohol,Keytesville Police Dept,0,0,0,0,0,0,0,2017,1
search-stats--arrest-charge--drug-violation,Keytesville Police Dept,0,0,0,0,0,0,0,2017,1
key-indicators--stops,La Grange Police Dept,313,289,19,2,2,0,1,2017,1
key-indicators--arrests,La Grange Police Dept,25,22,1,0,1,0,1,2017,1
vehicle-stop-stats--reason-for-stop--moving,La Grange Police Dept,178,167,9,1,0,0,1,2017,1
vehicle-stop-stats--stop-outcome--citation,La Grange Police Dept,37,35,0,0,1,0,1,2017,1
search-stats--probable-cause-authority-to-search--consent,La Grange Police Dept,24,22,1,0,1,0,0,2017,1
search-stats--contraband-found--drugs-alcohol,La Grange Police Dept,8,8,0,0,0,0,0,2017,1
search-stats--arrest-charge--drug-violation,La Grange Police Dept,6,6,0,0,0,0,0,2017,1
key-indicators--stops,Lake Ozark Police Dept,2489,2358,86,21,13,2,9,2017,1
key-indicators--arrests,Lake Ozark Police Dept,188,177,8,2,1,0,0,2017,1
vehicle-stop-stats--reason-for-stop--moving,Lake Ozark Police Dept,1321,1243,58,11,5,0,4,2017,1
vehicle-stop-stats--stop-outcome--citation,Lake Ozark Police Dept,1124,1066,38,9,6,1,4,2017,1
search-stats--probable-cause-authority-to-search--consent,Lake Ozark Police Dept,166,156,7,1,1,1,0,2017,1
search-stats--contraband-found--drugs-alcohol,Lake Ozark Police Dept,132,122,8,0,1,1,0,2017,1
search-stats--arrest-charge--drug-violation,Lake Ozark Police Dept,50,49,1,0,0,0,0,2017,1
key-indicators--stops,Lanagan Police Dept,598,464,15,87,9,0,23,2017,1
key-indicators--arrests,Lanagan Police Dept,14,7,1,5,0,0,1,2017,1
vehicle-stop-stats--reason-for-stop--moving,Lanagan Police Dept,476,372,15,64,9,0,16,2017,1
vehicle-stop-stats--stop-outcome--citation,Lanagan Police Dept,456,344,15,70,8,0,19,2017,1
search-stats--probable-cause-authority-to-search--consent,Lanagan Police Dept,1,1,0,0,0,0,0,2017,1
search-stats--contraband-found--drugs-alcohol,Lanagan Police Dept,1,0,0,1,0,0,0,2017,1
search-stats--arrest-charge--drug-violation,Lanagan Police Dept,0,0,0,0,0,0,0,2017,1
key-indicators--stops,Leasburg Police Dept,84,84,0,0,0,0,0,2017,1
key-indicators--arrests,Leasburg Police Dept,0,0,0,0,0,0,0,2017,1
vehicle-stop-stats--reason-for-stop--moving,Leasburg Police Dept,84,84,0,0,0,0,0,2017,1
vehicle-stop-stats--stop-outcome--citation,Leasburg Police Dept,44,44,0,0,0,0,0,2017,1
search-stats--probable-cause-authority-to-search--consent,Leasburg Police Dept,1,1,0,0,0,0,0,2017,1
search-stats--contraband-found--drugs-alcohol,Leasburg Police Dept,0,0,0,0,0,0,0,2017,1
search-stats--arrest-charge--drug-violation,Leasburg Police Dept,0,0,0,0,0,0,0,2017,1
key-indicators--stops,Licking Police Dept,273,262,6,2,0,0,3,2017,1
key-indicators--arrests,Licking Police Dept,9,9,0,0,0,0,0,2017,1
vehicle-stop-stats--reason-for-stop--moving,Licking Police Dept,152,143,6,2,0,0,1,2017,1
vehicle-stop-stats--stop-outcome--citation,Licking Police Dept,103,97,4,1,0,0,1,2017,1
search-stats--probable-cause-authority-to-search--consent,Licking Police Dept,19,19,0,0,0,0,0,2017,1
search-stats--contraband-found--drugs-alcohol,Licking Police Dept,12,12,0,0,0,0,0,2017,1
search-stats--arrest-charge--drug-violation,Licking Police Dept,1,1,0,0,0,0,0,2017,1
key-indicators--stops,Lone Jack Police Dept,2297,1909,288,82,9,0,9,2017,1
key-indicators--arrests,Lone Jack Police Dept,76,49,24,2,0,0,1,2017,1
vehicle-stop-stats--reason-for-stop--moving,Lone Jack Police Dept,1465,1195,200,54,7,0,9,2017,1
vehicle-stop-stats--stop-outcome--citation,Lone Jack Police Dept,1677,1374,223,65,7,0,8,2017,1
search-stats--probable-cause-authority-to-search--consent,Lone Jack Police Dept,13,12,0,1,0,0,0,2017,1
search-stats--contraband-found--drugs-alcohol,Lone Jack Police Dept,44,31,12,1,0,0,0,2017,1
search-stats--arrest-charge--drug-violation,Lone Jack Police Dept,9,7,2,0,0,0,0,2017,1
key-indicators--stops,Maplewood Police Dept,3042,2022,895,29,46,8,42,2017,1
key-indicators--arrests,Maplewood Police Dept,81,34,46,1,0,0,0,2017,1
vehicle-stop-stats--reason-for-stop--moving,Maplewood Police Dept,1480,1102,307,20,24,2,25,2017,1
