row_key,agency,Total,White,Black,Hispanic,Asian,Am. Indian,Other,year,checked
key-indicators--arrests,Carroll County Sheriff's Dept,4,4,0,0,0,0,0,2014,1
vehicle-stop-stats--reason-for-stop--moving,Carroll County Sheriff's Dept,116,109,4,3,0,0,0,2014,1
vehicle-stop-stats--stop-outcome--citation,Carroll County Sheriff's Dept,31,30,0,1,0,0,0,2014,1
search-stats--probable-cause-authority-to-search--consent,Carroll County Sheriff's Dept,0,0,0,0,0,0,0,2014,1
search-stats--contraband-found--drugs-alcohol,Carroll County Sheriff's Dept,0,0,0,0,0,0,0,2014,1
search-stats--arrest-charge--drug-violation,Carroll County Sheriff's Dept,0,0,0,0,0,0,0,2014,1
key-indicators--stops,Cedar County Sheriff's Dept,946,935,4,7,0,0,0,2014,1
key-indicators--arrests,Cedar County Sheriff's Dept,78,78,0,0,0,0,0,2014,1
vehicle-stop-stats--reason-for-stop--moving,Cedar County Sheriff's Dept,495,487,3,5,0,0,0,2014,1
vehicle-stop-stats--stop-outcome--citation,Cedar County Sheriff's Dept,160,159,1,0,0,0,0,2014,1
search-stats--probable-cause-authority-to-search--consent,Cedar County Sheriff's Dept,88,87,1,0,0,0,0,2014,1
search-stats--contraband-found--drugs-alcohol,Cedar County Sheriff's Dept,20,19,1,0,0,0,0,2014,1
search-stats--arrest-charge--drug-violation,Cedar County Sheriff's Dept,9,9,0,0,0,0,0,2014,1
key-indicators--stops,Chesterfield Police Dept,11471,9636,1294,69,377,35,60,2014,1
key-indicators--arrests,Chesterfield Police Dept,365,238,119,4,4,0,0,2014,1
vehicle-stop-stats--reason-for-stop--moving,Chesterfield Police Dept,6941,6058,520,35,272,25,31,2014,1
vehicle-stop-stats--stop-outcome--citation,Chesterfield Police Dept,7483,6335,804,38,246,22,38,2014,1
search-stats--probable-cause-authority-to-search--consent,Chesterfield Police Dept,57,39,18,0,0,0,0,2014,1
search-stats--contraband-found--drugs-alcohol,Chesterfield Police Dept,41,29,12,0,0,0,0,2014,1
search-stats--arrest-charge--drug-violation,Chesterfield Police Dept,30,20,10,0,0,0,0,2014,1
key-indicators--stops,Clarkton Police Dept,184,144,19,20,1,0,0,2014,1
key-indicators--arrests,Clarkton Police Dept,14,12,1,1,0,0,0,2014,1
vehicle-stop-stats--reason-for-stop--moving,Clarkton Police Dept,136,106,18,11,1,0,0,2014,1
vehicle-stop-stats--stop-outcome--citation,Clarkton Police Dept,109,77,11,20,1,0,0,2014,1
search-stats--probable-cause-authority-to-search--consent,Clarkton Police Dept,22,18,1,3,0,0,0,2014,1
search-stats--contraband-found--drugs-alcohol,Clarkton Police Dept,19,17,1,1,0,0,0,2014,1
search-stats--arrest-charge--drug-violation,Clarkton Police Dept,6,6,0,0,0,0,0,2014,1
key-indicators--stops,Clinton Police Dept,1983,1902,52,24,5,0,0,2014,1
key-indicators--arrests,Clinton Police Dept,69,65,3,1,0,0,0,2014,1
vehicle-stop-stats--reason-for-stop--moving,Clinton Police Dept,1183,1132,34,12,5,0,0,2014,1
vehicle-stop-stats--stop-outcome--citation,Clinton Police Dept,766,732,21,11,2,0,0,2014,1
search-stats--probable-cause-authority-to-search--consent,Clinton Police Dept,62,58,3,1,0,0,0,2014,1
search-stats--contraband-found--drugs-alcohol,Clinton Police Dept,36,35,1,0,0,0,0,2014,1
search-stats--arrest-charge--drug-violation,Clinton Police Dept,22,21,1,0,0,0,0,2014,1
key-indicators--stops,Cottleville Police Dept,2364,2134,155,31,15,0,29,2014,1
key-indicators--arrests,Cottleville Police Dept,67,55,10,2,0,0,0,2014,1
vehicle-stop-stats--reason-for-stop--moving,Cottleville Police Dept,1225,1116,68,19,7,0,15,2014,1
vehicle-stop-stats--stop-outcome--citation,Cottleville Police Dept,1114,1018,62,14,9,0,11,2014,1
search-stats--probable-cause-authority-to-search--consent,Cottleville Police Dept,62,46,13,1,1,0,1,2014,1
search-stats--contraband-found--drugs-alcohol,Cottleville Police Dept,54,45,7,1,0,0,1,2014,1
search-stats--arrest-charge--drug-violation,Cottleville Police Dept,17,16,1,0,0,0,0,2014,1
key-indicators--stops,Crocker Police Dept,665,611,30,10,5,5,4,2014,1
key-indicators--arrests,Crocker Police Dept,32,30,2,0,0,0,0,2014,1
vehicle-stop-stats--reason-for-stop--moving,Crocker Police Dept,450,404,25,8,5,5,3,2014,1
vehicle-stop-stats--stop-outcome--citation,Crocker Police Dept,108,98,7,2,0,0,1,2014,1
search-stats--probable-cause-authority-to-search--consent,Crocker Police Dept,81,78,3,0,0,0,0,2014,1
search-stats--contraband-found--drugs-alcohol,Crocker Police Dept,38,38,0,0,0,0,0,2014,1
search-stats--arrest-charge--drug-violation,Crocker Police Dept,10,10,0,0,0,0,0,2014,1
key-indicators--stops,Daviess County Sheriff's Dept,374,347,14,6,4,0,3,2014,1
key-indicators--arrests,Daviess County Sheriff's Dept,32,27,4,1,0,0,0,2014,1
vehicle-stop-stats--reason-for-stop--moving,Daviess County Sheriff's Dept,312,286,13,6,4,0,3,2014,1
vehicle-stop-stats--stop-outcome--citation,Daviess County Sheriff's Dept,121,110,5,2,2,0,2,2014,1
search-stats--probable-cause-authority-to-search--consent,Daviess County Sheriff's Dept,21,19,2,0,0,0,0,2014,1
search-stats--contraband-found--drugs-alcohol,Daviess County Sheriff's Dept,12,12,0,0,0,0,0,2014,1
search-stats--arrest-charge--drug-violation,Daviess County Sheriff's Dept,6,6,0,0,0,0,0,2014,1
key-indicators--stops,Diamond Police Dept,1087,985,18,60,18,0,6,2014,1
key-indicators--arrests,Diamond Police Dept,25,16,1,7,1,0,0,2014,1
vehicle-stop-stats--reason-for-stop--moving,Diamond Police Dept,905,817,17,50,16,0,5,2014,1
vehicle-stop-stats--stop-outcome--citation,Diamond Police Dept,847,751,15,58,17,0,6,2014,1
search-stats--probable-cause-authority-to-search--consent,Diamond Police Dept,4,3,0,1,0,0,0,2014,1
search-stats--contraband-found--drugs-alcohol,Diamond Police Dept,5,0,0,5,0,0,0,2014,1
search-stats--arrest-charge--drug-violation,Diamond Police Dept,0,0,0,0,0,0,0,2014,1
key-indicators--stops,Duquesne Police Dept,2642,2400,132,72,27,1,10,2014,1
key-indicators--arrests,Duquesne Police Dept,191,168,16,6,1,0,0,2014,1
vehicle-stop-stats--reason-for-stop--moving,Duquesne Police Dept,1291,1166,68,36,15,0,6,2014,1
vehicle-stop-stats--stop-outcome--citation,Duquesne Police Dept,1336,1214,63,35,18,1,5,2014,1
search-stats--probable-cause-authority-to-search--consent,Duquesne Police Dept,128,112,9,5,2,0,0,2014,1
search-stats--contraband-found--drugs-alcohol,Duquesne Police Dept,88,76,10,2,0,0,0,2014,1
search-stats--arrest-charge--drug-violation,Duquesne Police Dept,66,58,7,1,0,0,0,2014,1
key-indicators--stops,Eldon Police Dept,1287,1257,18,8,1,1,2,2014,1
key-indicators--arrests,Eldon Police Dept,52,49,3,0,0,0,0,2014,1
vehicle-stop-stats--reason-for-stop--moving,Eldon Police Dept,546,528,10,4,1,1,2,2014,1
vehicle-stop-stats--stop-outcome--citation,Eldon Police Dept,230,220,4,6,0,0,0,2014,1
search-stats--probable-cause-authority-to-search--consent,Eldon Police Dept,130,127,3,0,0,0,0,2014,1
search-stats--contraband-found--drugs-alcohol,Eldon Police Dept,38,34,4,0,0,0,0,2014,1
search-stats--arrest-charge--drug-violation,Eldon Police Dept,11,10,1,0,0,0,0,2014,1
key-indicators--stops,Excelsior Springs Police Dept,3878,3684,122,60,5,5,2,2014,1
key-indicators--arrests,Excelsior Springs Police Dept,251,233,6,12,0,0,0,2014,1
vehicle-stop-stats--reason-for-stop--moving,Excelsior Springs Police Dept,2004,1913,57,26,3,4,1,2014,1
vehicle-stop-stats--stop-outcome--citation,Excelsior Springs Police Dept,1580,1507,37,31,1,3,1,2014,1
search-stats--probable-cause-authority-to-search--consent,Excelsior Springs Police Dept,250,242,4,4,0,0,0,2014,1
search-stats--contraband-found--drugs-alcohol,Excelsior Springs Police Dept,103,97,3,3,0,0,0,2014,1
search-stats--arrest-charge--drug-violation,Excelsior Springs Police Dept,51,48,1,2,0,0,0,2014,1
key-indicators--stops,Ferrelview Police Dept,370,296,46,12,8,0,8,2014,1
key-indicators--arrests,Ferrelview Police Dept,13,12,1,0,0,0,0,2014,1
vehicle-stop-stats--reason-for-stop--moving,Ferrelview Police Dept,148,109,22,6,7,0,4,2014,1
vehicle-stop-stats--stop-outcome--citation,Ferrelview Police Dept,185,145,26,7,5,0,2,2014,1
search-stats--probable-cause-authority-to-search--consent,Ferrelview Police Dept,6,6,0,0,0,0,0,2014,1
search-stats--contraband-found--drugs-alcohol,Ferrelview Police Dept,4,4,0,0,0,0,0,2014,1
search-stats--arrest-charge--drug-violation,Ferrelview Police Dept,0,0,0,0,0,0,0,2014,1
key-indicators--stops,Forest City Police Dept,5,5,0,0,0,0,0,2014,1
key-indicators--arrests,Forest City Police Dept,0,0,0,0,0,0,0,2014,1
vehicle-stop-stats--reason-for-stop--moving,Forest City Police Dept,3,3,0,0,0,0,0,2014,1
vehicle-stop-stats--stop-outcome--citation,Forest City Police Dept,2,2,0,0,0,0,0,2014,1
search-stats--probable-cause-authority-to-search--consent,Forest City Police Dept,0,0,0,0,0,0,0,2014,1
search-stats--contraband-found--drugs-alcohol,Forest City Police Dept,0,0,0,0,0,0,0,2014,1
search-stats--arrest-charge--drug-violation,Forest City Police Dept,0,0,0,0,0,0,0,2014,1
key-indicators--stops,Fulton Police Dept,4446,3782,556,28,26,54,0,2014,1
key-indicators--arrests,Fulton Police Dept,183,134,44,4,1,0,0,2014,1
vehicle-stop-stats--reason-for-stop--moving,Fulton Police Dept,2054,1714,285,10,21,24,0,2014,1
vehicle-stop-stats--stop-outcome--citation,Fulton Police Dept,569,477,73,9,8,2,0,2014,1
search-stats--probable-cause-authority-to-search--consent,Fulton Police Dept,85,71,12,0,0,2,0,2014,1
search-stats--contraband-found--drugs-alcohol,Fulton Police Dept,47,37,8,2,0,0,0,2014,1
search-stats--arrest-charge--drug-violation,Fulton Police Dept,29,22,6,1,0,0,0,2014,1
key-indicators--stops,Gladstone Dept of Public Safety,9430,7764,1306,187,109,8,56,2014,1
key-indicators--arrests,Gladstone Dept of Public Safety,509,357,137,5,7,0,3,2014,1
vehicle-stop-stats--reason-for-stop--moving,Gladstone Dept of Public Safety,5162,4279,668,110,74,5,26,2014,1
vehicle-stop-stats--stop-outcome--citation,Gladstone Dept of Public Safety,6978,5763,974,119,84,3,35,2014,1
search-stats--probable-cause-authority-to-search--consent,Gladstone Dept of Public Safety,81,71,8,2,0,0,0,2014,1
search-stats--contraband-found--drugs-alcohol,Gladstone Dept of Public Safety,95,78,16,0,1,0,0,2014,1
search-stats--arrest-charge--drug-violation,Gladstone Dept of Public Safety,85,68,16,0,1,0,0,2014,1
key-indicators--stops,Grandview Police Dept,9221,4195,4460,328,64,6,168,2014,1
key-indicators--arrests,Grandview Police Dept,860,234,569,44,4,0,9,2014,1
vehicle-stop-stats--reason-for-stop--moving,Grandview Police Dept,5580,2887,2302,228,53,5,105,2014,1
vehicle-stop-stats--stop-outcome--citation,Grandview Police Dept,8659,3896,4231,307,58,6,161,2014,1
search-stats--probable-cause-authority-to-search--consent,Grandview Police Dept,98,47,46,4,0,0,1,2014,1
search-stats--contraband-found--drugs-alcohol,Grandview Police Dept,218,76,131,11,0,0,0,2014,1
search-stats--arrest-charge--drug-violation,Grandview Police Dept,94,35,57,2,0,0,0,2014,1
key-indicators--stops,Hallsville Police Dept,1005,929,57,3,4,0,12,2014,1
key-indicators--arrests,Hallsville Police Dept,23,21,1,0,0,0,1,2014,1
vehicle-stop-stats--reason-for-stop--moving,Hallsville Police Dept,454,409,34,2,4,0,5,2014,1
vehicle-stop-stats--stop-outcome--citation,Hallsville Police Dept,354,322,22,2,2,0,6,2014,1
search-stats--probable-cause-authority-to-search--consent,Hallsville Police Dept,7,7,0,0,0,0,0,2014,1
search-stats--contraband-found--drugs-alcohol,Hallsville Police Dept,4,4,0,0,0,0,0,2014,1
search-stats--arrest-charge--drug-violation,Hallsville Police Dept,1,1,0,0,0,0,0,2014,1
key-indicators--stops,Hayti Heights Police Dept,125,14,111,0,0,0,0,2014,1
key-indicators--arrests,Hayti Heights Police Dept,5,1,4,0,0,0,0,2014,1
vehicle-stop-stats--reason-for-stop--moving,Hayti Heights Police Dept,96,14,82,0,0,0,0,2014,1
vehicle-stop-stats--stop-outcome--citation,Hayti Heights Police Dept,72,4,68,0,0,0,0,2014,1
search-stats--probable-cause-authority-to-search--consent,Hayti Heights Police Dept,6,0,6,0,0,0,0,2014,1
search-stats--contraband-found--drugs-alcohol,Hayti Heights Police Dept,2,1,1,0,0,0,0,2014,1
search-stats--arrest-charge--drug-violation,Hayti Heights Police Dept,3,1,2,0,0,0,0,2014,1
key-indicators--stops,Higginsville Police Dept,1920,1719,145,27,22,2,5,2014,1
key-indicators--arrests,Higginsville Police Dept,465,402,48,14,0,0,1,2014,1
vehicle-stop-stats--reason-for-stop--moving,Higginsville Police Dept,697,631,49,9,4,2,2,2014,1
vehicle-stop-stats--stop-outcome--citation,Higginsville Police Dept,307,266,30,10,0,0,1,2014,1
search-stats--probable-cause-authority-to-search--consent,Higginsville Police Dept,224,201,18,4,0,0,1,2014,1
search-stats--contraband-found--drugs-alcohol,Higginsville Police Dept,93,81,11,1,0,0,0,2014,1
search-stats--arrest-charge--drug-violation,Higginsville Police Dept,96,81,12,3,0,0,0,2014,1
key-indicators--stops,Holt County Sheriff's Dept,115,103,9,0,1,0,2,2014,1
key-indicators--arrests,Holt County Sheriff's Dept,1,1,0,0,0,0,0,2014,1
vehicle-stop-stats--reason-for-stop--moving,Holt County Sheriff's Dept,74,65,7,0,1,0,1,2014,1
vehicle-stop-stats--stop-outcome--citation,Holt County Sheriff's Dept,9,8,0,0,1,0,0,2014,1
search-stats--probable-cause-authority-to-search--consent,Holt County Sheriff's Dept,2,2,0,0,0,0,0,2014,1
search-stats--contraband-found--drugs-alcohol,Holt County Sheriff's Dept,1,1,0,0,0,0,0,2014,1
search-stats--arrest-charge--drug-violation,Holt County Sheriff's Dept,0,0,0,0,0,0,0,2014,1
key-indicators--stops,Humansville Police Dept,538,484,29,9,7,2,7,2014,1
key-indicators--arrests,Humansville Police Dept,8,6,0,0,1,0,1,2014,1
vehicle-stop-stats--reason-for-stop--moving,Humansville Police Dept,463,412,28,9,6,2,6,2014,1
vehicle-stop-stats--stop-outcome--citation,Humansville Police Dept,325,294,13,7,6,1,4,2014,1
search-stats--probable-cause-authority-to-search--consent,Humansville Police Dept,8,8,0,0,0,0,0,2014,1
search-stats--contraband-found--drugs-alcohol,Humansville Police Dept,1,1,0,0,0,0,0,2014,1
search-stats--arrest-charge--drug-violation,Humansville Police Dept,0,0,0,0,0,0,0,2014,1
key-indicators--stops,Jackson County Sheriff's Dept,11500,8626,2151,555,74,26,68,2014,1
key-indicators--arrests,Jackson County Sheriff's Dept,591,380,157,46,3,3,2,2014,1
vehicle-stop-stats--reason-for-stop--moving,Jackson County Sheriff's Dept,5619,4359,885,265,47,15,48,2014,1
vehicle-stop-stats--stop-outcome--citation,Jackson County Sheriff's Dept,8654,5549,2362,626,55,19,43,2014,1
search-stats--probable-cause-authority-to-search--consent,Jackson County Sheriff's Dept,129,91,30,7,1,0,0,2014,1
search-stats--contraband-found--drugs-alcohol,Jackson County Sheriff's Dept,140,95,36,8,0,0,1,2014,1
search-stats--arrest-charge--drug-violation,Jackson County Sheriff's Dept,48,34,11,2,0,0,1,2014,1
key-indicators--stops,Jonesburg Police Dept,10,9,1,0,0,0,0,2014,1
key-indicators--arrests,Jonesburg Police Dept,0,0,0,0,0,0,0,2014,1
vehicle-stop-stats--reason-for-stop--moving,Jonesburg Police Dept,8,7,1,0,0,0,0,2014,1
vehicle-stop-stats--stop-outcome--citation,Jonesburg Police Dept,0,0,0,0,0,0,0,2014,1
search-stats--probable-cause-authority-to-search--consent,Jonesburg Police Dept,0,0,0,0,0,0,0,2014,1
search-stats--contraband-found--drugs-alcohol,Jonesburg Police Dept,0,0,0,0,0,0,0,2014,1
search-stats--arrest-charge--drug-violation,Jonesburg Police Dept,0,0,0,0,0,0,0,2014,1
key-indicators--stops,Kimberling City Police Dept,1165,1127,12,19,3,1,3,2014,1
key-indicators--arrests,Kimberling City Police Dept,39,38,1,0,0,0,0,2014,1
vehicle-stop-stats--reason-for-stop--moving,Kimberling City Police Dept,700,675,8,13,2,0,2,2014,1
vehicle-stop-stats--stop-outcome--citation,Kimberling City Police Dept,332,320,1,9,1,0,1,2014,1
search-stats--probable-cause-authority-to-search--consent,Kimberling City Police Dept,56,54,1,1,0,0,0,2014,1
search-stats--contraband-found--drugs-alcohol,Kimberling City Police Dept,14,13,1,0,0,0,0,2014,1
search-stats--arrest-charge--drug-violation,Kimberling City Police Dept,6,6,0,0,0,0,0,2014,1
key-indicators--stops,La Grange Police Dept,352,314,26,5,3,0,4,2014,1
key-indicators--arrests,La Grange Police Dept,26,23,2,0,0,0,1,2014,1
vehicle-stop-stats--reason-for-stop--moving,La Grange Police Dept,215,191,13,5,2,0,4,2014,1
vehicle-stop-stats--stop-outcome--citation,La Grange Police Dept,67,61,5,0,0,0,1,2014,1
search-stats--probable-cause-authority-to-search--consent,La Grange Police Dept,26,24,2,0,0,0,0,2014,1
search-stats--contraband-found--drugs-alcohol,La Grange Police Dept,4,4,0,0,0,0,0,2014,1
search-stats--arrest-charge--drug-violation,La Grange Police Dept,3,3,0,0,0,0,0,2014,1
key-indicators--stops,Lake Ozark Police Dept,1728,1649,52,17,6,2,2,2014,1
key-indicators--arrests,Lake Ozark Police Dept,221,207,10,3,0,1,0,2014,1
vehicle-stop-stats--reason-for-stop--moving,Lake Ozark Police Dept,750,716,18,8,4,2,2,2014,1
vehicle-stop-stats--stop-outcome--citation,Lake Ozark Police Dept,1108,1055,32,12,5,2,2,2014,1
search-stats--probable-cause-authority-to-search--consent,Lake Ozark Police Dept,104,96,4,3,0,1,0,2014,1
search-stats--contraband-found--drugs-alcohol,Lake Ozark Police Dept,68,65,1,1,0,1,0,2014,1
search-stats--arrest-charge--drug-violation,Lake Ozark Police Dept,27,26,0,0,0,1,0,2014,1
key-indicators--stops,Lanagan Police Dept,307,262,8,33,2,0,2,2014,1
key-indicators--arrests,Lanagan Police Dept,7,6,0,1,0,0,0,2014,1
vehicle-stop-stats--reason-for-stop--moving,Lanagan Police Dept,254,217,8,25,2,0,2,2014,1
vehicle-stop-stats--stop-outcome--citation,Lanagan Police Dept,229,193,8,25,2,0,1,2014,1
search-stats--probable-cause-authority-to-search--consent,Lanagan Police Dept,0,0,0,0,0,0,0,2014,1
search-stats--contraband-found--drugs-alcohol,Lanagan Police Dept,3,3,0,0,0,0,0,2014,1
search-stats--arrest-charge--drug-violation,Lanagan Police Dept,0,0,0,0,0,0,0,2014,1
key-indicators--stops,Leasburg Police Dept,235,230,0,4,0,0,1,2014,1
key-indicators--arrests,Leasburg Police Dept,1,1,0,0,0,0,0,2014,1
vehicle-stop-stats--reason-for-stop--moving,Leasburg Police Dept,152,148,0,4,0,0,0,2014,1
vehicle-stop-stats--stop-outcome--citation,Leasburg Police Dept,80,77,0,3,0,0,0,2014,1
search-stats--probable-cause-authority-to-search--consent,Leasburg Police Dept,2,2,0,0,0,0,0,2014,1
search-stats--contraband-found--drugs-alcohol,Leasburg Police Dept,0,0,0,0,0,0,0,2014,1
search-stats--arrest-charge--drug-violation,Leasburg Police Dept,1,1,0,0,0,0,0,2014,1
key-indicators--stops,Licking Police Dept,740,724,8,5,3,0,0,2014,1
key-indicators--arrests,Licking Police Dept,30,30,0,0,0,0,0,2014,1
vehicle-stop-stats--reason-for-stop--moving,Licking Police Dept,336,327,5,2,2,0,0,2014,1
vehicle-stop-stats--stop-outcome--citation,Licking Police Dept,244,239,2,2,1,0,0,2014,1
search-stats--probable-cause-authority-to-search--consent,Licking Police Dept,73,73,0,0,0,0,0,2014,1
search-stats--contraband-found--drugs-alcohol,Licking Police Dept,30,30,0,0,0,0,0,2014,1
search-stats--arrest-charge--drug-violation,Licking Police Dept,9,9,0,0,0,0,0,2014,1
